,cities,geocode
1666,Pontão/RS,4314779
1667,Porto Calvo/AL,2707305
1668,Presidente Alves/SP,3541109
1669,Presidente Castello Branco/SC,4213906
1670,Presidente Dutra/MA,2109106
1671,Presidente Juscelino/MG,3153202
1672,Rio Grande do Piauí/PI,2209005
1673,Santa Cruz da Conceição/SP,3546207
1674,Santa Helena de Goiás/GO,5219308
1675,Santo Antônio do Aracanguá/SP,3548054
1676,Santo Antônio do Pinhal/SP,3548203
1677,Seara/SC,4217501
1678,Socorro/SP,3552106
1679,São Sebastião/AL,2708808
1680,Tapejara/RS,4320909
1681,Três Cachoeiras/RS,4321667
1682,Tuiuti/SP,3554953
1683,Várzea Grande/PI,2211407
1684,Amapá/AP,1600105
1685,Arealva/SP,3503406
1686,Atalaia/AL,2700409
1687,Avelinópolis/GO,5202809
1688,Bom Jesus do Tocantins/PA,1501576
1689,Brejo/MA,2102101
1690,Buriti dos Lopes/PI,2202000
1691,Buriticupu/MA,2102325
1692,Caetanos/BA,2905156
1693,Caetanópolis/MG,3109907
1694,Camamu/BA,2905800
1695,Candeias do Jamari/RO,1100809
1696,Caririaçu/CE,2303204
1697,Carnaubeira da Penha/PE,2603926
1698,Cedro/PE,2604304
1699,Centro Novo do Maranhão/MA,2103174
1700,Ciríaco/RS,4305504
1701,Cordeiro/RJ,3301504
1702,Coronel Bicaco/RS,4305900
1703,Cristinápolis/SE,2801702
1704,Cruz Alta/RS,4306106
1705,Elesbão Veloso/PI,2203503
1706,Esperança/PB,2506004
1707,Estreito/MA,2104057
1708,Faria Lemos/MG,3125309
1709,Granito/PE,2606309
1710,Guaraí/TO,1709302
1711,Humaitá/AM,1301704
1712,Iconha/ES,3202603
1713,Igarapé-Miri/PA,1503309
1714,Iguaracy/PE,2606903
1715,Imbé de Minas/MG,3130556
1716,Irauçuba/CE,2306108
1717,Irituia/PA,1503507
1718,Itamonte/MG,3133006
1719,Itaparica/BA,2916104
1720,Itapiranga/AM,1302009
1721,Itá/SC,4208005
1722,Jaguaribara/CE,2306801
1723,Lagoa do Ouro/PE,2608602
1724,Lajedo do Tabocal/BA,2919058
1725,Lajedo/PE,2608800
1726,Marataízes/ES,3203320
1727,Marcelino Ramos/RS,4311908
1728,Martinópole/CE,2307908
1729,Maruim/SE,2804003
1730,Matriz de Camaragibe/AL,2705101
1731,Miraíma/CE,2308377
1732,Mocajuba/PA,1504604
1733,Niquelândia/GO,5214606
1734,Nova Esperança do Piriá/PA,1504950
1735,Olho d'Água das Cunhãs/MA,2107407
1736,Orobó/PE,2609709
1737,Ouricuri/PE,2609907
1738,Paranapoema/PR,4118303
1739,Ponte Serrada/SC,4213401
1740,Poço Fundo/MG,3151701
1741,Santa Bárbara do Sul/RS,4316709
1742,Santa Maria Madalena/RJ,3304607
1743,São Domingos do Capim/PA,1507201
1744,São Francisco do Piauí/PI,2209708
1745,São Joaquim do Monte/PE,2613305
1746,São José de Ubá/RJ,3305133
1747,São Romão/MG,3164209
1748,Tartarugalzinho/AP,1600709
1749,Terra Nova/PE,2615201
1750,Trindade do Sul/RS,4321956
1751,Três Palmeiras/RS,4321857
1752,Turvo/SC,4218806
1753,Ubaitaba/BA,2932200
1754,Venturosa/PE,2616001
1755,Xavantina/SC,4219606
1756,Água Preta/PE,2600401
1757,Abaiara/CE,2300101
1758,Areia Branca/SE,2800506
1759,Augustinópolis/TO,1702554
1760,Auriflama/SP,3504206
1761,Barras/PI,2201200
1762,Bom Jardim/MA,2102002
1763,Bonito/PA,1501600
1764,Campo do Tenente/PR,4104105
1765,Candiota/RS,4304358
1766,Canindé de São Francisco/SE,2801207
1767,Colinas/RS,4305587
1768,Conceição do Lago-Açu/MA,2103554
1769,Corrente/PI,2202901
1770,Céu Azul/PR,4105300
1771,Derrubadas/RS,4306320
1772,Fartura do Piauí/PI,2203750
1773,Faxinal dos Guedes/SC,4205308
1774,Frecheirinha/CE,2304509
1775,Horizontina/RS,4309605
1776,Ibirama/SC,4206900
1777,Igaraçu do Tietê/SP,3520004
1778,Ipameri/GO,5210109
1779,Ipu/CE,2305803
1780,Itajá/RN,2404853
1781,Italva/RJ,3302056
1782,Itapuã do Oeste/RO,1101104
1783,Ituverava/SP,3524105
1784,Jaqueira/PE,2607950
1785,Lagoa Seca/PB,2508307
1786,Magalhães de Almeida/MA,2106300
1787,Mari/PB,2509107
1788,Minas Novas/MG,3141801
1789,Missão Velha/CE,2308401
1790,Monsenhor Gil/PI,2206407
1791,Paraíso do Norte/PR,4118006
1792,Pedro Leopoldo/MG,3149309
1793,Pio IX/PI,2208205
1794,Poconé/MT,5106505
1795,Pradópolis/SP,3540903
1796,Primavera/PE,2611408
1797,Ribeirópolis/SE,2806008
1798,Rosário do Catete/SE,2806107
1799,Santa Fé do Sul/SP,3546603
1800,Santa Maria/RN,2409332
1801,Santaluz/BA,2928000
1802,São José do Vale do Rio Preto/RJ,3305158
1803,São João da Ponta/PA,1507466
1804,São Miguel do Tocantins/TO,1720200
1805,Tabocão/TO,1708254
1806,Urutaí/GO,5221809
1807,Uruçuí/PI,2211209
1808,Alto Alegre do Maranhão/MA,2100436
1809,Amarante do Maranhão/MA,2100600
1810,Aquidabã/SE,2800209
1811,Aracatu/BA,2902005
1812,Araquari/SC,4201307
1813,Araçagi/PB,2500809
1814,Atilio Vivacqua/ES,3200706
1815,Baixo Guandu/ES,3200805
1816,Barra de São Francisco/ES,3200904
1817,Bocaina/SP,3506805
1818,Caconde/SP,3508702
1819,Catingueira/PB,2504207
1820,Coelho Neto/MA,2103406
1821,Colina/SP,3512001
1822,Conceição da Barra/ES,3201605
1823,Conceição do Castelo/ES,3201704
1824,Cosmorama/SP,3512902
1825,Cosmópolis/SP,3512803
1826,Divino de São Lourenço/ES,3201803
1827,Dores do Rio Preto/ES,3202009
1828,Dário Meira/BA,2910008
1829,Ecoporanga/ES,3202108
1830,Feliz/RS,4308102
1831,Flores/PE,2605608
1832,Fraiburgo/SC,4205506
1833,Governador Lindenberg/ES,3202256
1834,Guará/SP,3517703
1835,Ibatiba/ES,3202454
1836,Ibitirama/ES,3202553
1837,Itaguaçu/ES,3202702
1838,Itarana/ES,3202900
1839,Iúna/ES,3203007
1840,Jaguarari/BA,2917706
1841,Jaguaré/ES,3203056
1842,Jangada/MT,5104906
1843,Japoatã/SE,2803401
1844,Jesúpolis/GO,5212055
1845,Lagoa Salgada/RN,2406601
1846,Laranja da Terra/ES,3203163
1847,Lindóia/SP,3527009
1848,Madalena/CE,2307635
1849,Manhumirim/MG,3139508
1850,Mantenópolis/ES,3203304
1851,Maracajá/SC,4210407
1852,Marilândia/ES,3203353
1853,Mata de São João/BA,2921005
1854,Mimoso do Sul/ES,3203403
1855,Montanha/ES,3203502
1856,Morro Cabeça no Tempo/PI,2206654
1857,Mucurici/ES,3203601
1858,Muniz Freire/ES,3203700
1859,Muqui/ES,3203809
1860,Nova Cruz/RN,2408300
1861,Nova Fátima/PR,4117008
1862,Novo Horizonte/SP,3533502
1863,Olinda Nova do Maranhão/MA,2107456
1864,Palestina/AL,2706208
1865,Palmeirais/PI,2207504
1866,Palmitos/SC,4212106
1867,Pancas/ES,3204005
1868,Penedo/AL,2706703
1869,Peritoró/MA,2108454
1870,Petrolândia/PE,2611002
1871,Pinheiro/MA,2108603
1872,Pinheiros/ES,3204104
1873,Piquerobi/SP,3538303
1874,Ponto Belo/ES,3204252
1875,Porto Nacional/TO,1718204
1876,Prado Ferreira/PR,4120333
1877,Queimada Nova/PI,2208650
1878,Regente Feijó/SP,3542404
1879,Ribeirão Branco/SP,3543006
1880,Ribeirão do Pinhal/PR,4121901
1881,Rio Bananal/ES,3204351
1882,Santa Bárbara/BA,2927507
1883,Santa Helena/SC,4215554
1884,Santa Maria do Cambucá/PE,2612703
1885,Santo Antônio de Posse/SP,3548005
1886,Santo Ângelo/RS,4317509
1887,Seabra/BA,2929909
1888,Senador La Rocque/MA,2111763
1889,Serra do Mel/RN,2413359
1890,São Domingos do Norte/ES,3204658
1891,São Felipe/BA,2929107
1892,São Félix do Xingu/PA,1507300
1893,São José do Belmonte/PE,2613503
1894,São José do Bonfim/PB,2514602
1895,São Mateus do Maranhão/MA,2111508
1896,São Paulo do Potengi/RN,2412609
1897,São Pedro do Piauí/PI,2210508
1898,Taió/SC,4217808
1899,Tigrinhos/SC,4217956
1900,Três Barras/SC,4218301
1901,Três Corações/MG,3169307
1902,Tunas/RS,4322152
1903,Tupi Paulista/SP,3555109
1904,Umbaúba/SE,2807600
1905,Vargem Alta/ES,3205036
1906,Vila Pavão/ES,3205150
1907,Vista Alegre do Prata/RS,4323606
1908,Wanderlândia/TO,1722081
1909,Xangri-lá/RS,4323804
1910,Zortéa/SC,4219853
1911,Água Doce do Norte/ES,3200169
1912,Águas de Chapecó/SC,4200507
1913,Águia Branca/ES,3200136
1914,Álvares Machado/SP,3501301
1915,Afogados da Ingazeira/PE,2600104
1916,Afrânio/PE,2600203
1917,Alhandra/PB,2500601
1918,Alterosa/MG,3102001
1919,Araguanã/MA,2100873
1920,Arataca/BA,2902252
1921,Aroazes/PI,2200905
1922,Axixá do Tocantins/TO,1702901
1923,Baião/PA,1501204
1924,Bandeirantes do Tocantins/TO,1703057
1925,Barra de São Miguel/AL,2700607
1926,Batalha/AL,2700706
1927,Boa Hora/PI,2201770
1928,Bom Repouso/MG,3107901
1929,Branquinha/AL,2701100
1930,Brejinho/RN,2401800
1931,Carlópolis/PR,4104709
1932,Coruripe/AL,2702306
1933,Cruz/CE,2304251
1934,Cujubim/RO,1100940
1935,Dom Eliseu/PA,1502939
1936,General Sampaio/CE,2304608
1937,Governador Newton Bello/MA,2104651
1938,Guariba/SP,3518602
1939,Humberto de Campos/MA,2105005
1940,Ibiaí/MG,3129608
1941,Ipixuna do Pará/PA,1503457
1942,Itatiaiuçu/MG,3133709
1943,Itaúna do Sul/PR,4111308
1944,Jacundá/PA,1503804
1945,Jaguari/RS,4311106
1946,Junqueiro/AL,2704005
1947,Lagoa da Canoa/AL,2704104
1948,Lima Campos/MA,2106003
1949,Lupionópolis/PR,4113809
1950,Maracanã/PA,1504307
1951,Maracás/BA,2920502
1952,Maraú/BA,2920700
1953,Meruoca/CE,2308203
1954,Moema/MG,3142403
1955,Moju/PA,1504703
1956,Mutum/MG,3144003
1957,Mâncio Lima/AC,1200336
1958,Nova Olinda/TO,1714880
1959,Palmeira das Missões/RS,4313706
1960,Paraibuna/SP,3535606
1961,Paranapanema/SP,3535804
1962,Paulo Jacinto/AL,2706604
1963,Pendências/RN,2409902
1964,Porto Franco/MA,2109007
1965,Presidente Epitácio/SP,3541307
1966,Riacho dos Cavalos/PB,2512804
1967,Rio das Pedras/SP,3544004
1968,Saldanha Marinho/RS,4316436
1969,Saltinho/SP,3545159
1970,Santa Helena/PB,2513307
1971,Santa Mariana/PR,4123907
1972,Santo Amaro/BA,2928604
1973,Sarapuí/SP,3551108
1974,Serrano do Maranhão/MA,2111789
1975,São Bernardino/SC,4215752
1976,São José de Piranhas/PB,2514503
1977,São Lourenço do Piauí/PI,2210359
1978,São Luís Gonzaga do Maranhão/MA,2111409
1979,São Martinho/SC,4217105
1980,São Sebastião do Oeste/MG,3164605
1981,Taquaritinga do Norte/PE,2615003
1982,Tutóia/MA,2112506
1983,Umbuzeiro/PB,2517001
1984,Vargem/SP,3556354
1985,Xapuri/AC,1200708
1986,Águas da Prata/SP,3500402
1987,Adolfo/SP,3500204
1988,Anhembi/SP,3502309
1989,Antonina do Norte/CE,2300804
1990,Axixá/MA,2101103
1991,Bannach/PA,1501253
1992,Bela Vista do Maranhão/MA,2101772
1993,Bequimão/MA,2101905
1994,Boa Vista do Sul/RS,4302253
1995,Bom Jesus/RN,2401701
1996,Cacoal/RO,1100049
1997,Cajobi/SP,3509304
1998,Caracaraí/RR,1400209
1999,Carira/SE,2801405
2000,Charqueada/SP,3511706
2001,Colinas do Tocantins/TO,1705508
2002,Cortês/PE,2604809
2003,Cumaru/PE,2604908
2004,Divisa Nova/MG,3122405
2005,Esperantinópolis/MA,2104008
2006,Francisco Ayres/PI,2204105
2007,Garuva/SC,4205803
2008,Governador Jorge Teixeira/RO,1101005
2009,Guajará-Mirim/RO,1100106
2010,Guaramiranga/CE,2305100
2011,Guaratinga/BA,2911808
2012,Guimarães/MA,2104909
2013,Ibiapina/CE,2305308
2014,Ibicaré/SC,4206801
2015,Ibirajuba/PE,2606705
2016,Ibitinga/SP,3519600
2017,Icaraí de Minas/MG,3130051
2018,Ijuí/RS,4310207
2019,Ivaí/PR,4111407
2020,Juatuba/MG,3136652
2021,Laranjeiras/SE,2803609
2022,Lauro Müller/SC,4209607
2023,Macambira/SE,2803708
2024,Mamanguape/PB,2508901
2025,Mato Castelhano/RS,4312138
2026,Milhã/CE,2308351
2027,Miracema/RJ,3303005
2028,Monsenhor Tabosa/CE,2308609
2029,Monte Belo do Sul/RS,4312385
2030,Mucambo/CE,2309003
2031,Muribeca/SE,2804300
2032,Nova Guataporanga/SP,3533106
2033,Novo Horizonte do Oeste/RO,1100502
2034,Novo Lino/AL,2705606
2035,Ourilândia do Norte/PA,1505437
2036,Parelhas/RN,2408904
2037,Paulino Neves/MA,2108058
2038,Peixe-Boi/PA,1505601
2039,Peixoto de Azevedo/MT,5106422
2040,Poranga/CE,2311009
2041,Portalegre/RN,2410207
2042,Prainha/PA,1506005
2043,Presidente Médici/MA,2109239
2044,Princesa Isabel/PB,2512309
2045,Rio Tinto/PB,2512903
2046,Sairé/PE,2612000
2047,Salto Grande/SP,3545407
2048,Santa Fé de Goiás/GO,5219258
2049,Santa Maria da Boa Vista/PE,2612604
2050,Santa Maria da Serra/SP,3547007
2051,Santa Rita do Sapucaí/MG,3159605
2052,Santo Amaro das Brotas/SE,2806602
2053,Serra Redonda/PB,2515807
2054,São José das Missões/RS,4318457
2055,São João do Itaperiú/SC,4216354
2056,São João/PE,2613206
2057,São Julião/PI,2210300
2058,Taquarana/AL,2709103
2059,Timburi/SP,3554607
2060,Tobias Barreto/SE,2807402
2061,Três Barras do Paraná/PR,4127858
2062,Água Azul do Norte/PA,1500347
2063,Aldeias Altas/MA,2100303
2064,Apicum-Açu/MA,2100832
2065,Araguatins/TO,1702208
2066,Assis Brasil/AC,1200054
2067,Barreiros/PE,2601409
2068,Bom Lugar/MA,2102077
2069,Boquim/SE,2800670
2070,Bueno Brandão/MG,3109105
2071,Caiçara/PB,2503605
2072,Calçoene/AP,1600204
2073,Campo Alegre/AL,2701407
2074,Casserengue/PB,2504157
2075,Catuji/MG,3115458
2076,Colônia Leopoldina/AL,2702108
2077,Conchal/SP,3512209
2078,Coroados/SP,3512506
2079,Curvelândia/MT,5103437
2080,Duque Bacelar/MA,2103901
2081,Espigão D'Oeste/RO,1100098
2082,Frei Paulo/SE,2802304
2083,Ibaté/SP,3519303
2084,Imaculada/PB,2506707
2085,Itaocara/RJ,3302106
2086,Itaí/SP,3521804
2087,Jacupiranga/SP,3524600
2088,Joaquim Gomes/AL,2703809
2089,Jussari/BA,2918555
2090,Maracaçumé/MA,2106326
2091,Monteiro/PB,2509701
2092,Nova Olinda do Maranhão/MA,2107357
2093,Palotina/PR,4117909
2094,Pedrinhas Paulista/SP,3537156
2095,Pilar/PB,2511509
2096,Pilões/RN,2410009
2097,Pilõezinhos/PB,2511707
2098,Pitimbu/PB,2511905
2099,Planura/MG,3151602
2100,Porteirinha/MG,3152204
2101,Poxoréu/MT,5107008
2102,Primavera de Rondônia/RO,1101476
2103,Riacho da Cruz/RN,2410702
2104,Riachuelo/RN,2410900
2105,Roca Sales/RS,4315800
2106,Santa Luzia/MA,2110005
2107,Santana do Ipanema/AL,2708006
2108,Santarém Novo/PA,1506906
2109,Satubinha/MA,2111722
2110,Senador José Bento/MG,3165800
2111,São José de Espinharas/PB,2514404
2112,São João do Piauí/PI,2210003
2113,São Vicente Ferrer/MA,2111706
2114,Taboleiro Grande/RN,2413805
2115,Tarumã/SP,3553955
2116,Tietê/SP,3554508
2117,Ubajara/CE,2313609
2118,Vale do Anari/RO,1101757
2119,Valença do Piauí/PI,2211308
2120,Vargem Grande do Sul/SP,3556404
2121,Várzea Nova/BA,2933158
2122,Aguiarnópolis/TO,1700301
2123,Alta Floresta D'Oeste/RO,1100015
2124,Alto Bela Vista/SC,4200754
2125,Alvorada do Sul/PR,4100806
2126,Amarante/PI,2200509
2127,Ananás/TO,1701002
2128,Arauá/SE,2800407
2129,Barros Cassal/RS,4302006
2130,Belterra/PA,1501451
2131,Benedito Novo/SC,4202206
2132,Brejo da Madre de Deus/PE,2602605
2133,Breu Branco/PA,1501782
2134,Buritirana/MA,2102358
2135,Cabixi/RO,1100031
2136,Cachoeira do Piriá/PA,1501956
2137,Campo Novo de Rondônia/RO,1100700
2138,Campo do Brito/SE,2801009
2139,Canudos do Vale/RS,4304614
2140,Carmo/RJ,3301207
2141,Cocal dos Alves/PI,2202729
2142,Colônia do Piauí/PI,2202778
2143,Coqueiro Seco/AL,2702207
2144,Coroatá/MA,2103604
2145,Divina Pastora/SE,2802007
2146,Eldorado do Carajás/PA,1502954
2147,Feijó/AC,1200302
2148,Ferreira Gomes/AP,1600238
2149,Governador Mangabeira/BA,2911600
2150,Ibirapitanga/BA,2912707
2151,Igarapé do Meio/MA,2105153
2152,Igarapé/MG,3130101
2153,Jaramataia/AL,2703700
2154,Jequiá da Praia/AL,2703759
2155,Joaquim Nabuco/PE,2608206
2156,Júlio Borges/PI,2205524
2157,Loanda/PR,4113502
2158,Maxaranguape/RN,2407500
2159,Monsenhor Hipólito/PI,2206506
2160,Nordestina/BA,2922656
2161,Nova Erechim/SC,4211405
2162,Osvaldo Cruz/SP,3534609
2163,Ouro Branco/MG,3145901
2164,Pau Brasil/BA,2923902
2165,Penalva/MA,2108306
2166,Piancó/PB,2511301
2167,Pindaré-Mirim/MA,2108504
2168,Pirapemas/MA,2108801
2169,Piratuba/SC,4213104
2170,Rafael Jambeiro/BA,2925956
2171,Raposos/MG,3153905
2172,Rio Fortuna/SC,4214904
2173,Rio Maria/PA,1506161
2174,Santa Luzia do Itanhy/SE,2806305
2175,Santa Luzia do Pará/PA,1506559
2176,Santo Antônio de Jesus/BA,2928703
2177,Saubara/BA,2929750
2178,Serra da Raiz/PB,2515609
2179,São Bento/MA,2110500
2180,São Francisco do Maranhão/MA,2110906
2181,São Gonçalo do Piauí/PI,2209807
2182,São Gonçalo dos Campos/BA,2929305
2183,São João da Baliza/RR,1400506
2184,São Miguel da Baixa Grande/PI,2210383
2185,São Pedro do Turvo/SP,3550506
2186,São Tomé/RN,2412906
2187,Sítio Novo/MA,2111805
2188,Tarauacá/AC,1200609
2189,Teotônio Vilela/AL,2709152
2190,Uruará/PA,1508159
2191,Águas Belas/PE,2600500
2192,Alto Jequitibá/MG,3153509
2193,Anapurus/MA,2100808
2194,Araripina/PE,2601102
2195,Aurora/CE,2301703
2196,Bertolínia/PI,2201705
2197,Brumadinho/MG,3109006
2198,Buenos Aires/PE,2602704
2199,Buriti/MA,2102200
2200,Buíque/PE,2602803
2201,Cajari/MA,2102507
2202,Caratinga/MG,3113404
2203,Caxambu do Sul/SC,4204103
2204,Cedro de São João/SE,2801603
2205,Doutor Maurício Cardoso/RS,4306734
2206,Francisco Santos/PI,2204204
2207,Fronteira/MG,3127008
2208,Grajaú/MA,2104800
2209,Itacarambi/MG,3132107
2210,Itinga do Maranhão/MA,2105427
2211,Jateí/MS,5005103
2212,Jussiape/BA,2918605
2213,Lima Duarte/MG,3138609
2214,Malhada dos Bois/SE,2803807
2215,Malhador/SE,2803906
2216,Miracema do Tocantins/TO,1713205
2217,Miranorte/TO,1713304
2218,Mirante da Serra/RO,1101302
2219,Moraújo/CE,2308807
2220,Mulungu/PB,2509800
2221,Nazaré/BA,2922508
2222,Paial/SC,4211876
2223,Pedra Grande/RN,2409506
2224,Pilão Arcado/BA,2924405
2225,Planalto Alegre/SC,4213153
2226,Porto do Mangue/RN,2410256
2227,Porto/PI,2208502
2228,Poço das Antas/RS,4314753
2229,Regeneração/PI,2208809
2230,Retirolândia/BA,2926103
2231,Salgado/SE,2806206
2232,Santa Helena/MA,2109809
2233,Senador José Porfírio/PA,1507805
2234,Vila Nova do Piauí/PI,2211605
2235,Água Doce/SC,4200408
2236,Aimorés/MG,3101102
2237,Aiuaba/CE,2300408
2238,Alagoinha/PB,2500502
2239,Alto Alegre dos Parecis/RO,1100379
2240,Ampére/PR,4101002
2241,Aratuba/CE,2301406
2242,Assaré/CE,2301604
2243,Barra do Corda/MA,2101608
2244,Batalha/PI,2201507
2245,Beneditinos/PI,2201606
2246,Carutapera/MA,2102903
2247,Cedro/CE,2303808
2248,Chaval/CE,2303907
2249,Cocal/PI,2202703
2250,Cândido Mendes/MA,2102606
2251,Felipe Guerra/RN,2403707
2252,Floresta/PE,2605707
2253,Fortaleza dos Nogueiras/MA,2104107
2254,Grossos/RN,2404408
2255,Grão Pará/SC,4206108
2256,Iperó/SP,3521002
2257,João Lisboa/MA,2105500
2258,Jussara/GO,5212204
2259,Lizarda/TO,1712405
2260,Machadinho D'Oeste/RO,1100130
2261,Marcos Parente/PI,2206001
2262,Marilândia do Sul/PR,4114906
2263,Mataraca/PB,2509305
2264,Messias/AL,2705200
2265,Morrinhos/CE,2308906
2266,Nova Araçá/RS,4312807
2267,Nova Floresta/PB,2510105
2268,Nova Granada/SP,3533007
2269,Nova Russas/CE,2309300
2270,Parambu/CE,2310308
2271,Passo de Torres/SC,4212254
2272,Pau D'Arco/PA,1505551
2273,Pinhalzinho/SC,4212908
2274,Pinhão/SE,2805208
2275,Pirpirituba/PB,2511806
2276,Porto União/SC,4213609
2277,Remanso/BA,2926004
2278,Santa Luzia do Paruá/MA,2110039
2279,Santa Quitéria do Maranhão/MA,2110104
2280,Sena Madureira/AC,1200500
2281,São Luiz Gonzaga/RS,4318903
2282,São Marcos/RS,4319000
2283,São Miguel do Oeste/SC,4217204
2284,Tamboril/CE,2313203
2285,Tejuçuoca/CE,2313351
2286,Terra de Areia/RS,4321436
2287,Uiraúna/PB,2516904
2288,Varjota/CE,2313955
2289,Westfália/RS,4323770
2290,Abreulândia/TO,1700251
2291,Afonso Bezerra/RN,2400307
2292,Alpestre/RS,4300505
2293,Amajari/RR,1400027
2294,Amapá do Maranhão/MA,2100550
2295,Barrolândia/TO,1703107
2296,Bertioga/SP,3506359
2297,Bombinhas/SC,4202453
2298,Brasilândia/MS,5002308
2299,Campo Alegre/SC,4203303
2300,Campo Erê/SC,4203501
2301,Campos Belos/GO,5204904
2302,Capim/PB,2504033
2303,Capinópolis/MG,3112604
2304,Caçapava do Sul/RS,4302808
2305,Comercinho/MG,3117009
2306,Cunha Porã/SC,4204707
2307,Cutias/AP,1600212
2308,Cândido Mota/SP,3510005
2309,Engenheiro Paulo de Frontin/RJ,3301801
2310,Fazenda Vilanova/RS,4308078
2311,Filadélfia/TO,1707702
2312,Fátima/TO,1707553
2313,General Câmara/RS,4308805
2314,Goianinha/RN,2404200
2315,Guaraçaí/SP,3517802
2316,Guatambú/SC,4206652
2317,Guia Lopes da Laguna/MS,5004106
2318,Ibirarema/SP,3519501
2319,Inácio Martins/PR,4110201
2320,Ipira/SC,4207601
2321,Iracema/RR,1400282
2322,Itumirim/MG,3134301
2323,Jequitinhonha/MG,3135803
2324,Joselândia/MA,2105609
2325,Lago dos Rodrigues/MA,2105948
2326,Lajes/RN,2406700
2327,Luís Domingues/MA,2106201
2328,Madre de Deus/BA,2919926
2329,Magalhães Barata/PA,1504109
2330,Mamonas/MG,3139250
2331,Matinhas/PB,2509339
2332,Medicilândia/PA,1504455
2333,Montes Altos/MA,2107001
2334,Mormaço/RS,4312427
2335,Nipoã/SP,3532702
2336,Normandia/RR,1400407
2337,Nossa Senhora de Lourdes/SE,2804706
2338,Novo Acordo/TO,1715101
2339,Palmeiras do Tocantins/TO,1713809
2340,Paraú/RN,2408706
2341,Pedra Dourada/MG,3149002
2342,Pedro Velho/RN,2409803
2343,Peri Mirim/MA,2108405
2344,Pilões/PB,2511608
2345,Pinto Bandeira/RS,4314548
2346,Poté/MG,3152402
2347,Pouso Novo/RS,4315131
2348,Pracuúba/AP,1600550
2349,Presidente Sarney/MA,2109270
2350,Remígio/PB,2512705
2351,Riachão do Dantas/SE,2805802
2352,Rodeio/SC,4215109
2353,Rosário Oeste/MT,5107701
2354,Santa Cruz das Palmeiras/SP,3546306
2355,Santa Margarida/MG,3157906
2356,Santa Tereza/RS,4317251
2357,Santo Inácio/PR,4124509
2358,Sertão/RS,4320503
2359,Sete Barras/SP,3551801
2360,Sorriso/MT,5107925
2361,Sud Mennucci/SP,3552304
2362,São Domingos do Araguaia/PA,1507151
2363,São Pedro da Cipa/MT,5107404
2364,São Sebastião de Lagoa de Roça/PB,2515104
2365,São Sebastião do Passé/BA,2929503
2366,São Vicente de Minas/MG,3165305
2367,Sério/RS,4320453
2368,Trombudo Central/SC,4218608
2369,Três Forquilhas/RS,4321832
2370,Três Passos/RS,4321907
2371,Uchoa/SP,3555604
2372,Ulianópolis/PA,1508126
2373,Vila Lângaro/RS,4323358
2374,Aliança do Tocantins/TO,1700350
2375,Alvorada D'Oeste/RO,1100346
2376,Antônio Prado/RS,4300802
2377,Bernardino de Campos/SP,3506300
2378,Bom Jesus das Selvas/MA,2102036
2379,Bom Princípio/RS,4302352
2380,Brejo Alegre/SP,3507753
2381,Campo Grande/AL,2701506
2382,Canoinhas/SC,4203808
2383,Carmópolis de Minas/MG,3114501
2384,Cerqueira César/SP,3511409
2385,Condado/PB,2504504
2386,Cunha/SP,3513603
2387,Darcinópolis/TO,1706506
2388,Divino/MG,3122009
2389,Dois Córregos/SP,3514106
2390,Dumont/SP,3514601
2391,Formoso do Araguaia/TO,1708205
2392,Guapiaçu/SP,3517505
2393,Iacanga/SP,3519105
2394,Irapuru/SP,3521606
2395,Itapura/SP,3523008
2396,Itapuí/SP,3522901
2397,Itobi/SP,3523800
2398,Jacobina/BA,2917508
2399,Jambeiro/SP,3524907
2400,Jitaúna/BA,2918308
2401,Juazeirinho/PB,2507705
2402,Marapoama/SP,3528858
2403,Marialva/PR,4114807
2404,Massaranduba/PB,2509206
2405,Moita Bonita/SE,2804102
2406,Monte Negro/RO,1101401
2407,Neves Paulista/SP,3532504
2408,Nova Brasilândia D'Oeste/RO,1100148
2409,Nova Rosalândia/TO,1715002
2410,Patrocínio Paulista/SP,3536307
2411,Pedro do Rosário/MA,2108256
2412,Pereira Barreto/SP,3537404
2413,Pio XII/MA,2108702
2414,Pirapozinho/SP,3539202
2415,Ponte Nova/MG,3152105
2416,Porto Rico do Maranhão/MA,2109056
2417,Poço Redondo/SE,2805406
2418,Reginópolis/SP,3542503
2419,Santa Luz/PI,2209302
2420,Santa Luzia/PB,2513406
2421,Santana de Cataguases/MG,3158409
2422,Santo Anastácio/SP,3547700
2423,Sarutaiá/SP,3551207
2424,Senador Elói de Souza/RN,2413102
2425,São José da Laje/AL,2708303
2426,São João do Paraíso/MG,3162708
2427,São Pedro da Água Branca/MA,2111532
2428,Tabatinga/SP,3552700
2429,Tapiratiba/SP,3553609
2430,Torre de Pedra/SP,3554656
2431,Torrinha/SP,3554706
2432,Treze Tílias/SC,4218509
2433,Tucano/BA,2931905
2434,Turiaçu/MA,2112407
2435,Upanema/RN,2414605
2436,Uraí/PR,4128401
2437,Uru/SP,3555901
2438,Wenceslau Braz/MG,3172202
2439,Xanxerê/SC,4219507
2440,Abel Figueiredo/PA,1500131
2441,Alexânia/GO,5200308
2442,Alpinópolis/MG,3101904
2443,Alto Rio Doce/MG,3102100
2444,Alvorada/TO,1700707
2445,Américo de Campos/SP,3501806
2446,Anicuns/GO,5201306
2447,Arame/MA,2100956
