,cities,geocode
857,Viana/MA,2112803
858,Águas de São Pedro/SP,3500600
859,Acará/PA,1500206
860,Amparo/SP,3501905
861,Américo Brasiliense/SP,3501707
862,Araçariguama/SP,3502754
863,Barroquinha/CE,2302057
864,Bujaru/PA,1501907
865,Caiabu/SP,3508900
866,Cambuquira/MG,3110707
867,Capim Grosso/BA,2906873
868,Careiro/AM,1301100
869,Cariri do Tocantins/TO,1703867
870,Conceição das Alagoas/MG,3117306
871,Encanto/RN,2403301
872,Encruzilhada do Sul/RS,4306908
873,Ferros/MG,3125903
874,Forquilha/CE,2304350
875,Gameleira/PE,2605905
876,Ibirité/MG,3129806
877,Ibirá/SP,3519402
878,Ipuiúna/MG,3131505
879,Itarema/CE,2306553
880,Ituiutaba/MG,3134202
881,Jaboticatubas/MG,3134608
882,Luís Eduardo Magalhães/BA,2919553
883,Monte Carmelo/MG,3143104
884,Pacaraima/RR,1400456
885,Paranaíba/MS,5006309
886,Paraíso do Tocantins/TO,1716109
887,Quatipuru/PA,1506112
888,Quipapá/PE,2611507
889,Rialma/GO,5218607
890,Santa Cecília/SC,4215505
891,Santa Cruz do Capibaribe/PE,2612505
892,Santa Cruz/RN,2411205
893,Santa Lúcia/SP,3546900
894,Sertânia/PE,2614105
895,São Bento do Una/PE,2613008
896,São Brás do Suaçuí/MG,3160900
897,São Gotardo/MG,3162104
898,São José do Calçado/ES,3204807
899,São Miguel do Guamá/PA,1507607
900,Toritama/PE,2615409
901,Tracunhaém/PE,2615508
902,Vitória do Mearim/MA,2112902
903,Abaeté/MG,3100203
904,Alfredo Chaves/ES,3200300
905,Altamira do Maranhão/MA,2100402
906,Bonfim/MG,3108107
907,Campos Gerais/MG,3111606
908,Canguaretama/RN,2402204
909,Caxias/MA,2103000
910,Cerro Corá/RN,2402709
911,Chã Grande/PE,2604502
912,Espinosa/MG,3124302
913,Glória do Goitá/PE,2606101
914,Imbé/RS,4310330
915,Itaguaru/GO,5210604
916,Ituporanga/SC,4208500
917,Jussara/PR,4113007
918,Lagoa de Pedras/RN,2406304
919,Machados/PE,2609105
920,Marliéria/MG,3140308
921,Mirinzal/MA,2106805
922,Naviraí/MS,5005707
923,Nerópolis/GO,5214507
924,Nova Serrana/MG,3145208
925,Pacajus/CE,2309607
926,Perdões/MG,3149903
927,Pirapetinga/MG,3151107
928,Piraí/RJ,3304003
929,Pirenópolis/GO,5217302
930,Santa Leopoldina/ES,3204500
931,Santa Mônica/PR,4123956
932,Santa Rita/MA,2110203
933,Sapé/PB,2515302
934,Saquarema/RJ,3305505
935,Serra do Ramalho/BA,2930154
936,São Fidélis/RJ,3304805
937,São José da Coroa Grande/PE,2613404
938,Uruaçu/GO,5221601
939,Veranópolis/RS,4322806
940,Zé Doca/MA,2114007
941,Abaíra/BA,2900108
942,Acari/RN,2400109
943,Acopiara/CE,2300309
944,Ajuricaba/RS,4300208
945,Apucarana/PR,4101408
946,Araçoiaba/PE,2601052
947,Bezerros/PE,2601904
948,Campos do Jordão/SP,3509700
949,Canavieiras/BA,2906303
950,Capanema/PA,1502202
951,Capivari de Baixo/SC,4203956
952,Caracol/PI,2202505
953,Conceição do Araguaia/PA,1502707
954,Coxim/MS,5003306
955,Cruzeiro do Sul/AC,1200203
956,Currais Novos/RN,2403103
957,Espumoso/RS,4307500
958,Formosa/GO,5208004
959,Garça/SP,3516705
960,Gravatá/PE,2606408
961,Graça/CE,2304657
962,Igaratá/SP,3520202
963,Ipumirim/SC,4207700
964,Itapé/BA,2916203
965,Jataizinho/PR,4112702
966,Lagoa dos Gatos/PE,2608701
967,Macatuba/SP,3528007
968,Paraúna/GO,5216403
969,Pau dos Ferros/RN,2409407
970,Pimenteiras/PI,2208106
971,Rio Pardo/RS,4315701
972,Rio do Sul/SC,4214805
973,Salinópolis/PA,1506203
974,Santo Cristo/RS,4317905
975,Teutônia/RS,4321451
976,Trairi/CE,2313500
977,Ubatuba/SP,3555406
978,Venâncio Aires/RS,4322608
979,Araxá/MG,3104007
980,Armação dos Búzios/RJ,3300233
981,Bariri/SP,3505203
982,Barreira/CE,2301950
983,Bom Jesus da Lapa/BA,2903904
984,Bragança/PA,1501709
985,Cajuru/SP,3509403
986,Canaã dos Carajás/PA,1502152
987,Capistrano/CE,2302909
988,Carnaíba/PE,2603900
989,Cataguases/MG,3115300
990,Chã de Alegria/PE,2604403
991,Conchas/SP,3512308
992,Coronel João Pessoa/RN,2402907
993,Faina/GO,5207535
994,Floresta Azul/BA,2911006
995,Goianira/GO,5208806
996,Goianá/MG,3127388
997,Governador Nunes Freire/MA,2104677
998,Guaranésia/MG,3128303
999,Jerônimo Monteiro/ES,3203106
1000,Leme/SP,3526704
1001,Lins/SP,3527108
1002,Lábrea/AM,1302405
1003,Mairinque/SP,3528403
1004,Matias Barbosa/MG,3140803
1005,Mazagão/AP,1600402
1006,Mongaguá/SP,3531100
1007,Morrinhos/GO,5213806
1008,Nhandeara/SP,3532603
1009,Nova Ipixuna/PA,1504976
1010,Paracuru/CE,2310209
1011,Passos/MG,3147907
1012,Pilar do Sul/SP,3537909
1013,Pontal/SP,3540200
1014,Pontes e Lacerda/MT,5106752
1015,Porto Grande/AP,1600535
1016,Rincão/SP,3543709
1017,Rondon do Pará/PA,1506187
1018,Santa Bárbara do Pará/PA,1506351
1019,Santa Cruz de Monte Castelo/PR,4123303
1020,Santa Maria de Jetibá/ES,3204559
1021,Santa Teresinha/BA,2928505
1022,Santana do Itararé/PR,4124004
1023,Satuba/AL,2708907
1024,São João do Caiuá/PR,4124905
1025,São João do Rio do Peixe/PB,2500700
1026,São Miguel do Gostoso/RN,2412559
1027,São Raimundo Nonato/PI,2210607
1028,São Tomás de Aquino/MG,3165107
1029,Taperoá/PB,2516508
1030,Tucumã/PA,1508084
1031,Tupãssi/PR,4127957
1032,Una/BA,2932507
1033,Vitória do Jari/AP,1600808
1034,Várzea Paulista/SP,3556503
1035,Óbidos/PA,1505106
1036,Almenara/MG,3101706
1037,Altos/PI,2200400
1038,Andradina/SP,3502101
1039,Apiaí/SP,3502705
1040,Aracoiaba/CE,2301208
1041,Aragoiânia/GO,5201801
1042,Areal/RJ,3300225
1043,Assaí/PR,4101903
1044,Baturité/CE,2302107
1045,Belmiro Braga/MG,3106101
1046,Bilac/SP,3506409
1047,Boca da Mata/AL,2701001
1048,Bom Jesus do Norte/ES,3201100
1049,Bonfim do Piauí/PI,2201929
1050,Buritama/SP,3508108
1051,Cachoeira do Arari/PA,1502004
1052,Camocim/CE,2302602
1053,Candelária/RS,4304200
1054,Capitão Poço/PA,1502301
1055,Capão Bonito/SP,3510203
1056,Carapebus/RJ,3300936
1057,Caridade/CE,2303006
1058,Chapada/RS,4305306
1059,Conquista D'Oeste/MT,5103361
1060,Cruzeiro/SP,3513405
1061,Eunápolis/BA,2910727
1062,Fernandópolis/SP,3515509
1063,Granja/CE,2304707
1064,Igarapava/SP,3520103
1065,Irecê/BA,2914604
1066,Jucás/CE,2307403
1067,Laranjal do Jari/AP,1600279
1068,Lorena/SP,3527207
1069,Marapanim/PA,1504406
1070,Massapê/CE,2308005
1071,Mendes/RJ,3302809
1072,Mogi Mirim/SP,3530805
1073,Monte Alegre/PA,1504802
1074,Monte Mor/SP,3531803
1075,Morro Agudo/SP,3531902
1076,Morungaba/SP,3532009
1077,Mulungu/CE,2309102
1078,Nicolau Vergueiro/RS,4312674
1079,Nossa Senhora do Socorro/SE,2804805
1080,Paramirim/BA,2923605
1081,Pederneiras/SP,3536703
1082,Picos/PI,2208007
1083,Piratininga/SP,3539400
1084,Pratânia/SP,3541059
1085,Quissamã/RJ,3304151
1086,Quiterianópolis/CE,2311264
1087,Redenção/CE,2311603
1088,Ribeirão/PE,2611804
1089,Rinópolis/SP,3543808
1090,Rio Largo/AL,2707701
1091,Salitre/CE,2311959
1092,Santa Rosa do Sul/SC,4215653
1093,Santo Antônio do Descoberto/GO,5219753
1094,Silva Jardim/RJ,3305604
1095,São Cristóvão/SE,2806701
1096,Taperoá/BA,2931202
1097,Tauá/CE,2313302
1098,Tio Hugo/RS,4321469
1099,Tocantinópolis/TO,1721208
1100,Triunfo/PE,2615706
1101,Valente/BA,2933000
1102,Vigia/PA,1508209
1103,Vila Valério/ES,3205176
1104,Aiquara/BA,2900603
1105,Alambari/SP,3500758
1106,Amaraji/PE,2600906
1107,Amélia Rodrigues/BA,2901106
1108,Anchieta/ES,3200409
1109,Arabutã/SC,4201273
1110,Armazém/SC,4201505
1111,Bacabal/MA,2101202
1112,Bacabeira/MA,2101251
1113,Barcelona/RN,2401503
1114,Brejetuba/ES,3201159
1115,Buerarema/BA,2904704
1116,Buritis/RO,1100452
1117,Campo Limpo Paulista/SP,3509601
1118,Castilho/SP,3511003
1119,Concórdia/SC,4204301
1120,Cupira/PE,2605004
1121,Curaçá/BA,2909901
1122,Demerval Lobão/PI,2203305
1123,Duartina/SP,3514502
1124,Escada/PE,2605202
1125,Fartura/SP,3515400
1126,Feira Nova/PE,2605400
1127,Flores da Cunha/RS,4308201
1128,Guairaçá/PR,4108908
1129,Inhuma/PI,2204709
1130,Ipanguaçu/RN,2404705
1131,Itabaianinha/SE,2803005
1132,Itapecuru Mirim/MA,2105401
1133,Itaúna/MG,3133808
1134,João Neiva/ES,3203130
1135,Lagarto/SE,2803500
1136,Leopoldina/MG,3138401
1137,Lindóia do Sul/SC,4209854
1138,Miranda/MS,5005608
1139,Mucajaí/RR,1400308
1140,Novo Cruzeiro/MG,3145307
1141,Pedro Canário/ES,3204054
1142,Piracaia/SP,3538600
1143,Pombal/PB,2512101
1144,Porteiras/CE,2311108
1145,Pouso Redondo/SC,4213708
1146,Presidente Kennedy/ES,3204302
1147,Primavera/PA,1506104
1148,Reriutaba/CE,2311702
1149,Rio Novo do Sul/ES,3204401
1150,Rorainópolis/RR,1400472
1151,Santa Gertrudes/SP,3546702
1152,Santo Antônio do Caiuá/PR,4124202
1153,Serra de São Bento/RN,2413300
1154,Surubim/PE,2614501
1155,São Gonçalo do Amarante/CE,2312403
1156,São Joaquim da Barra/SP,3549409
1157,Taiaçu/SP,3553104
1158,Trizidela do Vale/MA,2112233
1159,União dos Palmares/AL,2709301
1160,Acaraú/CE,2300200
1161,Arandu/SP,3503109
1162,Barreirinhas/MA,2101707
1163,Bela Cruz/CE,2302305
1164,Bom Princípio do Piauí/PI,2201919
1165,Caeté/MG,3110004
1166,Camanducaia/MG,3110509
1167,Carmo do Rio Verde/GO,5205000
1168,Ceres/GO,5205406
1169,Chorozinho/CE,2303956
1170,Conselheiro Lafaiete/MG,3118304
1171,Coromandel/MG,3119302
1172,Esperantina/PI,2203701
1173,Francinópolis/PI,2204006
1174,Guaiúba/CE,2304954
1175,Guaraci/PR,4109203
1176,Guaxupé/MG,3128709
1177,Ibaretama/CE,2305266
1178,Ilha Solteira/SP,3520442
1179,Ilhota/SC,4207106
1180,Itaguara/MG,3132206
1181,Itaiópolis/SC,4208104
1182,Itapiúna/CE,2306504
1183,Jaçanã/RN,2405009
1184,Juquitiba/SP,3526209
1185,Lagoa de Itaenga/PE,2608503
1186,Luís Correia/PI,2205706
1187,Meleiro/SC,4210803
1188,Mineiros do Tietê/SP,3529807
1189,Miranda do Norte/MA,2106755
1190,Monte Azul/MG,3142908
1191,Morros/MA,2107100
1192,Mundo Novo/MS,5005681
1193,Munhoz/MG,3143807
1194,Muçum/RS,4312609
1195,Orós/CE,2309508
1196,Paulistânia/SP,3536570
1197,Penha/SC,4212502
1198,Pesqueira/PE,2610905
1199,Poço Branco/RN,2410108
1200,Rancharia/SP,3542206
1201,Registro/SP,3542602
1202,Rio Formoso/PE,2611903
1203,Sanharó/PE,2612406
1204,Santo Antônio da Alegria/SP,3547908
1205,São Bento/PB,2513901
1206,São José do Egito/PE,2613602
1207,São José do Piauí/PI,2210201
1208,São Luiz/RR,1400605
1209,São Miguel/RN,2412500
1210,São Sebastião do Paraíso/MG,3164704
1211,São Vicente Férrer/PE,2613800
1212,Touros/RN,2414407
1213,Tuntum/MA,2112308
1214,Tururu/CE,2313559
1215,Valença/BA,2932903
1216,Vargem Grande/MA,2112704
1217,Vertentes/PE,2616209
1218,Acarape/CE,2300150
1219,Alcântara/MA,2100204
1220,Alto Paraná/PR,4100608
1221,Alto Paraíso/RO,1100403
1222,Alto do Rodrigues/RN,2400703
1223,Angatuba/SP,3502200
1224,Angical do Piauí/PI,2200608
1225,Aparecida/SP,3502507
1226,Arapiraca/AL,2700300
1227,Arari/MA,2101004
1228,Avaí/SP,3504305
1229,Baraúna/RN,2401453
1230,Barra do Garças/MT,5101803
1231,Bento Fernandes/RN,2401602
1232,Bonito/PE,2602308
1233,Cananéia/SP,3509908
1234,Castro Alves/BA,2907301
1235,Catanduvas/SC,4204004
1236,Congo/PB,2504702
1237,Coração de Maria/BA,2908903
1238,Coreaú/CE,2304004
1239,Cururupu/MA,2103703
1240,Dois Vizinhos/PR,4107207
1241,Espera Feliz/MG,3124203
1242,Groaíras/CE,2304905
1243,Guanambi/BA,2911709
1244,Ibirapuitã/RS,4309951
1245,Iguape/SP,3520301
1246,Imbaú/PR,4110078
1247,Indiaroba/SE,2802809
1248,Ipiranga do Norte/MT,5104526
1249,Itaporanga d'Ajuda/SE,2803203
1250,Jaguapitã/PR,4111902
1251,Jaguaruana/CE,2307007
1252,Junco do Maranhão/MA,2105658
1253,Junqueirópolis/SP,3526001
1254,Ladário/MS,5005202
1255,Matinha/MA,2106508
1256,Mirante/BA,2921450
1257,Mirassol d'Oeste/MT,5105622
1258,Morretes/PR,4116208
1259,Nazareno/MG,3144508
1260,Nova Londrina/PR,4117107
1261,Paraíso das Águas/MS,5006275
1262,Piedade/SP,3537800
1263,Pinheiral/RJ,3303955
1264,Populina/SP,3540408
1265,Queimadas/PB,2512507
1266,Ribeira do Piauí/PI,2208874
1267,Rosário/MA,2109601
1268,Santa Isabel do Ivaí/PR,4123709
1269,Santos Dumont/MG,3160702
1270,Selvíria/MS,5007802
1271,Serrana/SP,3551504
1272,Soledade/RS,4320800
1273,São Miguel dos Milagres/AL,2708709
1274,São Rafael/RN,2412807
1275,Taquarituba/SP,3553807
1276,Tarabai/SP,3553906
1277,Três Pontas/MG,3169406
1278,União/PI,2211100
1279,Viçosa/AL,2709400
1280,Alagoinha/PE,2600609
1281,Alcântaras/CE,2300507
1282,Altinho/PE,2600807
1283,Amaporã/PR,4100905
1284,Anajatuba/MA,2100709
1285,Apiacá/ES,3200508
1286,Araripe/CE,2301307
1287,Arceburgo/MG,3104106
1288,Arroio do Meio/RS,4301008
1289,Banabuiú/CE,2301851
1290,Barro Preto/BA,2903300
1291,Caetés/PE,2603207
1292,Carazinho/RS,4304705
1293,Carlos Chagas/MG,3113701
1294,Cruzeiro do Sul/PR,4106704
1295,Custódia/PE,2605103
1296,Estância/SE,2802106
1297,Floriano/PI,2203909
1298,Hidrolândia/CE,2305209
1299,Ibateguara/AL,2703007
1300,Ibicuitinga/CE,2305332
1301,Ielmo Marinho/RN,2404606
1302,Iepê/SP,3519907
1303,Igarapé-Açu/PA,1503200
1304,Inhumas/GO,5210000
1305,Itaobim/MG,3133303
1306,Japurá/PR,4112405
1307,Jardim/CE,2307106
1308,Jatobá/PE,2608057
1309,Jupi/PE,2608305
1310,Lagoa Santa/MG,3137601
1311,Lagoa do Barro do Piauí/PI,2205565
1312,Lajes Pintadas/RN,2406809
1313,Milagres/CE,2308302
1314,Murici/AL,2705507
1315,Não-Me-Toque/RS,4312658
1316,Palma Sola/SC,4212007
1317,Paranacity/PR,4118105
1318,Pedra/PE,2610806
1319,Pedro II/PI,2207900
1320,Pereiro/CE,2310803
1321,Piraju/SP,3538808
1322,Piúma/ES,3204203
1323,Planaltina do Paraná/PR,4119707
1324,Potiretama/CE,2311231
1325,Poção/PE,2611200
1326,Ribeira do Pombal/BA,2926608
1327,Salvaterra/PA,1506302
1328,Santa Terezinha de Itaipu/PR,4124053
1329,Senador Guiomard/AC,1200450
1330,Sirinhaém/PE,2614204
1331,Sobrália/MG,3167707
1332,Tamboara/PR,4126702
1333,Taquaritinga/SP,3553708
1334,Tupanatinga/PE,2615805
1335,Uruoca/CE,2313906
1336,Varzelândia/MG,3170909
1337,Vespasiano/MG,3171204
1338,Viçosa do Ceará/CE,2314102
1339,Viçosa/MG,3171303
1340,Xaxim/SC,4219705
1341,Augusto Corrêa/PA,1500909
1342,Balsas/MA,2101400
1343,Bataguassu/MS,5001904
1344,Betânia do Piauí/PI,2201739
1345,Colares/PA,1502608
1346,Colônia do Gurguéia/PI,2202752
1347,Curvelo/MG,3120904
1348,Elias Fausto/SP,3514908
1349,Ferreiros/PE,2605509
1350,Guzolândia/SP,3518909
1351,Ibiporã/PR,4109807
1352,Ipirá/BA,2914000
1353,Irani/SC,4207809
1354,Itabela/BA,2914653
1355,Itaberaba/BA,2914703
1356,Itamari/BA,2915700
1357,Itapetim/PE,2607703
1358,Itaueira/PI,2205102
1359,Jacarezinho/PR,4111803
1360,Jaguaretama/CE,2306702
1361,Miguel Alves/PI,2206209
1362,Miguelópolis/SP,3529708
1363,Milagres do Maranhão/MA,2106672
1364,Mirandópolis/SP,3530102
1365,Morpará/BA,2921609
1366,Mucugê/BA,2921906
1367,Mãe do Rio/PA,1504059
1368,Oriximiná/PA,1505304
1369,Ourém/PA,1505403
1370,Pentecoste/CE,2310704
1371,Pilar/AL,2706901
1372,Pinhal de São Bento/PR,4119251
1373,Planaltina/GO,5217609
1374,Porto Firme/MG,3152303
1375,Porto da Folha/SE,2805604
1376,Quintana/SP,3542008
1377,Santa Izabel do Pará/PA,1506500
1378,Santo Antônio de Pádua/RJ,3304706
1379,São José da Lapa/MG,3162955
1380,Terra Alta/PA,1507961
1381,Tuparetama/PE,2615904
1382,Vicência/PE,2616308
1383,Vila Bela da Santíssima Trindade/MT,5105507
1384,Vitorino Freire/MA,2113009
1385,Xinguara/PA,1508407
1386,Alegre/ES,3200201
1387,Alexandria/RN,2400505
1388,Arneiroz/CE,2301505
1389,Barbalha/CE,2301901
1390,Cajazeiras/PB,2503704
1391,Capela do Alto/SP,3510302
1392,Capela/AL,2701704
1393,Caroebe/RR,1400233
1394,Chavantes/SP,3557204
1395,Conde/PB,2504603
1396,Cravolândia/BA,2909505
1397,Cruz do Espírito Santo/PB,2504900
1398,Domingos Martins/ES,3201902
1399,Espírito Santo do Dourado/MG,3124401
1400,Guaçuí/ES,3202306
1401,Inajá/PE,2607000
1402,Inhangapi/PA,1503408
1403,Irupi/ES,3202652
1404,Itabaiana/PB,2506905
1405,Itambé/PE,2607653
1406,Jataúba/PE,2608008
1407,Mandaguari/PR,4114203
1408,Maribondo/AL,2704807
1409,Maripá de Minas/MG,3140209
1410,Nazaré Paulista/SP,3532405
1411,Nazária/PI,2206720
1412,Ocara/CE,2309458
1413,Pacajá/PA,1505486
1414,Paulo Afonso/BA,2924009
1415,Pimenta Bueno/RO,1100189
1416,Presidente Juscelino/MA,2109205
1417,Quatá/SP,3541703
1418,Rosário do Sul/RS,4316402
1419,Santa Maria do Pará/PA,1506609
1420,São João do Jaguaribe/CE,2312502
1421,São Lourenço da Serra/SP,3549953
1422,Tabira/PE,2614600
1423,Tailândia/PA,1507953
1424,Tracuateua/PA,1508035
1425,Victor Graeff/RS,4323200
1426,Vista Alegre do Alto/SP,3556909
1427,Água Fria/BA,2900405
1428,Acajutiba/BA,2900306
1429,Alagoa Nova/PB,2500403
1430,Apuiarés/CE,2300903
1431,Ararendá/CE,2301257
1432,Barra de São Miguel/PB,2501708
1433,Boa Vista da Aparecida/PR,4103057
1434,Cabreúva/SP,3508405
1435,Campinas do Sul/RS,4303806
1436,Campo Redondo/RN,2402105
1437,Carnaúba dos Dantas/RN,2402402
1438,Conceição de Macabu/RJ,3301405
1439,Coremas/PB,2504801
1440,Curionópolis/PA,1502772
1441,Curuçá/PA,1502905
1442,Fernando Pedroza/RN,2403756
1443,Floresta/PR,4107900
1444,Garrafão do Norte/PA,1503077
1445,Ibicaraí/BA,2912103
1446,Ipaumirim/CE,2305704
1447,Itapororoca/PB,2507101
1448,Itatira/CE,2306603
1449,Jaborandi/SP,3524204
1450,Jaciara/MT,5104807
1451,Jucati/PE,2608255
1452,Lagoa Dourada/MG,3137403
1453,Maratá/RS,4311791
1454,Nazaré da Mata/PE,2609501
1455,Nova Esperança/PR,4116901
1456,Orocó/PE,2609808
1457,Panelas/PE,2610202
1458,Pedreiras/MA,2108207
1459,Piedade dos Gerais/MG,3150406
1460,Querência do Norte/PR,4121000
1461,Quixaba/PE,2611533
1462,Redenção/PA,1506138
1463,Rio Branco/MT,5107206
1464,Rio Preto da Eva/AM,1303569
1465,Rio Real/BA,2927002
1466,Serra Negra do Norte/RN,2413409
1467,Serra Preta/BA,2930402
1468,Serra do Navio/AP,1600055
1469,São Caetano de Odivelas/PA,1507102
1470,São Francisco/MG,3161106
1471,São Geraldo da Piedade/MG,3161601
1472,São João do Araguaia/PA,1507508
1473,São João dos Patos/MA,2111102
1474,Teófilo Otoni/MG,3168606
1475,Tomar do Geru/SE,2807501
1476,Triunfo/RS,4322004
1477,Uruburetama/CE,2313807
1478,Aguaí/SP,3500303
1479,Alenquer/PA,1500404
1480,Almadina/BA,2900900
1481,Alto Santo/CE,2300705
1482,Anadia/AL,2700201
1483,Aperibé/RJ,3300159
1484,Areiópolis/SP,3503604
1485,Barra de Santo Antônio/AL,2700508
1486,Barrinha/SP,3505609
1487,Barro Alto/GO,5203203
1488,Biritiba Mirim/SP,3506607
1489,Brasília de Minas/MG,3108602
1490,Cajati/SP,3509254
1491,Camocim de São Félix/PE,2603504
1492,Campo Alegre de Lourdes/BA,2905909
1493,Carnaubal/CE,2303402
1494,Castelo do Piauí/PI,2202604
1495,Codó/MA,2103307
1496,Concórdia do Pará/PA,1502756
1497,Condado/PE,2604601
1498,Confresa/MT,5103353
1499,Ereré/CE,2304277
1500,Ernestina/RS,4307054
1501,Espírito Santo do Pinhal/SP,3515186
1502,Guarabira/PB,2506301
1503,Iracema/CE,2306009
1504,Itariri/SP,3523305
1505,Jaborá/SC,4208609
1506,João Câmara/RN,2405801
1507,Lago da Pedra/MA,2105708
1508,Licínio de Almeida/BA,2919405
1509,Limoeiro de Anadia/AL,2704203
1510,Lucélia/SP,3527405
1511,Luzilândia/PI,2205805
1512,Macuco/RJ,3302452
1513,Manaquiri/AM,1302553
1514,Miracatu/SP,3529906
1515,Monção/MA,2106904
1516,Morro da Garça/MG,3143609
1517,Nazaré do Piauí/PI,2206704
1518,Novo Gama/GO,5215231
1519,Pacoti/CE,2309805
1520,Palmital/SP,3535309
1521,Paripueira/AL,2706448
1522,Pedra Branca do Amapari/AP,1600154
1523,Pirassununga/SP,3539301
1524,Pitangueiras/SP,3539509
1525,Salesópolis/SP,3545001
1526,Santa Clara do Sul/RS,4316758
1527,Santa Rita do Passa Quatro/SP,3547502
1528,Siqueira Campos/PR,4126603
1529,Solonópole/CE,2313005
1530,São José da Vitória/BA,2929354
1531,São João de Pirabas/PA,1507474
1532,São Sebastião da Grama/SP,3550803
1533,Sítio Novo do Tocantins/TO,1720804
1534,Tamandaré/PE,2614857
1535,Três Marias/MG,3169356
1536,Tucunduva/RS,4322103
1537,Urupá/RO,1101708
1538,Vargem Bonita/SC,4219176
1539,Vassouras/RJ,3306206
1540,Xexéu/PE,2616506
1541,Água Branca/PI,2200202
1542,Agrestina/PE,2600302
1543,Alagoa Grande/PB,2500304
1544,Alto Alegre do Pindaré/MA,2100477
1545,Alvorada do Gurguéia/PI,2200459
1546,Além Paraíba/MG,3101508
1547,Anapu/PA,1500859
1548,Aurora do Pará/PA,1500958
1549,Balneário Barra do Sul/SC,4202057
1550,Barra Bonita/SP,3505302
1551,Barracão/PR,4102604
1552,Belo Oriente/MG,3106309
1553,Belo Vale/MG,3106408
1554,Boa Viagem/CE,2302404
1555,Bom Jesus/PI,2201903
1556,Borborema/SP,3507407
1557,Brejo Santo/CE,2302503
1558,Brejo do Cruz/PB,2502805
1559,Caaporã/PB,2503001
1560,Campestre da Serra/RS,4303673
1561,Campinorte/GO,5204706
1562,Campos Sales/CE,2302701
1563,Cariré/CE,2303105
1564,Cordeirópolis/SP,3512407
1565,Correntes/PE,2604700
1566,Coxixola/PB,2504850
1567,Cruz das Almas/BA,2909802
1568,Delmiro Gouveia/AL,2702405
1569,Dobrada/SP,3514007
1570,Dom Pedro/MA,2103802
1571,Engenheiro Coelho/SP,3515152
1572,Estiva/MG,3124500
1573,Estrela d'Oeste/SP,3515202
1574,Floriano Peixoto/RS,4308250
1575,Guaratuba/PR,4109609
1576,Guaíra/SP,3517406
1577,Ibimirim/PE,2606606
1578,Ilha Grande/PI,2204659
1579,Ipiaçu/MG,3131406
1580,Itaporanga/PB,2507002
1581,Itaubal/AP,1600253
1582,Itirapina/SP,3523602
1583,Jarinu/SP,3525201
1584,José de Freitas/PI,2205508
1585,Juquiá/SP,3526100
1586,Jurema/PE,2608404
1587,Lavrinhas/SP,3526605
1588,Mandaguaçu/PR,4114104
1589,Manoel Emídio/PI,2205904
1590,Maragogi/AL,2704500
1591,Maragogipe/BA,2920601
1592,Marechal Floriano/ES,3203346
1593,Martinópolis/SP,3529203
1594,Mineiros/GO,5213103
1595,Montanhas/RN,2407708
1596,Nova Bréscia/RS,4313003
1597,Nova Olinda/CE,2309201
1598,Nova Prata/RS,4313300
1599,Nova Timboteua/PA,1505007
1600,Novo Aripuanã/AM,1303304
1601,Paragominas/PA,1505502
1602,Pedras de Fogo/PB,2511202
1603,Piaçabuçu/AL,2706802
1604,Quaraí/RS,4315305
1605,Querência/MT,5107065
1606,Quixelô/CE,2311355
1607,Salvador do Sul/RS,4316501
1608,Senhora do Porto/MG,3166105
1609,Serra Negra/SP,3551603
1610,Silves/AM,1304005
1611,Sátiro Dias/BA,2929701
1612,São Benedito/CE,2312304
1613,São Francisco do Brejão/MA,2110856
1614,São João Batista/MA,2111003
1615,São Miguel dos Campos/AL,2708600
1616,São Sebastião do Alto/RJ,3305307
1617,Tomé-Açu/PA,1508001
1618,Trindade/PE,2615607
1619,Tupaciguara/MG,3169604
1620,Umirim/CE,2313757
1621,Viseu/PA,1508308
1622,Almeirim/PA,1500503
1623,Anísio de Abreu/PI,2200707
1624,Areia/PB,2501104
1625,Arvorezinha/RS,4301404
1626,Arês/RN,2401206
1627,Betânia/PE,2601805
1628,Bicas/MG,3106903
1629,Bom Jesus dos Perdões/SP,3507100
1630,Boqueirão/PB,2502508
1631,Borebi/SP,3507456
1632,Cabrobó/PE,2603009
1633,Caldeirão Grande/BA,2905503
1634,Canto do Buriti/PI,2202307
1635,Choró/CE,2303931
1636,Couto Magalhães/TO,1706001
1637,Deputado Irapuan Pinheiro/CE,2304269
1638,Getúlio Vargas/RS,4308904
1639,Governador Edison Lobão/MA,2104552
1640,Guamaré/RN,2404507
1641,Gurinhém/PB,2506400
1642,Holambra/SP,3519055
1643,Itacaré/BA,2914901
1644,Itajobi/SP,3521903
1645,Itaquitinga/PE,2607802
1646,Jaraguá/GO,5211800
1647,Laje/BA,2918803
1648,Livramento de Nossa Senhora/BA,2919504
1649,Marco/CE,2307809
1650,Marizópolis/PB,2509156
1651,Martinho Campos/MG,3140506
1652,Monte Azul Paulista/SP,3531506
1653,Morada Nova/CE,2308708
1654,Muzambinho/MG,3144102
1655,Nilo Peçanha/BA,2922607
1656,Oeiras/PI,2207009
1657,Olho d'Água das Flores/AL,2705705
1658,Oliveira dos Brejinhos/BA,2923209
1659,Ouro Branco/RN,2408508
1660,Paraipaba/CE,2310258
1661,Pedro de Toledo/SP,3537206
1662,Peritiba/SC,4212601
1663,Pinhalzinho/SP,3538204
1664,Pirapora do Bom Jesus/SP,3539103
1665,Piripiri/PI,2208403
