,covid_cases_geocode
2131,3521804
2132,3524600
2133,2703809
2134,2918555
2135,2106326
2136,2509701
2137,2107357
2138,4117909
2139,3537156
2140,2511509
2141,2410009
2142,2511707
2143,2511905
2144,3151602
2145,3152204
2146,5107008
2147,1101476
2148,2410702
2149,2410900
2150,4315800
2151,2110005
2152,2708006
2153,1506906
2154,2111722
2155,3165800
2156,2514404
2157,2210003
2158,2111706
2159,2413805
2160,3553955
2161,3554508
2162,2313609
2163,1101757
2164,2211308
2165,3556404
2166,2933158
2167,1700301
2168,1100015
2169,4200754
2170,4100806
2171,2200509
2172,1701002
2173,2800407
2174,1300508
2175,4302006
2176,1501451
2177,4202206
2178,2602605
2179,1501782
2180,2102358
2181,1100031
2182,1501956
2183,1100700
2184,2801009
2185,4304614
2186,3301207
2187,2202729
2188,2202778
2189,2702207
2190,2103604
2191,2802007
2192,1502954
2193,1200302
2194,1600238
2195,2911600
2196,2912707
2197,2105153
2198,3130101
2199,2703700
2200,2703759
2201,2608206
2202,2205524
2203,4113502
2204,2407500
2205,2206506
2206,2922656
2207,4211405
2208,3534609
2209,3145901
2210,2923902
2211,2108306
2212,2511301
2213,2108504
2214,2108801
2215,4213104
2216,2925956
2217,3153905
2218,4214904
2219,1506161
2220,2806305
2221,1506559
2222,2928703
2223,2929750
2224,2515609
2225,2110500
2226,2110906
2227,2209807
2228,2929305
2229,1400506
2230,2210383
2231,3550506
2232,2412906
2233,2111805
2234,1200609
2235,2709152
2236,1507979
2237,1508159
2238,2600500
2239,3153509
2240,2100808
2241,2601102
2242,2301703
2243,2201705
2244,1300680
2245,3109006
2246,2602704
2247,2102200
2248,2602803
2249,2102507
2250,3113404
2251,4204103
2252,2801603
2253,1502509
2254,4306734
2255,2204204
2256,3127008
2257,2104800
2258,3132107
2259,2105427
2260,5005103
2261,2918605
2262,3138609
2263,2803807
2264,2803906
2265,1713205
2266,1713304
2267,1101302
2268,2308807
2269,2509800
2270,2922508
2271,4211876
2272,2409506
2273,2924405
2274,4213153
2275,2410256
2276,2208502
2277,4314753
2278,2208809
2279,2926103
2280,2806206
2281,2109809
2282,1507805
2283,2211605
2284,4200408
2285,3101102
2286,2300408
2287,2500502
2288,1100379
2289,1300029
2290,4101002
2291,2301406
2292,2301604
2293,2101608
2294,2201507
2295,2201606
2296,2102903
2297,2303808
2298,2303907
2299,2202703
2300,2102606
2301,2403707
2302,2605707
2303,2104107
2304,2404408
2305,4206108
2306,3521002
2307,2105500
2308,5212204
2309,1712405
2310,1100130
2311,2206001
2312,4114906
2313,2509305
2314,2705200
2315,2308906
2316,4312807
2317,2510105
2318,3533007
2319,2309300
2320,2310308
2321,4212254
2322,1505551
2323,4212908
2324,2805208
2325,2511806
2326,4213609
2327,2926004
2328,2110039
2329,2110104
2330,1200500
2331,4318903
2332,4319000
2333,4217204
2334,2313203
2335,2313351
2336,4321436
2337,2516904
2338,2313955
2339,4323770
2340,1700251
2341,2400307
2342,4300505
2343,1400027
2344,2100550
2345,1703107
2346,3506359
2347,4202453
2348,5002308
2349,4203303
2350,4203501
2351,5204904
2352,2504033
2353,3112604
2354,4302808
2355,3117009
2356,4204707
2357,1600212
2358,3510005
2359,3301801
2360,4308078
2361,1707702
2362,1707553
2363,4308805
2364,2404200
2365,3517802
2366,4206652
2367,5004106
2368,3519501
2369,4110201
2370,4207601
2371,1400282
2372,3134301
2373,3135803
2374,2105609
2375,2105948
2376,2406700
2377,2106201
2378,2919926
2379,1504109
2380,3139250
2381,2509339
2382,1504455
2383,2107001
2384,4312427
2385,3532702
2386,1400407
2387,2804706
2388,1715101
2389,1713809
2390,2408706
2391,3149002
2392,2409803
2393,2108405
2394,2511608
2395,4314548
2396,1505809
2397,3152402
2398,4315131
2399,1600550
2400,2109270
2401,2512705
2402,2805802
2403,4215109
2404,5107701
2405,3546306
2406,3157906
2407,4317251
2408,4124509
2409,4320503
2410,3551801
2411,5107925
2412,3552304
2413,1507151
2414,5107404
2415,2515104
2416,2929503
2417,3165305
2418,4320453
2419,4218608
2420,4321832
2421,4321907
2422,3555604
2423,1508126
2424,4323358
2425,1700350
2426,1100346
2427,4300802
2428,3506300
2429,2102036
2430,4302352
2431,3507753
2432,2701506
2433,4203808
2434,3114501
2435,3511409
2436,2504504
2437,3513603
2438,1706506
2439,3122009
2440,3514106
2441,3514601
2442,1708205
2443,3517505
2444,3519105
2445,3521606
2446,3523008
2447,3522901
2448,3523800
2449,2917508
2450,3524907
2451,2918308
2452,2507705
2453,3528858
2454,4114807
2455,2509206
2456,2804102
2457,1101401
2458,3532504
2459,1100148
2460,1715002
2461,3536307
2462,2108256
2463,3537404
2464,2108702
2465,3539202
2466,3152105
2467,2109056
2468,2805406
2469,3542503
2470,2209302
2471,2513406
2472,3158409
2473,3547700
2474,3551207
2475,2413102
2476,2708303
2477,3162708
2478,2111532
2479,3552700
2480,3553609
2481,3554656
2482,3554706
2483,4218509
2484,2931905
2485,2112407
2486,2414605
2487,4128401
2488,3555901
2489,3172202
2490,4219507
2491,1500131
2492,5200308
2493,3101904
2494,3102100
2495,1700707
2496,3501806
2497,5201306
2498,2100956
2499,2201150
2500,3504909
2501,2302008
2502,2501401
2503,3106002
2504,2601508
2505,2903805
2506,2502706
2507,3108909
2508,5203807
2509,2701357
2510,3509957
2511,3113206
2512,2303659
2513,5205208
2514,2702009
2515,2202737
2516,5205802
2517,3120102
2518,5206206
2519,1706100
2520,2505204
2521,5205703
2522,5207402
2523,3123601
2524,4307831
2525,2104081
2526,1707652
2527,3516804
2528,3518503
2529,3130507
2530,2703304
2531,5210208
2532,3521309
2533,3133758
2534,5005004
2535,2307254
2536,2507903
2537,3137809
2538,4113908
2539,3139805
2540,2609204
2541,1712801
2542,5213087
2543,3531407
2544,5106182
2545,2923001
2546,1505064
2547,2107605
2548,2310407
2549,4314159
2550,3149804
2551,5217104
2552,2512002
2553,3540507
2554,2109304
2555,2805901
2556,2512754
2557,2109502
2558,3546256
2559,2612455
2560,4217550
2561,2930600
2562,2515971
2563,3161403
2564,2210102
2565,2210375
2566,3550001
2567,2515005
2568,3167905
2569,3553500
2570,1101609
2571,3169208
2572,2112456
2573,3555703
2574,2100154
2575,3100104
2576,4100103
2577,5200605
2578,4300646
2579,1300144
2580,2100907
2581,3104601
2582,1702703
2583,3504404
2584,2501500
2585,2101509
2586,5002100
2587,2101731
2588,2101970
2589,5002209
2590,2503753
2591,2401305
2592,3111903
2593,2701605
2594,2102754
2595,1200179
2596,3301157
2597,3114006
2598,4304952
2599,2103158
2600,3116605
2601,2202711
2602,4204400
2603,5205901
2604,5103379
2605,4305975
2606,1502855
2607,3121803
2608,3513900
2609,4306759
2610,4307559
2611,1503002
2612,2702801
2613,3516002
2614,4308508
2615,2204303
2616,3517000
2617,4309258
2618,4109500
2619,3516606
2620,4310363
2621,2204808
2622,1503754
2623,2513653
2624,4311304
2625,3137700
2626,3526506
2627,2407203
2628,4311700
2629,3139607
2630,5212808
2631,2106375
2632,3140852
2633,3529609
2634,3303104
2635,4312708
2636,3534906
2637,4313607
2638,5215900
2639,2408805
2640,4314027
2641,3150901
2642,4314704
2643,5106703
2644,1718451
2645,4121406
2646,2208700
2647,5007109
2648,3155405
2649,3157203
2650,1506708
2651,2312106
2652,2411403
2653,2928307
2654,3548104
2655,2110302
2656,2111748
2657,2413201
2658,3551405
2659,2515930
2660,1507904
2661,2110609
2662,4216008
2663,2110708
2664,1101484
2665,4125407
2666,2209872
2667,2708501
2668,2111573
2669,2413003
2670,3553005
2671,3553856
2672,2516706
2673,3554300
2674,2112100
2675,3555505
2676,5108352
2677,4322558
2678,3170578
2679,3556800
2680,1508357
2681,4300059
2682,3500550
2683,3501400
2684,4100301
2685,3501103
2686,4302303
2687,1200104
2688,2102309
2689,2701209
2690,3110301
2691,2603603
2692,3112307
2693,2801504
2694,4105904
2695,2702355
2696,4306502
2697,1707306
2698,3125952
2699,2802403
2700,4108502
2701,1709005
2702,2802601
2703,3517208
2704,1503101
2705,3520608
2706,3520806
2707,3521150
2708,3131901
2709,3132701
2710,2916609
2711,2607505
2712,1503705
2713,2105989
2714,2704401
2715,4312054
2716,3141405
2717,3142809
2718,2206670
2719,3532801
2720,3532827
2721,3532900
2722,3145059
2723,2706000
2724,2108108
2725,3537107
2726,2707008
2727,4119954
2728,1717909
2729,2925402
2730,2805505
2731,2707206
2732,3541208
2733,2707602
2734,3154101
2735,3154507
2736,2109551
2737,2806404
2738,5107800
2739,2928802
2740,1720655
2741,2210805
2742,1720101
2743,5007695
2744,3162559
2745,2932457
2746,3556305
2747,1722107
2748,5100201
2749,5100102
2750,3101631
2751,5000609
2752,2901007
2753,2800100
2754,2901502
2755,2501302
2756,3505104
2757,2501575
2758,2903276
2759,1501725
2760,1703800
2761,4302709
2762,4103404
2763,2701308
2764,4104055
2765,2906857
2766,2103109
2767,2103257
2768,3117900
2769,2910107
2770,3124609
2771,2506251
2772,4110102
2773,2506806
2774,2916500
2775,4310603
2776,2703601
2777,2803302
2778,4210001
2779,2920403
2780,2205953
2781,1712504
2782,2509396
2783,2106706
2784,2804607
2785,3146305
2786,2107704
2787,2706505
2788,2805109
2789,2310951
2790,3539905
2791,2311207
2792,4213807
2793,2925600
2794,2925758
2795,2512408
2796,4214607
2797,3159308
2798,2516102
2799,2612901
2800,1507409
2801,2514453
2802,3162302
2803,4319711
2804,2516409
2805,4323309
2806,2112852
2807,4200101
2808,2400901
2809,5201702
2810,2601300
2811,2602001
2812,3110202
2813,5204805
2814,2603702
2815,4304697
2816,3115003
2817,3511201
2818,3115508
2819,4105102
2820,5205521
2821,4305702
2822,2505238
2823,2203404
2824,2505808
2825,4307450
2826,1503044
2827,4308300
2828,2104206
2829,2104404
2830,2104503
2831,4309704
2832,4310009
2833,2703106
2834,2914505
2835,2404903
2836,1302108
2837,2507606
2838,2406106
2839,2508208
2840,3302304
2841,2508802
2842,2704609
2843,4210506
2844,2509909
2845,4312906
2846,5215603
2847,2310001
2848,5215702
2849,2310100
2850,1716505
2851,5218003
2852,4314803
2853,1718303
2854,4315156
2855,3156908
2856,2612307
2857,2513802
2858,5219738
2859,3160009
2860,3552007
2861,4318002
2862,2806800
2863,5108006
2864,4127908
2865,2211506
2866,2400604
2867,2200301
2868,3501152
2869,2101301
2870,2501906
2871,1100601
2872,2905404
2873,2401859
2874,3110905
2875,3111002
2876,3118007
2877,4106506
2878,2505105
2879,3515129
2880,2910404
2881,2910503
2882,3515608
2883,4107751
2884,3516903
2885,2104305
2886,2404309
2887,3517604
2888,3128105
2889,3519006
2890,2507200
2891,4208708
2892,2405702
2893,2918704
2894,2406502
2895,3138005
2896,3527603
2897,1200351
2898,2509404
2899,1504752
2900,4312351
2901,5106109
2902,1100338
2903,3145000
2904,1100254
2905,2925931
2906,4315503
2907,3154457
2908,3155801
2909,2927101
2910,2411007
2911,1200427
2912,4124020
2913,3548302
2914,1507755
2915,2930105
2916,2410306
2917,2614006
2918,1100320
2919,2111607
2920,3552601
2921,2615102
2922,4127601
2923,1508050
2924,2414506
2925,2616183
2926,5008404
2927,4128500
2928,3501004
2929,1702307
2930,2501203
2931,4301909
2932,5203401
2933,2904100
2934,3507902
2935,2102556
2936,3112000
2937,3114303
2938,3510807
2939,1703909
2940,5204300
2941,2103125
2942,3116209
2943,3120508
2944,3120805
2945,5207253
2946,3514924
2947,3123700
2948,3124807
2949,2104099
2950,2104602
2951,1710706
2952,5211206
2953,5211602
2954,3134905
2955,2703908
2956,3137007
2957,2205581
2958,2407401
2959,2206100
2960,4211009
2961,4211256
2962,2921708
2963,5105903
2964,2510204
2965,3147204
2966,2610301
2967,2408607
2968,3148707
2969,2511400
2970,3150604
2971,3150802
2972,1200393
2973,3540804
2974,5218508
2975,2512606
2976,4121505
2977,2208908
2978,3543253
2979,3543238
2980,3156304
2981,2927200
2982,3157104
2983,4124103
2984,2515906
2985,3551900
2986,2210904
2987,2516003
2988,5107859
2989,3162922
2990,4125704
2991,5007950
2992,3553302
2993,2414159
2994,3554805
2995,3170750
2996,4322707
2997,2505501
2998,3170800
2999,5100508
3000,2100501
3001,2901205
3002,4200804
3003,3102605
3004,3102803
3005,2400802
3006,1701309
3007,2902054
3008,2101350
3009,2101939
3010,3107307
3011,3300902
3012,5102678
3013,2604155
3014,3511508
3015,5205471
3016,4105607
3017,2908200
3018,2504405
3019,4204350
3020,2505279
3021,3121100
3022,4205175
3023,1707405
3024,2104073
3025,3517307
3026,1301654
3027,3517901
3028,3130903
3029,3521705
3030,4110953
3031,3522703
3032,2507309
3033,5212105
3034,5105200
3035,4113106
3036,4114005
3037,3142106
3038,3143401
3039,2705408
3040,2922003
3041,2922102
3042,2922300
3043,2510402
3044,1715507
3045,3145604
3046,2309904
3047,3147600
3048,2207793
3049,3151008
3050,3151305
3051,1718402
3052,2925808
3053,3544301
3054,1506195
3055,2513109
3056,2109759
3057,2413607
3058,2210656
3059,2930774
3060,2928901
3061,2708402
3062,3549300
3063,5220405
3064,2931509
3065,2414209
3066,3556008
3067,4219150
3068,2933257
3069,3172004
3070,2933059
3071,2900207
3072,2500734
3073,4101101
3074,2500908
3075,3103405
3076,2902658
3077,4301701
3078,2201556
3079,2601607
3080,4302659
3081,3508009
3082,2904852
3083,3109709
3084,4303301
3085,5002605
3086,4303558
3087,4103602
3088,3509452
3089,2202133
3090,3113602
3091,2701803
3092,4304903
3093,3115904
3094,2908309
3095,3117702
3096,4306007
3097,2909703
3098,3119906
3099,3121605
3100,4306973
3101,4309100
3102,2104701
3103,3518008
3104,4309654
3105,2911907
3106,2913002
3107,2913457
3108,2913705
3109,2913804
3110,4110706
3111,4112009
3112,2105476
3113,2105906
3114,2608750
3115,2205607
3116,4311502
3117,4210035
3118,3528304
3119,3139201
3120,4114401
3121,4312203
3122,3529500
3123,2921203
3124,2921401
3125,3142205
3126,3532108
3127,2107209
3128,2922755
3129,5106232
3130,5106240
3131,5106257
3132,3533601
3133,3145877
3134,3534757
3135,1505494
3136,3535408
3137,5006358
3138,3147402
3139,4118600
3140,3148905
3141,2924306
3142,3539004
3143,3151404
3144,4119103
3145,3539608
3146,2925253
3147,2707404
3148,2108900
3149,2925709
3150,2109403
3151,4316105
3152,5107578
3153,1100296
3154,5107768
3155,2110278
3156,3159902
3157,2929800
3158,2930204
3159,3548609
3160,3161007
3161,4318408
3162,4318465
3163,2111250
3164,2209856
3165,3162575
3166,4124806
3167,4319752
3168,2515401
3169,2709004
3170,1304260
3171,5108600
3172,3500907
3173,5100300
3174,3502408
3175,5201454
3176,1702000
3177,1703008
3178,2502151
3179,3507308
3180,2503506
3181,2603306
3182,3111101
3183,2102804
3184,3115359
3185,2504355
3186,2203354
3187,2702504
3188,3514304
3189,3124906
3190,2702603
3191,2802205
3192,5003801
3193,2802502
3194,5004007
3195,3128006
3196,3128501
3197,3130200
3198,3130606
3199,2105351
3200,3132305
3201,3522158
3202,2703502
3203,3135704
3204,2105963
3205,2205599
3206,4113304
3207,2508406
3208,2508554
3209,2704906
3210,4116059
3211,2804201
3212,2921500
3213,3531704
3214,2804458
3215,2510709
3216,2707107
3217,3152907
3218,3304409
3219,2707800
3220,3544707
3221,2612109
3222,1718865
3223,4126504
3224,2110658
3225,3161205
3226,2806909
3227,3162005
3228,2514305
3229,3164803
3230,1720499
3231,4218350
3232,3556107
3233,2414704
3234,5100409
3235,4201802
3236,3105905
3237,3109808
3238,2504306
3239,5003454
3240,3513702
3241,5003504
3242,2404101
3243,4309407
3244,5104104
3245,2105203
3246,4207684
3247,2105807
3248,3139904
3249,3140704
3250,2106631
3251,3531001
3252,2107258
3253,2610103
3254,2409704
3255,1718550
3256,2807204
3257,2111078
3258,2111631
3259,4200309
3260,4300307
3261,3102209
3262,1701051
3263,2201101
3264,2502003
3265,1501758
3266,2800704
3267,2102150
3268,1703826
3269,2401909
3270,2503803
3271,4203600
3272,2907004
3273,2905107
3274,3511607
3275,3300951
3276,4106571
3277,3121209
3278,2203453
3279,2403509
3280,2403806
3281,2404002
3282,5209952
3283,2803104
3284,3132602
3285,5004502
3286,2917003
3287,2405207
3288,2405504
3289,2307205
3290,2406205
3291,2922409
3292,3144359
3293,4116703
3294,2207959
3295,2207108
3296,3146107
3297,3535101
3298,2207751
3299,2510907
3300,2310605
3301,4212700
3302,2310902
3303,2924801
3304,1505635
3305,5106778
3306,2706406
3307,4214201
3308,2611705
3309,2408953
3310,2109700
3311,3545605
3312,5219407
3313,4126272
3314,2514206
3315,2514909
3316,3554201
3317,2932606
3318,3306156
3319,2100105
3320,2500205
3321,3500808
3322,5100359
3323,2901155
3324,3100500
3325,2201572
3326,5002159
3327,3504800
3328,2202059
3329,2503308
3330,2905206
3331,1703842
3332,5102686
3333,4104501
3334,2202406
3335,3510401
3336,3116308
3337,2908101
3338,1716703
3339,2908705
3340,2203206
3341,3124005
3342,4107736
3343,2204600
3344,2506608
3345,4207403
3346,3521101
3347,2404804
3348,2915353
3349,5210802
3350,3132909
3351,3523701
3352,2205201
3353,5105002
3354,2507408
3355,2205516
3356,2508000
3357,5212303
3358,3528601
3359,2509503
3360,2206803
3361,4211454
3362,2705804
3363,3145455
3364,3535002
3365,2923704
3366,2107803
3367,2409308
3368,2207801
3369,3538501
3370,2805307
3371,5218102
3372,4121703
3373,2926301
3374,3544202
3375,3544251
3376,3544905
3377,3544806
3378,4122909
3379,5107875
3380,2708956
3381,2411809
3382,1101492
3383,3161908
3384,3162948
3385,2514800
3386,2807006
3387,1720309
3388,2313252
3389,2112001
3390,1721109
3391,1101807
3392,2500775
3393,5201603
3394,3503703
3395,2301802
3396,3505005
3397,4302055
3398,3506706
3399,4302154
3400,5101852
3401,4302378
3402,4103354
3403,2202026
3404,4103453
3405,2801108
3406,4104659
3407,1706258
3408,2403004
3409,1502764
3410,4107124
3411,3122108
3412,2403202
3413,2506103
3414,2702702
3415,3126901
3416,4308706
3417,2702900
3418,2506509
3419,2917805
3420,3135308
3421,2105450
3422,2205409
3423,3136009
3424,4311205
3425,2508109
3426,1712009
3427,2919157
3428,4113734
3429,2509008
3430,4311775
3431,3171501
3432,3140902
3433,2509370
3434,4312153
3435,4312302
3436,4312443
3437,2804409
3438,4313201
3439,4313375
3440,5106265
3441,4313466
3442,2207207
3443,3536109
3444,2207603
3445,2207934
3446,1716653
3447,4119608
3448,3540309
3449,4315057
3450,3541653
3451,3154002
3452,5218706
3453,5107180
3454,3155702
3455,4315552
3456,4316451
3457,2612471
3458,2209104
3459,2209401
3460,3548401
3461,4320206
3462,1101500
3463,3166907
3464,3167103
3465,2516300
3466,2411601
3467,2411700
3468,5107297
3469,5107354
3470,4216305
3471,2514107
3472,3164472
3473,3553203
3474,4126678
3475,3554904
3476,3170008
3477,2517209
3478,4323457
3479,2933505
3480,3101003
3481,5200050
3482,4128625
3483,2901908
3484,2901957
3485,3103603
3486,2501609
3487,3505807
3488,4102802
3489,2202455
3490,4104600
3491,5103205
3492,4306130
3493,2801900
3494,1707108
3495,5103601
3496,4107256
3497,4107306
3498,4307203
3499,3515657
3500,4108650
3501,3127602
3502,4309159
3503,3129301
3504,2802700
3505,5210406
3506,2915908
3507,4310850
3508,2917409
3509,4311122
3510,4113601
3511,3528106
3512,2920106
3513,2705002
3514,4115606
3515,5105606
3516,5213004
3517,4211108
3518,1714302
3519,3144607
3520,5214705
3521,4313490
3522,2923100
3523,3534005
3524,3535200
3525,1715754
3526,2610400
3527,4314050
3528,2805000
3529,5106372
3530,1716604
3531,4120655
3532,4315404
3533,2806503
3534,3547650
3535,4317558
3536,4126207
3537,4318424
3538,4319703
3539,2930907
3540,2516607
3541,2807303
3542,4322202
3543,2932101
3544,4322905
3545,2414902
3546,2517100
3547,3557154
3548,2500106
3549,5200902
3550,1702158
3551,5202155
3552,2501005
3553,5202601
3554,2903003
3555,1703073
3556,2700805
3557,2101806
3558,2201804
3559,3108206
3560,5203559
3561,2503100
3562,2503555
3563,2202174
3564,4304002
3565,3112109
3566,3510708
3567,2504108
3568,1100056
3569,4106308
3570,3119104
3571,2505402
3572,2505709
3573,2605152
3574,2505907
3575,3123809
3576,4308409
3577,3516853
3578,3129202
3579,2606507
3580,3129509
3581,2915007
3582,3522802
3583,4208450
3584,5105150
3585,5105309
3586,1712454
3587,4114708
3588,2705309
3589,2508703
3590,2408409
3591,3534104
3592,2706109
3593,2510600
3594,4212056
3595,3536000
3596,2108009
3597,5217203
3598,3540259
3599,3153004
3600,3154309
3601,2926400
3602,2512788
3603,3154705
3604,3154804
3605,5007208
3606,3155306
3607,1718758
3608,2311900
3609,2513158
3610,1506583
3611,1718907
3612,1719004
3613,2708105
3614,2413508
3615,3167509
3616,2513927
3617,4216701
3618,2514008
3619,2111052
3620,2412104
3621,3164431
3622,3550902
3623,2614709
3624,4126801
3625,5108055
3626,2313708
3627,5221700
3628,2933174
3629,2616100
3630,2933604
3631,1700400
3632,1701101
3633,1701903
3634,1702406
3635,2201309
3636,1703206
3637,3506904
3638,1703305
3639,1703602
3640,1703701
3641,3109253
3642,5002407
3643,2202075
3644,2202091
3645,4203907
3646,1703883
3647,1703891
3648,1704105
3649,3116001
3650,1705102
3651,1704600
3652,1705557
3653,1705607
3654,4204509
3655,2203107
3656,2906709
3657,2505352
3658,4107108
3659,4205001
3660,1707207
3661,3514205
3662,2203420
3663,2910602
3664,2702553
3665,3515350
3666,4108007
3667,3126505
3668,1708304
3669,5208400
3670,2104628
3671,3519204
3672,2912806
3673,2703205
3674,1710508
3675,2916005
3676,1710904
3677,1711100
3678,2917359
3679,2703403
3680,4112207
3681,1711506
3682,4112751
3683,5105101
3684,1711803
3685,4209177
3686,1711902
3687,1711951
3688,2918902
3689,2919108
3690,1712157
3691,5105580
3692,4210555
3693,2920908
3694,1712702
3695,3140605
3696,2106607
3697,1101203
3698,4211058
3699,1713700
3700,1713601
3701,2614303
3702,1713957
3703,1714203
3704,3144656
3705,5006002
3706,1715150
3707,1715259
3708,5215256
3709,2206951
3710,2705903
3711,1715705
3712,1716208
3713,3148202
3714,1716307
3715,1717008
3716,1717206
3717,1717503
3718,1717800
3719,1718006
3720,1718501
3721,2926509
3722,3542909
3723,3155504
3724,1718709
3725,4122602
3726,2513000
3727,1718840
3728,1718881
3729,1718899
3730,3159704
3731,1720002
3732,2929602
3733,1720853
3734,2708204
3735,2513984
3736,4216503
3737,4216404
3738,1720259
3739,1720903
3740,1720937
3741,1720978
3742,3168101
3743,5007976
3744,4321402
3745,5221197
3746,3169000
3747,2709202
3748,1721307
3749,4322525
3750,2903607
3751,5203609
3752,3108800
3753,4304408
3754,2907905
3755,4106001
3756,3118700
3757,1100080
3758,4106605
3759,3123205
3760,2911402
3761,4109005
3762,2205003
3763,2405108
3764,2918209
3765,2105922
3766,3138104
3767,2106102
3768,2205854
3769,2106359
3770,3144672
3771,2922730
3772,2107308
3773,2107902
3774,5006903
3775,3152808
3776,4215075
3777,2927606
3778,3547601
3779,3159803
3780,2513604
3781,2111904
3782,2111953
3783,2209658
3784,2110807
3785,2111672
3786,2614808
3787,3555802
3788,2901700
3789,2501351
3790,2201408
3791,2903953
3792,5204250
3793,3112703
3794,3126000
3795,4108320
3796,2204402
3797,5209150
3798,3521507
3799,4111209
3800,5004700
3801,4209458
3802,2406908
3803,2920809
3804,2407609
3805,3142007
3806,3532058
3807,4117305
3808,1101468
3809,2410405
3810,4120903
3811,4215406
3812,4123204
3813,5220504
3814,2930808
3815,5220009
3816,5108501
3817,4200200
3818,4200705
3819,5000708
3820,3103751
3821,2501153
3822,1501006
3823,2902500
3824,2201960
3825,2602506
3826,5204003
3827,3111804
3828,3112505
3829,2906899
3830,3113503
3831,5205513
3832,3117504
3833,3118403
3834,2909604
3835,4204806
3836,2203271
3837,2204501
3838,4110052
3839,3131208
3840,5210901
3841,4113452
3842,4209904
3843,2919702
3844,5005400
3845,2206357
3846,3530201
3847,4116109
3848,5106190
3849,3147808
3850,2924652
3851,3540002
3852,4121307
3853,2926202
3854,4122156
3855,2927903
3856,2411429
3857,3165602
3858,3166956
3859,3161502
3860,4318606
3861,4125605
3862,3165008
3863,4126108
3864,3168051
3865,2931707
3866,2211357
3867,5000203
3868,4200556
3869,4101150
3870,2500536
3871,2601003
3872,2502102
3873,4203105
3874,2202117
3875,2701902
3876,4106456
3877,2909208
3878,3120151
3879,5103452
3880,3122355
3881,3122504
3882,3301603
3883,2910750
3884,3127800
3885,5104203
3886,4110003
3887,3130804
3888,4111001
3889,3134004
3890,3135209
3891,3136405
3892,3141702
3893,5214002
3894,4313060
3895,1101435
3896,3533254
3897,2510501
3898,4313904
3899,2512721
3900,3537503
3901,3155207
3902,2926806
3903,2927309
3904,2612802
3905,3547205
3906,3158607
3907,2209351
3908,3549508
3909,4319109
3910,4319604
3911,4127809
3912,4218905
3913,4219101
3914,2200251
3915,2902302
3916,4201703
3917,4301636
3918,2700904
3919,3107000
3920,4303202
3921,2202109
3922,3112406
3923,2202539
3924,3119609
3925,5206503
3926,2203255
3927,2907806
3928,3120003
3929,3121258
3930,4204905
3931,4306932
3932,4308052
3933,3515905
3934,3518107
3935,4310108
3936,2913507
3937,3520707
3938,1301803
3939,4110656
3940,2204907
3941,2607406
3942,4310652
3943,3135001
3944,4209151
3945,2918357
3946,3137106
3947,3137502
3948,4209508
3949,2508505
3950,2920007
3951,2509057
3952,3142700
3953,4312476
3954,5214101
3955,5106299
3956,2409209
3957,3536604
3958,4213005
3959,2924678
3960,3152006
3961,5106828
3962,4214003
3963,4316733
3964,2209203
3965,2513356
3966,4123824
3967,4320305
3968,3167400
3969,2210706
3970,2929008
3971,4318507
3972,2210409
3973,2515203
3974,3168507
3975,4321626
3976,4322541
3977,2414803
3978,4323705
3979,5200100
3980,4200051
3981,4300109
3982,4100459
3983,5101308
3984,3104908
3985,2501534
3986,3105400
3987,2904753
3988,2503407
3989,2905008
3990,5204409
3991,3509809
3992,2906824
3993,4304689
3994,3114402
3995,2907202
3996,5103304
3997,3117801
3998,3512605
3999,2505006
4000,3121308
4001,4205159
4002,4307401
4003,5207808
4004,4108452
4005,5208152
4006,3127503
4007,4310405
4008,5104542
4009,2916708
4010,5004601
4011,5211404
4012,2406155
4013,3527900
4014,3528908
4015,5213509
4016,2922201
4017,5106315
4018,2923050
4019,4211751
4020,2923357
4021,3146909
4022,3535507
4023,2706422
4024,2923803
4025,2924207
4026,5218300
4027,2925105
4028,4120408
4029,5218904
4030,2928406
4031,5219704
4032,4317301
4033,3158508
4034,5107263
4035,2412302
4036,2929370
4037,3162609
4038,5220207
4039,2414001
4040,2931004
4041,2931103
4042,4127403
4043,4321808
4044,5221502
4045,2932002
4046,2414753
4047,3171402
4048,3501202
4049,2900801
4050,2300606
4051,4101200
4052,5001102
4053,4301305
4054,5101704
4055,3107802
4056,2502409
4057,2602407
4058,3109204
4059,3508207
4060,2906600
4061,4104428
4062,2907608
4063,3116704
4064,5103254
4065,4106100
4066,5003256
4067,3123528
4068,4309001
4069,4206405
4070,2912400
4071,4112504
4072,2205573
4073,4114351
4074,2920452
4075,4115101
4076,2921302
4077,3142304
4078,5108907
4079,2510303
4080,3145406
4081,4212270
4082,2924108
4083,2924504
4084,2924603
4085,3150703
4086,4119806
4087,4121752
4088,4122800
4089,2612554
4090,4215679
4091,3158300
4092,3160306
4093,4318200
4094,3163003
4095,2209971
4096,4216255
4097,4125100
4098,4319356
4099,4319802
4100,3100708
4101,3102050
4102,2901601
4103,5101258
4104,5204102
4105,3113107
4106,3114600
4107,4105003
4108,3115409
4109,4204756
4110,4205100
4111,4306957
4112,2403400
4113,2910859
4114,2403905
4115,4110409
4116,2607109
4117,2917201
4118,2405603
4119,2919801
4120,2922052
4121,4313953
4122,3535705
4123,3150000
4124,3150570
4125,3151909
4126,2927804
4127,2515708
4128,3163300
