,covid_cases_geocode
491,2305654
492,4207858
493,3131703
494,3524303
495,2507804
496,4210100
497,2704708
498,3529005
499,4211207
500,3303203
501,5215009
502,1505031
503,4211900
504,2610707
505,3304102
506,3541604
507,2411502
508,4126256
509,5220454
510,2515500
511,1507458
512,2111201
513,5220108
514,3306008
515,2932804
516,2900355
517,5100250
518,3507506
519,2904902
520,5102637
521,3113909
522,3511300
523,4105409
524,1707009
525,2911204
526,4109302
527,3518206
528,2305233
529,4109757
530,2802908
531,2916401
532,3522604
533,4208401
534,3525706
535,3144300
536,3303401
537,5106224
538,1600501
539,3534302
540,4117602
541,3303708
542,3536208
543,3148004
544,4212403
545,4119301
546,4122404
547,3546009
548,2930709
549,4217709
550,3550100
551,2112209
552,2932705
553,3170701
554,2301109
555,2401107
556,4301057
557,4102307
558,2303303
559,5002951
560,4307708
561,2912905
562,2305506
563,2305902
564,1301852
565,3302205
566,3522307
567,2916807
568,3135100
569,2307601
570,2309409
571,2923308
572,2309706
573,2923506
574,3147006
575,3147303
576,2310506
577,2310852
578,2924702
579,2311405
580,1100288
581,4316600
582,4316808
583,4123402
584,2928109
585,1600600
586,3165537
587,4126405
588,4216107
589,4318440
590,3305000
591,2413904
592,3305752
593,2414100
594,3554409
595,3305901
596,1100304
597,2300754
598,5101407
599,4102406
600,2902906
601,3506508
602,3507001
603,2603108
604,2102408
605,3110608
606,1502103
607,2906006
608,5102702
609,3510500
610,2303600
611,3115805
612,2304103
613,2304236
614,5102504
615,3121902
616,3126109
617,3127107
618,2305001
619,3202504
620,2913200
621,3520426
622,3135407
623,2608453
624,2307502
625,3139003
626,3141108
627,4312252
628,3530300
629,3143302
630,3146008
631,2706307
632,2610608
633,2208304
634,1200385
635,3541505
636,4120507
637,3546405
638,2312007
639,4215703
640,3165578
641,2312700
642,3548906
643,2929206
644,5107107
645,4318804
646,4320859
647,4218202
648,3169901
649,5108303
650,4219309
651,4200606
652,1400050
653,4201000
654,3503307
655,3505500
656,3506102
657,3201001
658,2602209
659,3300506
660,3108404
661,3507605
662,3300704
663,2303501
664,3301306
665,3511102
666,2604205
667,5103007
668,5003207
669,4306809
670,4309555
671,3519709
672,2606804
673,3133600
674,3523404
675,3302270
676,2609006
677,3531308
678,2609402
679,5214861
680,3203908
681,4314035
682,3537602
683,3538006
684,3151503
685,3304110
686,5107040
687,3304128
688,4121208
689,2612208
690,3545209
691,4215455
692,2109908
693,2513703
694,1507003
695,3305406
696,2807105
697,5007935
698,3552403
699,2110401
700,3550605
701,2615300
702,4322251
703,5222005
704,4128708
705,2616407
706,3101805
707,2902104
708,2601201
709,4301107
710,3504503
711,3504602
712,3505906
713,2501807
714,5203302
715,1200138
716,3113305
717,3508504
718,2103505
719,2908408
720,2910701
721,4205456
722,4309050
723,5208509
724,5209101
725,2911501
726,5209200
727,3518305
728,1709500
729,2305357
730,2105104
731,3131158
732,2915106
733,2306207
734,2916856
735,4111506
736,3524402
737,3524808
738,3525508
739,5105234
740,3526407
741,1302702
742,3530508
743,2308500
744,5213756
745,3533908
746,1100155
747,2804904
748,2610509
749,3538105
750,5217401
751,1303536
752,3541406
753,3304508
754,2930501
755,3551702
756,4215802
757,3162906
758,4125001
759,3553401
760,4217907
761,4127700
762,2112605
763,4322509
764,3171006
765,3205069
766,2600054
767,5201207
768,3503802
769,4201901
770,4212809
771,4202107
772,3505401
773,4302402
774,3108305
775,4103909
776,3301108
777,2603801
778,2604007
779,4203006
780,4305454
781,4204251
782,3514809
783,2605806
784,2606002
785,4205704
786,4206504
787,3518404
788,3133105
789,2916302
790,3522406
791,3523503
792,2917300
793,3524501
794,2608107
795,3136207
796,2608909
797,4114500
798,4210605
799,4312401
800,3140159
801,4211702
802,3303807
803,3147105
804,3303856
805,2611309
806,4215000
807,2928059
808,3158003
809,3305703
810,3549102
811,2932309
812,4219200
813,2314003
814,3502903
815,1100023
816,2602100
817,3300605
818,2102374
819,3300803
820,2905602
821,2906808
822,2102705
823,2103208
824,2304202
825,3513504
826,2305605
827,2607208
828,3132404
829,3133501
830,3302254
831,2917607
832,4115507
833,4211504
834,3534708
835,4117503
836,3303609
837,3536802
838,3151206
839,3540705
840,5218391
841,2311504
842,2926905
843,2311801
844,3545803
845,4320107
846,2312809
847,2613909
848,2613107
849,3304755
850,3204708
851,3163706
852,2312601
853,3550209
854,2313104
855,1304203
856,3555000
857,2112803
858,3500600
859,1500206
860,3501905
861,3501707
862,3502754
863,2302057
864,1501907
865,3508900
866,3110707
867,2906873
868,1301100
869,1703867
870,3117306
871,2403301
872,4306908
873,3125903
874,2304350
875,2605905
876,3129806
877,3519402
878,3131505
879,2306553
880,3134202
881,3134608
882,2919553
883,3143104
884,1400456
885,5006309
886,1716109
887,1506112
888,2611507
889,5218607
890,4215505
891,2612505
892,2411205
893,3546900
894,2614105
895,2613008
896,3160900
897,3162104
898,3204807
899,1507607
900,2615409
901,2615508
902,2112902
903,3100203
904,3200300
905,2100402
906,3108107
907,3111606
908,2402204
909,2103000
910,2402709
911,2604502
912,3124302
913,2606101
914,4310330
915,5210604
916,4208500
917,4113007
918,2406304
919,2609105
920,3140308
921,2106805
922,5005707
923,5214507
924,3145208
925,2309607
926,3149903
927,3151107
928,3304003
929,5217302
930,3204500
931,4123956
932,2110203
933,2515302
934,3305505
935,2930154
936,3304805
937,2613404
938,5221601
939,4322806
940,2114007
941,2900108
942,2400109
943,2300309
944,4300208
945,4101408
946,2601052
947,2601904
948,3509700
949,2906303
950,1502202
951,4203956
952,2202505
953,1502707
954,5003306
955,1200203
956,2403103
957,4307500
958,5208004
959,3516705
960,2606408
961,2304657
962,3520202
963,4207700
964,2916203
965,4112702
966,2608701
967,3528007
968,5216403
969,2409407
970,2208106
971,4315701
972,4214805
973,1506203
974,4317905
975,4321451
976,2313500
977,3555406
978,4322608
979,3104007
980,3300233
981,3505203
982,2301950
983,2903904
984,1501709
985,3509403
986,1502152
987,2302909
988,2603900
989,3115300
990,2604403
991,3512308
992,2402907
993,5207535
994,2911006
995,5208806
996,3127388
997,2104677
998,3128303
999,3203106
1000,3526704
1001,3527108
1002,1302405
1003,3528403
1004,3140803
1005,1600402
1006,3531100
1007,5213806
1008,3532603
1009,1504976
1010,2310209
1011,3147907
1012,3537909
1013,3540200
1014,5106752
1015,1600535
1016,3543709
1017,1506187
1018,1506351
1019,4123303
1020,3204559
1021,2928505
1022,4124004
1023,2708907
1024,4124905
1025,2500700
1026,2412559
1027,2210607
1028,3165107
1029,2516508
1030,1508084
1031,4127957
1032,2932507
1033,1600808
1034,3556503
1035,1505106
1036,3101706
1037,2200400
1038,3502101
1039,3502705
1040,2301208
1041,5201801
1042,3300225
1043,4101903
1044,2302107
1045,3106101
1046,3506409
1047,2701001
1048,3201100
1049,2201929
1050,3508108
1051,1502004
1052,2302602
1053,4304200
1054,1502301
1055,3510203
1056,3300936
1057,2303006
1058,4305306
1059,5103361
1060,3513405
1061,2910727
1062,3515509
1063,2304707
1064,3520103
1065,2914604
1066,2307403
1067,1600279
1068,3527207
1069,1504406
1070,2308005
1071,3302809
1072,3530805
1073,1504802
1074,3531803
1075,3531902
1076,3532009
1077,2309102
1078,4312674
1079,2804805
1080,2923605
1081,3536703
1082,2208007
1083,3539400
1084,3541059
1085,3304151
1086,2311264
1087,2311603
1088,2611804
1089,3543808
1090,2707701
1091,2311959
1092,4215653
1093,5219753
1094,3305604
1095,2806701
1096,2931202
1097,2313302
1098,4321469
1099,1721208
1100,2615706
1101,2933000
1102,1508209
1103,3205176
1104,2900603
1105,3500758
1106,2600906
1107,2901106
1108,3200409
1109,4201273
1110,4201505
1111,2101202
1112,2101251
1113,2401503
1114,3201159
1115,2904704
1116,1100452
1117,3509601
1118,3511003
1119,4204301
1120,2605004
1121,2909901
1122,2203305
1123,3514502
1124,2605202
1125,3515400
1126,2605400
1127,4308201
1128,4108908
1129,2204709
1130,2404705
1131,2803005
1132,2105401
1133,3133808
1134,3203130
1135,2803500
1136,3138401
1137,4209854
1138,5005608
1139,1400308
1140,3145307
1141,3204054
1142,3538600
1143,2512101
1144,2311108
1145,4213708
1146,3204302
1147,1506104
1148,2311702
1149,3204401
1150,1400472
1151,3546702
1152,4124202
1153,2413300
1154,2614501
1155,2312403
1156,3549409
1157,3553104
1158,2112233
1159,2709301
1160,2300200
1161,3503109
1162,2101707
1163,2302305
1164,2201919
1165,3110004
1166,3110509
1167,5205000
1168,5205406
1169,2303956
1170,3118304
1171,3119302
1172,2203701
1173,2204006
1174,2304954
1175,4109203
1176,3128709
1177,2305266
1178,3520442
1179,4207106
1180,3132206
1181,4208104
1182,2306504
1183,2405009
1184,3526209
1185,2608503
1186,2205706
1187,4210803
1188,3529807
1189,2106755
1190,3142908
1191,2107100
1192,5005681
1193,3143807
1194,4312609
1195,2309508
1196,3536570
1197,4212502
1198,2610905
1199,2410108
1200,3542206
1201,3542602
1202,2611903
1203,2612406
1204,3547908
1205,2513901
1206,2613602
1207,2210201
1208,1400605
1209,2412500
1210,3164704
1211,2613800
1212,2414407
1213,2112308
1214,2313559
1215,2932903
1216,2112704
1217,2616209
1218,2300150
1219,2100204
1220,4100608
1221,1100403
1222,2400703
1223,3502200
1224,2200608
1225,3502507
1226,2700300
1227,2101004
1228,3504305
1229,2401453
1230,5101803
1231,2401602
1232,2602308
1233,3509908
1234,2907301
1235,4204004
1236,2504702
1237,2908903
1238,2304004
1239,2103703
1240,4107207
1241,3124203
1242,2304905
1243,2911709
1244,4309951
1245,3520301
1246,4110078
1247,2802809
1248,5104526
1249,2803203
1250,4111902
1251,2307007
1252,2105658
1253,3526001
1254,5005202
1255,2106508
1256,2921450
1257,5105622
1258,4116208
1259,3144508
1260,4117107
1261,5006275
1262,3537800
1263,3303955
1264,3540408
1265,2512507
1266,2208874
1267,2109601
1268,4123709
1269,3160702
1270,5007802
1271,3551504
1272,4320800
1273,2708709
1274,2412807
1275,3553807
1276,3553906
1277,3169406
1278,2211100
1279,2709400
1280,2600609
1281,2300507
1282,2600807
1283,4100905
1284,2100709
1285,3200508
1286,2301307
1287,3104106
1288,4301008
1289,2301851
1290,2903300
1291,2603207
1292,4304705
1293,3113701
1294,4106704
1295,2605103
1296,2802106
1297,2203909
1298,2305209
1299,2703007
1300,2305332
1301,2404606
1302,3519907
1303,1503200
1304,5210000
1305,3133303
1306,4112405
1307,2307106
1308,2608057
1309,2608305
1310,3137601
1311,2205565
1312,2406809
1313,2308302
1314,2705507
1315,4312658
1316,4212007
1317,4118105
1318,2610806
1319,2207900
1320,2310803
1321,3538808
1322,3204203
1323,4119707
1324,2311231
1325,2611200
1326,2926608
1327,1506302
1328,4124053
1329,1200450
1330,2614204
1331,3167707
1332,4126702
1333,3553708
1334,2615805
1335,2313906
1336,3170909
1337,3171204
1338,2314102
1339,3171303
1340,4219705
1341,1500909
1342,2101400
1343,5001904
1344,2201739
1345,1502608
1346,2202752
1347,3120904
1348,3514908
1349,2605509
1350,3518909
1351,4109807
1352,2914000
1353,4207809
1354,2914653
1355,2914703
1356,2915700
1357,2607703
1358,2205102
1359,4111803
1360,2306702
1361,2206209
1362,3529708
1363,2106672
1364,3530102
1365,2921609
1366,2921906
1367,1504059
1368,1505304
1369,1505403
1370,2310704
1371,2706901
1372,4119251
1373,5217609
1374,3152303
1375,2805604
1376,3542008
1377,1506500
1378,3304706
1379,3162955
1380,1507961
1381,2615904
1382,2616308
1383,5105507
1384,2113009
1385,1508407
1386,3200201
1387,2400505
1388,2301505
1389,2301901
1390,2503704
1391,3510302
1392,2701704
1393,1400233
1394,3557204
1395,2504603
1396,2909505
1397,2504900
1398,3201902
1399,3124401
1400,3202306
1401,2607000
1402,1503408
1403,3202652
1404,2506905
1405,2607653
1406,2608008
1407,4114203
1408,2704807
1409,3140209
1410,3532405
1411,2206720
1412,2309458
1413,1505486
1414,2924009
1415,1100189
1416,2109205
1417,3541703
1418,4316402
1419,1506609
1420,2312502
1421,3549953
1422,2614600
1423,1507953
1424,1508035
1425,4323200
1426,3556909
1427,2900405
1428,2900306
1429,2500403
1430,2300903
1431,2301257
1432,2501708
1433,4103057
1434,3508405
1435,4303806
1436,2402105
1437,2402402
1438,3301405
1439,2504801
1440,1502772
1441,1502905
1442,2403756
1443,4107900
1444,1503077
1445,2912103
1446,2305704
1447,2507101
1448,2306603
1449,3524204
1450,5104807
1451,2608255
1452,3137403
1453,4311791
1454,2609501
1455,4116901
1456,2609808
1457,2610202
1458,2108207
1459,3150406
1460,4121000
1461,2611533
1462,1506138
1463,5107206
1464,1303569
1465,2927002
1466,2413409
1467,2930402
1468,1600055
1469,1507102
1470,3161106
1471,3161601
1472,1507508
1473,2111102
1474,3168606
1475,2807501
1476,4322004
1477,2313807
1478,3500303
1479,1500404
1480,2900900
1481,2300705
1482,2700201
1483,3300159
1484,3503604
1485,2700508
1486,3505609
1487,5203203
1488,3506607
1489,3108602
1490,3509254
1491,2603504
1492,2905909
1493,2303402
1494,2202604
1495,2103307
1496,1502756
1497,2604601
1498,5103353
1499,2304277
1500,4307054
1501,3515186
1502,2506301
1503,2306009
1504,3523305
1505,4208609
1506,2405801
1507,2105708
1508,2919405
1509,2704203
1510,3527405
1511,2205805
1512,3302452
1513,1302553
1514,3529906
1515,2106904
1516,3143609
1517,2206704
1518,5215231
1519,2309805
1520,3535309
1521,2706448
1522,1600154
1523,3539301
1524,3539509
1525,3545001
1526,4316758
1527,3547502
1528,4126603
1529,2313005
1530,2929354
1531,1507474
1532,3550803
1533,1720804
1534,2614857
1535,3169356
1536,4322103
1537,1101708
1538,4219176
1539,3306206
1540,2616506
1541,2200202
1542,2600302
1543,2500304
1544,2100477
1545,2200459
1546,3101508
1547,1500859
1548,1500958
1549,4202057
1550,3505302
1551,4102604
1552,3106309
1553,3106408
1554,2302404
1555,2201903
1556,3507407
1557,2302503
1558,2502805
1559,2503001
1560,4303673
1561,5204706
1562,2302701
1563,2303105
1564,3512407
1565,2604700
1566,2504850
1567,2909802
1568,2702405
1569,3514007
1570,2103802
1571,3515152
1572,3124500
1573,3515202
1574,4308250
1575,4109609
1576,3517406
1577,2606606
1578,2204659
1579,3131406
1580,2507002
1581,1600253
1582,3523602
1583,3525201
1584,2205508
1585,3526100
1586,2608404
1587,3526605
1588,4114104
1589,2205904
1590,2704500
1591,2920601
1592,3203346
1593,3529203
1594,5213103
1595,2407708
1596,4313003
1597,2309201
1598,4313300
1599,1505007
1600,1303304
1601,1505502
1602,2511202
1603,2706802
1604,4315305
1605,5107065
1606,2311355
1607,4316501
1608,3166105
1609,3551603
1610,1304005
1611,2929701
1612,2312304
1613,2110856
1614,2111003
1615,2708600
1616,3305307
1617,1508001
1618,2615607
1619,3169604
1620,2313757
1621,1508308
1622,1500503
1623,2200707
1624,2501104
1625,4301404
1626,2401206
1627,2601805
1628,3106903
1629,3507100
1630,2502508
1631,3507456
1632,2603009
1633,2905503
1634,2202307
1635,2303931
1636,1706001
1637,2304269
1638,4308904
1639,2104552
1640,2404507
1641,2506400
1642,3519055
1643,2914901
1644,3521903
1645,2607802
1646,5211800
1647,2918803
1648,2919504
1649,2307809
1650,2509156
1651,3140506
1652,3531506
1653,2308708
1654,3144102
1655,2922607
1656,2207009
1657,2705705
1658,2923209
1659,2408508
1660,2310258
1661,3537206
1662,4212601
1663,3538204
1664,3539103
1665,2208403
1666,4314779
1667,2707305
1668,3541109
1669,4213906
1670,2109106
1671,3153202
1672,2209005
1673,3546207
1674,5219308
1675,3548054
1676,3548203
1677,4217501
1678,3552106
1679,2708808
1680,4320909
1681,4321667
1682,3554953
1683,2211407
1684,1600105
1685,3503406
1686,2700409
1687,5202809
1688,1501576
1689,2102101
1690,2202000
1691,2102325
1692,2905156
1693,3109907
1694,2905800
1695,1100809
1696,2303204
1697,2603926
1698,2604304
1699,2103174
1700,4305504
1701,3301504
1702,4305900
1703,2801702
1704,4306106
1705,2203503
1706,2506004
1707,2104057
1708,3125309
1709,2606309
1710,1709302
1711,1301704
1712,3202603
1713,1503309
1714,2606903
1715,3130556
1716,2306108
1717,1503507
1718,3133006
1719,2916104
1720,1302009
1721,4208005
1722,2306801
1723,2608602
1724,2919058
1725,2608800
1726,3203320
1727,4311908
1728,2307908
1729,2804003
1730,2705101
1731,2308377
1732,1504604
1733,5214606
1734,1504950
1735,2107407
1736,2609709
1737,2609907
1738,4118303
1739,4213401
1740,3151701
1741,4316709
1742,3304607
1743,1507201
1744,2209708
1745,2613305
1746,3305133
1747,3164209
1748,1600709
1749,2615201
1750,4321956
1751,4321857
1752,4218806
1753,2932200
1754,2616001
1755,4219606
1756,2600401
1757,2300101
1758,2800506
1759,1702554
1760,3504206
1761,2201200
1762,2102002
1763,1501600
1764,4104105
1765,4304358
1766,2801207
1767,4305587
1768,2103554
1769,2202901
1770,4105300
1771,4306320
1772,2203750
1773,4205308
1774,2304509
1775,4309605
1776,4206900
1777,3520004
1778,5210109
1779,2305803
1780,2404853
1781,3302056
1782,1101104
1783,3524105
1784,2607950
1785,2508307
1786,2106300
1787,2509107
1788,3141801
1789,2308401
1790,2206407
1791,4118006
1792,3149309
1793,2208205
1794,5106505
1795,3540903
1796,2611408
1797,2806008
1798,2806107
1799,3546603
1800,2409332
1801,2928000
1802,3305158
1803,1507466
1804,1720200
1805,1708254
1806,5221809
1807,2211209
1808,2100436
1809,2100600
1810,2800209
1811,2902005
1812,4201307
1813,2500809
1814,3200706
1815,3200805
1816,3200904
1817,3506805
1818,3508702
1819,2504207
1820,2103406
1821,3512001
1822,3201605
1823,3201704
1824,3512902
1825,3512803
1826,3201803
1827,3202009
1828,2910008
1829,3202108
1830,4308102
1831,2605608
1832,4205506
1833,3202256
1834,3517703
1835,3202454
1836,3202553
1837,3202702
1838,3202900
1839,3203007
1840,2917706
1841,3203056
1842,5104906
1843,2803401
1844,5212055
1845,2406601
1846,3203163
1847,3527009
1848,2307635
1849,3139508
1850,3203304
1851,4210407
1852,3203353
1853,2921005
1854,3203403
1855,3203502
1856,2206654
1857,3203601
1858,3203700
1859,3203809
1860,2408300
1861,4117008
1862,3533502
1863,2107456
1864,2706208
1865,2207504
1866,4212106
1867,3204005
1868,2706703
1869,2108454
1870,2611002
1871,2108603
1872,3204104
1873,3538303
1874,3204252
1875,1718204
1876,4120333
1877,2208650
1878,3542404
1879,3543006
1880,4121901
1881,3204351
1882,2927507
1883,4215554
1884,2612703
1885,3548005
1886,4317509
1887,2929909
1888,2111763
1889,2413359
1890,3204658
1891,2929107
1892,1507300
1893,2613503
1894,2514602
1895,2111508
1896,2412609
1897,2210508
1898,4217808
1899,4217956
1900,4218301
1901,3169307
1902,4322152
1903,3555109
1904,2807600
1905,3205036
1906,3205150
1907,4323606
1908,1722081
1909,4323804
1910,4219853
1911,3200169
1912,4200507
1913,3200136
1914,3501301
1915,2600104
1916,2600203
1917,2500601
1918,3102001
1919,2100873
1920,2902252
1921,2200905
1922,1702901
1923,1501204
1924,1703057
1925,2700607
1926,2700706
1927,2201770
1928,3107901
1929,2701100
1930,2401800
1931,4104709
1932,2702306
1933,2304251
1934,1100940
1935,1502939
1936,2304608
1937,2104651
1938,3518602
1939,2105005
1940,3129608
1941,1503457
1942,3133709
1943,4111308
1944,1503804
1945,4311106
1946,2704005
1947,2704104
1948,2106003
1949,4113809
1950,1504307
1951,2920502
1952,2920700
1953,2308203
1954,3142403
1955,1504703
1956,3144003
1957,1200336
1958,1714880
1959,4313706
1960,3535606
1961,3535804
1962,2706604
1963,2409902
1964,2109007
1965,3541307
1966,2512804
1967,3544004
1968,4316436
1969,3545159
1970,2513307
1971,4123907
1972,2928604
1973,3551108
1974,2111789
1975,4215752
1976,2514503
1977,2210359
1978,2111409
1979,4217105
1980,3164605
1981,2615003
1982,2112506
1983,2517001
1984,3556354
1985,1200708
1986,3500402
1987,3500204
1988,3502309
1989,2300804
1990,2101103
1991,1501253
1992,2101772
1993,2101905
1994,4302253
1995,2401701
1996,1100049
1997,3509304
1998,1400209
1999,2801405
2000,3511706
2001,1705508
2002,2604809
2003,2604908
2004,3122405
2005,2104008
2006,2204105
2007,4205803
2008,1101005
2009,1100106
2010,2305100
2011,2911808
2012,2104909
2013,2305308
2014,4206801
2015,2606705
2016,3519600
2017,3130051
2018,4310207
2019,4111407
2020,3136652
2021,2803609
2022,4209607
2023,2803708
2024,2508901
2025,4312138
2026,2308351
2027,3303005
2028,2308609
2029,4312385
2030,2309003
2031,2804300
2032,3533106
2033,1100502
2034,2705606
2035,1505437
2036,2408904
2037,2108058
2038,1505601
2039,5106422
2040,2311009
2041,2410207
2042,1506005
2043,2109239
2044,2512309
2045,2512903
2046,2612000
2047,3545407
2048,5219258
2049,2612604
2050,3547007
2051,3159605
2052,2806602
2053,2515807
2054,4318457
2055,4216354
2056,2613206
2057,2210300
2058,2709103
2059,3554607
2060,2807402
2061,4127858
2062,1500347
2063,2100303
2064,2100832
2065,1702208
2066,1200054
2067,2601409
2068,2102077
2069,2800670
2070,3109105
2071,2503605
2072,1600204
2073,2701407
2074,2504157
2075,3115458
2076,2702108
2077,3512209
2078,3512506
2079,5103437
2080,2103901
2081,1100098
2082,2802304
2083,3519303
2084,2506707
2085,3302106
2086,3521804
2087,3524600
2088,2703809
2089,2918555
2090,2106326
2091,2509701
2092,2107357
2093,4117909
2094,3537156
2095,2511509
2096,2410009
2097,2511707
2098,2511905
2099,3151602
2100,3152204
2101,5107008
2102,1101476
2103,2410702
2104,2410900
2105,4315800
2106,2110005
2107,2708006
2108,1506906
2109,2111722
2110,3165800
2111,2514404
2112,2210003
2113,2111706
2114,2413805
2115,3553955
2116,3554508
2117,2313609
2118,1101757
2119,2211308
2120,3556404
2121,2933158
2122,1700301
2123,1100015
2124,4200754
2125,4100806
2126,2200509
2127,1701002
2128,2800407
2129,4302006
2130,1501451
2131,4202206
2132,2602605
2133,1501782
2134,2102358
2135,1100031
2136,1501956
2137,1100700
2138,2801009
