,covid_cases_geocode
2139,4304614
2140,3301207
2141,2202729
2142,2202778
2143,2702207
2144,2103604
2145,2802007
2146,1502954
2147,1200302
2148,1600238
2149,2911600
2150,2912707
2151,2105153
2152,3130101
2153,2703700
2154,2703759
2155,2608206
2156,2205524
2157,4113502
2158,2407500
2159,2206506
2160,2922656
2161,4211405
2162,3534609
2163,3145901
2164,2923902
2165,2108306
2166,2511301
2167,2108504
2168,2108801
2169,4213104
2170,2925956
2171,3153905
2172,4214904
2173,1506161
2174,2806305
2175,1506559
2176,2928703
2177,2929750
2178,2515609
2179,2110500
2180,2110906
2181,2209807
2182,2929305
2183,1400506
2184,2210383
2185,3550506
2186,2412906
2187,2111805
2188,1200609
2189,2709152
2190,1508159
2191,2600500
2192,3153509
2193,2100808
2194,2601102
2195,2301703
2196,2201705
2197,3109006
2198,2602704
2199,2102200
2200,2602803
2201,2102507
2202,3113404
2203,4204103
2204,2801603
2205,4306734
2206,2204204
2207,3127008
2208,2104800
2209,3132107
2210,2105427
2211,5005103
2212,2918605
2213,3138609
2214,2803807
2215,2803906
2216,1713205
2217,1713304
2218,1101302
2219,2308807
2220,2509800
2221,2922508
2222,4211876
2223,2409506
2224,2924405
2225,4213153
2226,2410256
2227,2208502
2228,4314753
2229,2208809
2230,2926103
2231,2806206
2232,2109809
2233,1507805
2234,2211605
2235,4200408
2236,3101102
2237,2300408
2238,2500502
2239,1100379
2240,4101002
2241,2301406
2242,2301604
2243,2101608
2244,2201507
2245,2201606
2246,2102903
2247,2303808
2248,2303907
2249,2202703
2250,2102606
2251,2403707
2252,2605707
2253,2104107
2254,2404408
2255,4206108
2256,3521002
2257,2105500
2258,5212204
2259,1712405
2260,1100130
2261,2206001
2262,4114906
2263,2509305
2264,2705200
2265,2308906
2266,4312807
2267,2510105
2268,3533007
2269,2309300
2270,2310308
2271,4212254
2272,1505551
2273,4212908
2274,2805208
2275,2511806
2276,4213609
2277,2926004
2278,2110039
2279,2110104
2280,1200500
2281,4318903
2282,4319000
2283,4217204
2284,2313203
2285,2313351
2286,4321436
2287,2516904
2288,2313955
2289,4323770
2290,1700251
2291,2400307
2292,4300505
2293,1400027
2294,2100550
2295,1703107
2296,3506359
2297,4202453
2298,5002308
2299,4203303
2300,4203501
2301,5204904
2302,2504033
2303,3112604
2304,4302808
2305,3117009
2306,4204707
2307,1600212
2308,3510005
2309,3301801
2310,4308078
2311,1707702
2312,1707553
2313,4308805
2314,2404200
2315,3517802
2316,4206652
2317,5004106
2318,3519501
2319,4110201
2320,4207601
2321,1400282
2322,3134301
2323,3135803
2324,2105609
2325,2105948
2326,2406700
2327,2106201
2328,2919926
2329,1504109
2330,3139250
2331,2509339
2332,1504455
2333,2107001
2334,4312427
2335,3532702
2336,1400407
2337,2804706
2338,1715101
2339,1713809
2340,2408706
2341,3149002
2342,2409803
2343,2108405
2344,2511608
2345,4314548
2346,3152402
2347,4315131
2348,1600550
2349,2109270
2350,2512705
2351,2805802
2352,4215109
2353,5107701
2354,3546306
2355,3157906
2356,4317251
2357,4124509
2358,4320503
2359,3551801
2360,5107925
2361,3552304
2362,1507151
2363,5107404
2364,2515104
2365,2929503
2366,3165305
2367,4320453
2368,4218608
2369,4321832
2370,4321907
2371,3555604
2372,1508126
2373,4323358
2374,1700350
2375,1100346
2376,4300802
2377,3506300
2378,2102036
2379,4302352
2380,3507753
2381,2701506
2382,4203808
2383,3114501
2384,3511409
2385,2504504
2386,3513603
2387,1706506
2388,3122009
2389,3514106
2390,3514601
2391,1708205
2392,3517505
2393,3519105
2394,3521606
2395,3523008
2396,3522901
2397,3523800
2398,2917508
2399,3524907
2400,2918308
2401,2507705
2402,3528858
2403,4114807
2404,2509206
2405,2804102
2406,1101401
2407,3532504
2408,1100148
2409,1715002
2410,3536307
2411,2108256
2412,3537404
2413,2108702
2414,3539202
2415,3152105
2416,2109056
2417,2805406
2418,3542503
2419,2209302
2420,2513406
2421,3158409
2422,3547700
2423,3551207
2424,2413102
2425,2708303
2426,3162708
2427,2111532
2428,3552700
2429,3553609
2430,3554656
2431,3554706
2432,4218509
2433,2931905
2434,2112407
2435,2414605
2436,4128401
2437,3555901
2438,3172202
2439,4219507
2440,1500131
2441,5200308
2442,3101904
2443,3102100
2444,1700707
2445,3501806
2446,5201306
2447,2100956
2448,2201150
2449,3504909
2450,2302008
2451,2501401
2452,3106002
2453,2601508
2454,2903805
2455,2502706
2456,3108909
2457,5203807
2458,2701357
2459,3509957
2460,3113206
2461,2303659
2462,5205208
2463,2702009
2464,2202737
2465,5205802
2466,3120102
2467,5206206
2468,1706100
2469,2505204
2470,5205703
2471,5207402
2472,3123601
2473,4307831
2474,2104081
2475,1707652
2476,3516804
2477,3518503
2478,3130507
2479,2703304
2480,5210208
2481,3521309
2482,3133758
2483,5005004
2484,2307254
2485,2507903
2486,3137809
2487,4113908
2488,3139805
2489,2609204
2490,1712801
2491,5213087
2492,3531407
2493,5106182
2494,2923001
2495,1505064
2496,2107605
2497,2310407
2498,4314159
2499,3149804
2500,5217104
2501,2512002
2502,3540507
2503,2109304
2504,2805901
2505,2512754
2506,2109502
2507,3546256
2508,2612455
2509,4217550
2510,2930600
2511,2515971
2512,3161403
2513,2210102
2514,2210375
2515,3550001
2516,2515005
2517,3167905
2518,3553500
2519,1101609
2520,3169208
2521,2112456
2522,3555703
2523,2100154
2524,3100104
2525,4100103
2526,5200605
2527,4300646
2528,1300144
2529,2100907
2530,3104601
2531,1702703
2532,3504404
2533,2501500
2534,2101509
2535,5002100
2536,2101731
2537,2101970
2538,5002209
2539,2503753
2540,2401305
2541,3111903
2542,2701605
2543,2102754
2544,1200179
2545,3301157
2546,3114006
2547,4304952
2548,2103158
2549,3116605
2550,2202711
2551,4204400
2552,5205901
2553,5103379
2554,4305975
2555,1502855
2556,3121803
2557,3513900
2558,4306759
2559,4307559
2560,2702801
2561,3516002
2562,4308508
2563,2204303
2564,3517000
2565,4309258
2566,4109500
2567,3516606
2568,4310363
2569,2204808
2570,1503754
2571,2513653
2572,4311304
2573,3137700
2574,3526506
2575,2407203
2576,4311700
2577,3139607
2578,5212808
2579,2106375
2580,3140852
2581,3529609
2582,3303104
2583,4312708
2584,3534906
2585,4313607
2586,5215900
2587,2408805
2588,4314027
2589,3150901
2590,4314704
2591,5106703
2592,1718451
2593,4121406
2594,2208700
2595,5007109
2596,3155405
2597,3157203
2598,1506708
2599,2312106
2600,2411403
2601,2928307
2602,3548104
2603,2110302
2604,2111748
2605,2413201
2606,3551405
2607,2515930
2608,1507904
2609,2110609
2610,4216008
2611,2110708
2612,1101484
2613,4125407
2614,2209872
2615,2708501
2616,2111573
2617,2413003
2618,3553005
2619,3553856
2620,2516706
2621,3554300
2622,2112100
2623,3555505
2624,5108352
2625,4322558
2626,3170578
2627,3556800
2628,4300059
2629,3500550
2630,3501400
2631,4100301
2632,3501103
2633,4302303
2634,1200104
2635,2102309
2636,2701209
2637,3110301
2638,2603603
2639,3112307
2640,2801504
2641,4105904
2642,2702355
2643,4306502
2644,1707306
2645,3125952
2646,2802403
2647,4108502
2648,1709005
2649,2802601
2650,3517208
2651,3520608
2652,3520806
2653,3521150
2654,3131901
2655,3132701
2656,2916609
2657,2607505
2658,1503705
2659,2105989
2660,2704401
2661,4312054
2662,3141405
2663,3142809
2664,2206670
2665,3532801
2666,3532827
2667,3532900
2668,3145059
2669,2706000
2670,2108108
2671,3537107
2672,2707008
2673,4119954
2674,1717909
2675,2925402
2676,2805505
2677,2707206
2678,3541208
2679,2707602
2680,3154101
2681,3154507
2682,2109551
2683,2806404
2684,5107800
2685,2928802
2686,1720655
2687,2210805
2688,1720101
2689,5007695
2690,3162559
2691,2932457
2692,3556305
2693,1722107
2694,5100201
2695,5100102
2696,3101631
2697,5000609
2698,2901007
2699,2800100
2700,2901502
2701,2501302
2702,3505104
2703,2501575
2704,2903276
2705,1501725
2706,1703800
2707,4302709
2708,4103404
2709,2701308
2710,4104055
2711,2906857
2712,2103109
2713,2103257
2714,3117900
2715,2910107
2716,3124609
2717,2506251
2718,4110102
2719,2506806
2720,2916500
2721,4310603
2722,2703601
2723,2803302
2724,4210001
2725,2920403
2726,2205953
2727,1712504
2728,2509396
2729,2106706
2730,2804607
2731,3146305
2732,2107704
2733,2706505
2734,2805109
2735,2310951
2736,3539905
2737,2311207
2738,4213807
2739,2925600
2740,2925758
2741,2512408
2742,4214607
2743,3159308
2744,2516102
2745,2612901
2746,1507409
2747,2514453
2748,3162302
2749,4319711
2750,2516409
2751,4323309
2752,2112852
2753,4200101
2754,2400901
2755,5201702
2756,2601300
2757,2602001
2758,3110202
2759,5204805
2760,2603702
2761,4304697
2762,3115003
2763,3511201
2764,3115508
2765,4105102
2766,5205521
2767,4305702
2768,2505238
2769,2203404
2770,2505808
2771,4307450
2772,1503044
2773,4308300
2774,2104206
2775,2104404
2776,2104503
2777,4309704
2778,4310009
2779,2703106
2780,2914505
2781,2404903
2782,2507606
2783,2406106
2784,2508208
2785,3302304
2786,2508802
2787,2704609
2788,4210506
2789,2509909
2790,4312906
2791,5215603
2792,2310001
2793,5215702
2794,2310100
2795,1716505
2796,5218003
2797,4314803
2798,1718303
2799,4315156
2800,3156908
2801,2612307
2802,2513802
2803,5219738
2804,3160009
2805,3552007
2806,4318002
2807,2806800
2808,5108006
2809,4127908
2810,2211506
2811,2400604
2812,2200301
2813,3501152
2814,2101301
2815,2501906
2816,1100601
2817,2905404
2818,2401859
2819,3110905
2820,3111002
2821,3118007
2822,4106506
2823,2505105
2824,3515129
2825,2910404
2826,2910503
2827,3515608
2828,4107751
2829,3516903
2830,2104305
2831,2404309
2832,3517604
2833,3128105
2834,3519006
2835,2507200
2836,4208708
2837,2405702
2838,2918704
2839,2406502
2840,3138005
2841,3527603
2842,2509404
2843,1504752
2844,4312351
2845,5106109
2846,1100338
2847,3145000
2848,1100254
2849,2925931
2850,4315503
2851,3154457
2852,3155801
2853,2927101
2854,2411007
2855,1200427
2856,4124020
2857,3548302
2858,1507755
2859,2930105
2860,2410306
2861,2614006
2862,1100320
2863,2111607
2864,3552601
2865,2615102
2866,4127601
2867,1508050
2868,2414506
2869,2616183
2870,5008404
2871,4128500
2872,3501004
2873,1702307
2874,2501203
2875,4301909
2876,5203401
2877,2904100
2878,3507902
2879,2102556
2880,3112000
2881,3114303
2882,3510807
2883,1703909
2884,5204300
2885,2103125
2886,3116209
2887,3120508
2888,3120805
2889,5207253
2890,3514924
2891,3123700
2892,3124807
2893,2104099
2894,2104602
2895,1710706
2896,5211206
2897,5211602
2898,3134905
2899,2703908
2900,3137007
2901,2205581
2902,2407401
2903,2206100
2904,4211009
2905,4211256
2906,2921708
2907,5105903
2908,2510204
2909,3147204
2910,2610301
2911,2408607
2912,3148707
2913,2511400
2914,3150604
2915,3150802
2916,3540804
2917,5218508
2918,2512606
2919,4121505
2920,2208908
2921,3543253
2922,3543238
2923,3156304
2924,2927200
2925,3157104
2926,4124103
2927,2515906
2928,3551900
2929,2210904
2930,2516003
2931,5107859
2932,3162922
2933,4125704
2934,5007950
2935,3553302
2936,2414159
2937,3554805
2938,3170750
2939,4322707
2940,2505501
2941,3170800
2942,5100508
2943,2100501
2944,2901205
2945,4200804
2946,3102605
2947,3102803
2948,2400802
2949,1701309
2950,2902054
2951,2101350
2952,2101939
2953,3107307
2954,3300902
2955,5102678
2956,2604155
2957,3511508
2958,5205471
2959,4105607
2960,2908200
2961,2504405
2962,4204350
2963,2505279
2964,3121100
2965,4205175
2966,1707405
2967,2104073
2968,3517307
2969,1301654
2970,3517901
2971,3130903
2972,3521705
2973,4110953
2974,3522703
2975,2507309
2976,5212105
2977,5105200
2978,4113106
2979,4114005
2980,3142106
2981,3143401
2982,2705408
2983,2922003
2984,2922102
2985,2922300
2986,2510402
2987,1715507
2988,3145604
2989,2309904
2990,3147600
2991,2207793
2992,3151008
2993,3151305
2994,1718402
2995,2925808
2996,3544301
2997,1506195
2998,2513109
2999,2109759
3000,2413607
3001,2210656
3002,2930774
3003,2928901
3004,2708402
3005,3549300
3006,5220405
3007,2931509
3008,2414209
3009,3556008
3010,4219150
3011,2933257
3012,3172004
3013,2933059
3014,2900207
3015,2500734
3016,4101101
3017,2500908
3018,3103405
3019,2902658
3020,4301701
3021,2201556
3022,2601607
3023,4302659
3024,3508009
3025,2904852
3026,3109709
3027,4303301
3028,5002605
3029,4303558
3030,4103602
3031,3509452
3032,2202133
3033,3113602
3034,2701803
3035,4304903
3036,3115904
3037,2908309
3038,3117702
3039,4306007
3040,2909703
3041,3119906
3042,3121605
3043,4306973
3044,4309100
3045,2104701
3046,3518008
3047,4309654
3048,2911907
3049,2913002
3050,2913457
3051,2913705
3052,2913804
3053,4110706
3054,4112009
3055,2105476
3056,2105906
3057,2608750
3058,2205607
3059,4311502
3060,4210035
3061,3528304
3062,3139201
3063,4114401
3064,4312203
3065,3529500
3066,2921203
3067,2921401
3068,3142205
3069,3532108
3070,2107209
3071,2922755
3072,5106232
3073,5106240
3074,5106257
3075,3533601
3076,3145877
3077,3534757
3078,1505494
3079,3535408
3080,5006358
3081,3147402
3082,4118600
3083,3148905
3084,2924306
3085,3539004
3086,3151404
3087,4119103
3088,3539608
3089,2925253
3090,2707404
3091,2108900
3092,2925709
3093,2109403
3094,4316105
3095,5107578
3096,1100296
3097,5107768
3098,2110278
3099,3159902
3100,2929800
3101,2930204
3102,3548609
3103,3161007
3104,4318408
3105,4318465
3106,2111250
3107,2209856
3108,3162575
3109,4124806
3110,4319752
3111,2515401
3112,2709004
3113,5108600
3114,3500907
3115,5100300
3116,3502408
3117,5201454
3118,1702000
3119,1703008
3120,2502151
3121,3507308
3122,2503506
3123,2603306
3124,3111101
3125,2102804
3126,3115359
3127,2504355
3128,2203354
3129,2702504
3130,3514304
3131,3124906
3132,2702603
3133,2802205
3134,5003801
3135,2802502
3136,5004007
3137,3128006
3138,3128501
3139,3130200
3140,3130606
3141,2105351
3142,3132305
3143,3522158
3144,2703502
3145,3135704
3146,2105963
3147,2205599
3148,4113304
3149,2508406
3150,2508554
3151,2704906
3152,4116059
3153,2804201
3154,2921500
3155,3531704
3156,2804458
3157,2510709
3158,2707107
3159,3152907
3160,3304409
3161,2707800
3162,3544707
3163,2612109
3164,1718865
3165,4126504
3166,2110658
3167,3161205
3168,2806909
3169,3162005
3170,2514305
3171,3164803
3172,1720499
3173,4218350
3174,3556107
3175,2414704
3176,5100409
3177,4201802
3178,3105905
3179,3109808
3180,2504306
3181,5003454
3182,3513702
3183,5003504
3184,2404101
3185,4309407
3186,5104104
3187,2105203
3188,4207684
3189,2105807
3190,3139904
3191,3140704
3192,2106631
3193,3531001
3194,2107258
3195,2610103
3196,2409704
3197,1718550
3198,2807204
3199,2111078
3200,2111631
3201,4200309
3202,4300307
3203,3102209
3204,1701051
3205,2201101
3206,2502003
3207,1501758
3208,2800704
3209,2102150
3210,1703826
3211,2401909
3212,2503803
3213,4203600
3214,2907004
3215,2905107
3216,3511607
3217,3300951
3218,4106571
3219,3121209
3220,2203453
3221,2403509
3222,2403806
3223,2404002
3224,5209952
3225,2803104
3226,3132602
3227,5004502
3228,2917003
3229,2405207
3230,2405504
3231,2307205
3232,2406205
3233,2922409
3234,3144359
3235,4116703
3236,2207959
3237,2207108
3238,3146107
3239,3535101
3240,2207751
3241,2510907
3242,2310605
3243,4212700
3244,2310902
3245,2924801
3246,1505635
3247,5106778
3248,2706406
3249,4214201
3250,2611705
3251,2408953
3252,2109700
3253,3545605
3254,5219407
3255,4126272
3256,2514206
3257,2514909
3258,3554201
3259,2932606
3260,3306156
3261,2100105
3262,2500205
3263,3500808
3264,5100359
3265,2901155
3266,3100500
3267,2201572
3268,5002159
3269,3504800
3270,2202059
3271,2503308
3272,2905206
3273,1703842
3274,5102686
3275,4104501
3276,2202406
3277,3510401
3278,3116308
3279,2908101
3280,1716703
3281,2908705
3282,2203206
3283,3124005
3284,4107736
3285,2204600
3286,2506608
3287,4207403
3288,3521101
3289,2404804
3290,2915353
3291,5210802
3292,3132909
3293,3523701
3294,2205201
3295,5105002
3296,2507408
3297,2205516
3298,2508000
3299,5212303
3300,3528601
3301,2509503
3302,2206803
3303,4211454
3304,2705804
3305,3145455
3306,3535002
3307,2923704
3308,2107803
3309,2409308
3310,2207801
3311,3538501
3312,2805307
3313,5218102
3314,4121703
3315,2926301
3316,3544202
3317,3544251
3318,3544905
3319,3544806
3320,4122909
3321,5107875
3322,2708956
3323,2411809
3324,1101492
3325,3161908
3326,3162948
3327,2514800
3328,2807006
3329,1720309
3330,2313252
3331,2112001
3332,1721109
3333,1101807
3334,2500775
3335,5201603
3336,3503703
3337,2301802
3338,3505005
3339,4302055
3340,3506706
3341,4302154
3342,5101852
3343,4302378
3344,4103354
3345,2202026
3346,4103453
3347,2801108
3348,4104659
3349,1706258
3350,2403004
3351,1502764
3352,4107124
3353,3122108
3354,2403202
3355,2506103
3356,2702702
3357,3126901
3358,4308706
3359,2702900
3360,2506509
3361,2917805
3362,3135308
3363,2105450
3364,2205409
3365,3136009
3366,4311205
3367,2508109
3368,1712009
3369,2919157
3370,4113734
3371,2509008
3372,4311775
3373,3171501
3374,3140902
3375,2509370
3376,4312153
3377,4312302
3378,4312443
3379,2804409
3380,4313201
3381,4313375
3382,5106265
3383,4313466
3384,2207207
3385,3536109
3386,2207603
3387,2207934
3388,1716653
3389,4119608
3390,3540309
3391,4315057
3392,3541653
3393,3154002
3394,5218706
3395,5107180
3396,3155702
3397,4315552
3398,4316451
3399,2612471
3400,2209104
3401,2209401
3402,3548401
3403,4320206
3404,1101500
3405,3166907
3406,3167103
3407,2516300
3408,2411601
3409,2411700
3410,5107297
3411,5107354
3412,4216305
3413,2514107
3414,3164472
3415,3553203
3416,4126678
3417,3554904
3418,3170008
3419,2517209
3420,4323457
3421,2933505
3422,3101003
3423,5200050
3424,4128625
3425,2901908
3426,2901957
3427,3103603
3428,2501609
3429,3505807
3430,4102802
3431,2202455
3432,4104600
3433,5103205
3434,4306130
3435,2801900
3436,1707108
3437,5103601
3438,4107256
3439,4107306
3440,4307203
3441,3515657
3442,4108650
3443,3127602
3444,4309159
3445,3129301
3446,2802700
3447,5210406
3448,2915908
3449,4310850
3450,2917409
3451,4311122
3452,4113601
3453,3528106
3454,2920106
3455,2705002
3456,4115606
3457,5105606
3458,5213004
3459,4211108
3460,1714302
3461,3144607
3462,5214705
3463,4313490
3464,2923100
3465,3534005
3466,3535200
3467,1715754
3468,2610400
3469,4314050
3470,2805000
3471,5106372
3472,1716604
3473,4120655
3474,4315404
3475,2806503
3476,3547650
3477,4317558
3478,4126207
3479,4318424
3480,4319703
3481,2930907
3482,2516607
3483,2807303
3484,4322202
3485,2932101
3486,4322905
3487,2414902
3488,2517100
3489,3557154
3490,2500106
3491,5200902
3492,1702158
3493,5202155
3494,2501005
3495,5202601
3496,2903003
3497,1703073
3498,2700805
3499,2101806
3500,2201804
3501,3108206
3502,5203559
3503,2503100
3504,2503555
3505,2202174
3506,4304002
3507,3112109
3508,3510708
3509,2504108
3510,1100056
3511,4106308
3512,3119104
3513,2505402
3514,2505709
3515,2605152
3516,2505907
3517,3123809
3518,4308409
3519,3516853
3520,3129202
3521,2606507
3522,3129509
3523,2915007
3524,3522802
3525,4208450
3526,5105150
3527,5105309
3528,1712454
3529,4114708
3530,2705309
3531,2508703
3532,2408409
3533,3534104
3534,2706109
3535,2510600
3536,4212056
3537,3536000
3538,2108009
3539,5217203
3540,3540259
3541,3153004
3542,3154309
3543,2926400
3544,2512788
3545,3154705
3546,3154804
3547,5007208
3548,3155306
3549,1718758
3550,2311900
3551,2513158
3552,1506583
3553,1718907
3554,1719004
3555,2708105
3556,2413508
3557,3167509
3558,2513927
3559,4216701
3560,2514008
3561,2111052
3562,2412104
3563,3164431
3564,3550902
3565,2614709
3566,4126801
3567,5108055
3568,2313708
3569,5221700
3570,2933174
3571,2616100
3572,2933604
3573,1700400
3574,1701101
3575,1701903
3576,1702406
3577,2201309
3578,1703206
3579,3506904
3580,1703305
3581,1703602
3582,1703701
3583,3109253
3584,5002407
3585,2202075
3586,2202091
3587,4203907
3588,1703883
3589,1703891
3590,1704105
3591,3116001
3592,1705102
3593,1704600
3594,1705557
3595,1705607
3596,4204509
3597,2203107
3598,2906709
3599,2505352
3600,4107108
3601,4205001
3602,1707207
3603,3514205
3604,2203420
3605,2910602
3606,2702553
3607,3515350
3608,4108007
3609,3126505
3610,1708304
3611,5208400
3612,2104628
3613,3519204
3614,2912806
3615,2703205
3616,1710508
3617,2916005
3618,1710904
3619,1711100
3620,2917359
3621,2703403
3622,4112207
3623,1711506
3624,4112751
3625,5105101
3626,1711803
3627,4209177
3628,1711902
3629,1711951
3630,2918902
3631,2919108
3632,1712157
3633,5105580
3634,4210555
3635,2920908
3636,1712702
3637,3140605
3638,2106607
3639,1101203
3640,4211058
3641,1713700
3642,1713601
3643,2614303
3644,1713957
3645,1714203
3646,3144656
3647,5006002
3648,1715150
3649,1715259
3650,5215256
3651,2206951
3652,2705903
3653,1715705
3654,1716208
3655,3148202
3656,1716307
3657,1717008
3658,1717206
3659,1717503
3660,1717800
3661,1718006
3662,1718501
3663,2926509
3664,3542909
3665,3155504
3666,1718709
3667,4122602
3668,2513000
3669,1718840
3670,1718881
3671,1718899
3672,3159704
3673,1720002
3674,2929602
3675,1720853
3676,2708204
3677,2513984
3678,4216503
3679,4216404
3680,1720259
3681,1720903
3682,1720937
3683,1720978
3684,3168101
3685,5007976
3686,4321402
3687,5221197
3688,3169000
3689,2709202
3690,1721307
3691,4322525
3692,2903607
3693,5203609
3694,3108800
3695,4304408
3696,2907905
3697,4106001
3698,3118700
3699,1100080
3700,4106605
3701,3123205
3702,2911402
3703,4109005
3704,2205003
3705,2405108
3706,2918209
3707,2105922
3708,3138104
3709,2106102
3710,2205854
3711,2106359
3712,3144672
3713,2922730
3714,2107308
3715,2107902
3716,5006903
3717,3152808
3718,4215075
3719,2927606
3720,3547601
3721,3159803
3722,2513604
3723,2111904
3724,2111953
3725,2209658
3726,2110807
3727,2111672
3728,2614808
3729,3555802
3730,2901700
3731,2501351
3732,2201408
3733,2903953
3734,5204250
3735,3112703
3736,3126000
3737,4108320
3738,2204402
3739,5209150
3740,3521507
3741,4111209
3742,5004700
3743,4209458
3744,2406908
3745,2920809
3746,2407609
3747,3142007
3748,3532058
3749,4117305
3750,1101468
3751,2410405
3752,4120903
3753,4215406
3754,4123204
3755,5220504
3756,2930808
3757,5220009
3758,5108501
3759,4200200
3760,4200705
3761,5000708
3762,3103751
3763,2501153
3764,2902500
3765,2201960
3766,2602506
3767,5204003
3768,3111804
3769,3112505
3770,2906899
3771,3113503
3772,5205513
3773,3117504
3774,3118403
3775,2909604
3776,4204806
3777,2203271
3778,2204501
3779,4110052
3780,3131208
3781,5210901
3782,4113452
3783,4209904
3784,2919702
3785,5005400
3786,2206357
3787,3530201
3788,4116109
3789,5106190
3790,3147808
3791,2924652
3792,3540002
3793,4121307
3794,2926202
3795,4122156
3796,2927903
3797,2411429
3798,3165602
3799,3166956
3800,3161502
3801,4318606
3802,4125605
3803,3165008
3804,4126108
3805,3168051
3806,2931707
3807,2211357
3808,5000203
3809,4200556
3810,4101150
3811,2500536
3812,2601003
3813,2502102
3814,4203105
3815,2202117
3816,2701902
3817,4106456
3818,2909208
3819,3120151
3820,5103452
3821,3122355
3822,3122504
3823,3301603
3824,2910750
3825,3127800
3826,5104203
3827,4110003
3828,3130804
3829,4111001
3830,3134004
3831,3135209
3832,3136405
3833,3141702
3834,5214002
3835,4313060
3836,1101435
3837,3533254
3838,2510501
3839,4313904
3840,2512721
3841,3537503
3842,3155207
3843,2926806
3844,2927309
3845,2612802
3846,3547205
3847,3158607
3848,2209351
3849,3549508
3850,4319109
3851,4319604
3852,4127809
3853,4218905
3854,4219101
3855,2200251
3856,2902302
3857,4201703
3858,4301636
3859,2700904
3860,3107000
3861,4303202
3862,2202109
3863,3112406
3864,2202539
3865,3119609
3866,5206503
3867,2203255
3868,2907806
3869,3120003
3870,3121258
3871,4204905
3872,4306932
3873,4308052
3874,3515905
3875,3518107
3876,4310108
3877,2913507
3878,3520707
3879,4110656
3880,2204907
3881,2607406
3882,4310652
3883,3135001
3884,4209151
3885,2918357
3886,3137106
3887,3137502
3888,4209508
3889,2508505
3890,2920007
3891,2509057
3892,3142700
3893,4312476
3894,5214101
3895,5106299
3896,2409209
3897,3536604
3898,4213005
3899,2924678
3900,3152006
3901,5106828
3902,4214003
3903,4316733
3904,2209203
3905,2513356
3906,4123824
3907,4320305
3908,3167400
3909,2210706
3910,2929008
3911,4318507
3912,2210409
3913,2515203
3914,3168507
3915,4321626
3916,4322541
3917,2414803
3918,4323705
3919,5200100
3920,4200051
3921,4300109
3922,4100459
3923,5101308
3924,3104908
3925,2501534
3926,3105400
3927,2904753
3928,2503407
3929,2905008
3930,5204409
3931,3509809
3932,2906824
3933,4304689
3934,3114402
3935,2907202
3936,5103304
3937,3117801
3938,3512605
3939,2505006
3940,3121308
3941,4205159
3942,4307401
3943,5207808
3944,4108452
3945,5208152
3946,3127503
3947,4310405
3948,5104542
3949,2916708
3950,5004601
3951,5211404
3952,2406155
3953,3527900
3954,3528908
3955,5213509
3956,2922201
3957,5106315
3958,2923050
3959,4211751
3960,2923357
3961,3146909
3962,3535507
3963,2706422
3964,2923803
3965,2924207
3966,5218300
3967,2925105
3968,4120408
3969,5218904
3970,2928406
3971,5219704
3972,4317301
3973,3158508
3974,5107263
3975,2412302
3976,2929370
3977,3162609
3978,5220207
3979,2414001
3980,2931004
3981,2931103
3982,4127403
3983,4321808
3984,5221502
3985,2932002
3986,2414753
3987,3171402
3988,3501202
3989,2900801
3990,2300606
3991,4101200
3992,5001102
3993,4301305
3994,5101704
3995,3107802
3996,2502409
3997,2602407
3998,3109204
3999,3508207
4000,2906600
4001,4104428
4002,2907608
4003,3116704
4004,5103254
4005,4106100
4006,5003256
4007,3123528
4008,4309001
4009,4206405
4010,2912400
4011,4112504
4012,2205573
4013,4114351
4014,2920452
4015,4115101
4016,2921302
4017,3142304
4018,5108907
4019,2510303
4020,3145406
4021,4212270
4022,2924108
4023,2924504
4024,2924603
4025,3150703
4026,4119806
4027,4121752
4028,4122800
4029,2612554
4030,4215679
4031,3158300
4032,3160306
4033,4318200
4034,3163003
4035,2209971
4036,4216255
4037,4125100
4038,4319356
4039,4319802
4040,3100708
4041,3102050
4042,2901601
4043,5101258
4044,5204102
4045,3113107
4046,3114600
4047,4105003
4048,3115409
4049,4204756
4050,4205100
4051,4306957
4052,2403400
4053,2910859
4054,2403905
4055,4110409
4056,2607109
4057,2917201
4058,2405603
4059,2919801
4060,2922052
4061,4313953
4062,3535705
4063,3150000
4064,3150570
4065,3151909
4066,2927804
4067,2515708
4068,3163300
4069,2412401
4070,2414308
4071,3170503
4072,5200134
4073,4101606
4074,4300877
4075,4102901
4076,4103107
4077,4302501
4078,2603405
4079,5205307
4080,3126703
4081,4205605
4082,4109906
4083,4112108
4084,4112801
4085,3139102
4086,2920304
4087,3144706
4088,4120002
4089,5219506
4090,4217303
4091,3501509
4092,3102506
4093,2901304
4094,2902203
4095,4300901
4096,4102505
4097,4301651
4098,2906402
4099,5205059
4100,2202653
4101,4105706
4102,4305850
4103,2909307
4104,5206602
4105,4107009
4106,2505303
4107,4306304
4108,3514957
4109,3123858
4110,5207907
4111,3516507
4112,4309902
4113,4310413
4114,2917904
4115,2205300
4116,4112959
4117,5005251
4118,3138807
4119,2919959
4120,4115358
4121,2510006
4122,4116604
4123,3533304
4124,4117206
4125,2923407
4126,3535903
4127,5106307
4128,2511103
4129,4314506
4130,2410603
4131,2926657
4132,4316204
4133,5219456
4134,5107792
4135,3165909
4136,2930303
