,cities,geocode
0,São Paulo/SP,3550308
1,São José do Rio Preto/SP,3549805
2,São José dos Campos/SP,3549904
3,Ribeirão Preto/SP,3543402
4,Bauru/SP,3506003
5,Presidente Prudente/SP,3541406
