,cities,geocode
0,Manaus/AM,1302603
1,Boca do Acre/AM,1300706
2,Manacapuru/AM,1302504
3,Itacoatiara/AM,1301902
4,Novo Airão/AM,1303205
5,Iranduba/AM,1301852
6,Manicoré/AM,1302702
7,Presidente Figueiredo/AM,1303536
8,Careiro/AM,1301100
9,Lábrea/AM,1302405
10,Rio Preto da Eva/AM,1303569
11,Manaquiri/AM,1302553
12,Novo Aripuanã/AM,1303304
13,Silves/AM,1304005
14,Humaitá/AM,1301704
15,Itapiranga/AM,1302009
16,Apuí/AM,1300144
17,Guajará/AM,1301654
