,cities,geocode
859,São Gabriel da Palha/ES,3204708
860,São Lourenço/MG,3163706
861,São Luís do Curu/CE,2312601
862,São Miguel Arcanjo/SP,3550209
863,Tabuleiro do Norte/CE,2313104
864,Tefé/AM,1304203
865,Tupã/SP,3555000
866,Viana/MA,2112803
867,Águas de São Pedro/SP,3500600
868,Acará/PA,1500206
869,Amparo/SP,3501905
870,Américo Brasiliense/SP,3501707
871,Araçariguama/SP,3502754
872,Barroquinha/CE,2302057
873,Bujaru/PA,1501907
874,Caiabu/SP,3508900
875,Cambuquira/MG,3110707
876,Capim Grosso/BA,2906873
877,Careiro/AM,1301100
878,Cariri do Tocantins/TO,1703867
879,Conceição das Alagoas/MG,3117306
880,Encanto/RN,2403301
881,Encruzilhada do Sul/RS,4306908
882,Ferros/MG,3125903
883,Forquilha/CE,2304350
884,Gameleira/PE,2605905
885,Ibirité/MG,3129806
886,Ibirá/SP,3519402
887,Ipuiúna/MG,3131505
888,Itarema/CE,2306553
889,Ituiutaba/MG,3134202
890,Jaboticatubas/MG,3134608
891,Luís Eduardo Magalhães/BA,2919553
892,Monte Carmelo/MG,3143104
893,Pacaraima/RR,1400456
894,Paranaíba/MS,5006309
895,Paraíso do Tocantins/TO,1716109
896,Quatipuru/PA,1506112
897,Quipapá/PE,2611507
898,Rialma/GO,5218607
899,Santa Cecília/SC,4215505
900,Santa Cruz do Capibaribe/PE,2612505
901,Santa Cruz/RN,2411205
902,Santa Lúcia/SP,3546900
903,Sertânia/PE,2614105
904,São Bento do Una/PE,2613008
905,São Brás do Suaçuí/MG,3160900
906,São Gotardo/MG,3162104
907,São José do Calçado/ES,3204807
908,São Miguel do Guamá/PA,1507607
909,Toritama/PE,2615409
910,Tracunhaém/PE,2615508
911,Vera Cruz/BA,2933208
912,Vitória do Mearim/MA,2112902
913,Abaeté/MG,3100203
914,Alfredo Chaves/ES,3200300
915,Altamira do Maranhão/MA,2100402
916,Bonfim/MG,3108107
917,Campos Gerais/MG,3111606
918,Canguaretama/RN,2402204
919,Caxias/MA,2103000
920,Cerro Corá/RN,2402709
921,Chã Grande/PE,2604502
922,Espinosa/MG,3124302
923,Glória do Goitá/PE,2606101
924,Imbé/RS,4310330
925,Itaguaru/GO,5210604
926,Ituporanga/SC,4208500
927,Jussara/PR,4113007
928,Lagoa de Pedras/RN,2406304
929,Machados/PE,2609105
930,Marliéria/MG,3140308
931,Mirinzal/MA,2106805
932,Naviraí/MS,5005707
933,Nerópolis/GO,5214507
934,Nova Serrana/MG,3145208
935,Pacajus/CE,2309607
936,Perdões/MG,3149903
937,Pirapetinga/MG,3151107
938,Piraí/RJ,3304003
939,Pirenópolis/GO,5217302
940,Santa Leopoldina/ES,3204500
941,Santa Mônica/PR,4123956
942,Santa Rita/MA,2110203
943,Sapé/PB,2515302
944,Saquarema/RJ,3305505
945,Serra do Ramalho/BA,2930154
946,São Fidélis/RJ,3304805
947,São José da Coroa Grande/PE,2613404
948,Uruaçu/GO,5221601
949,Veranópolis/RS,4322806
950,Zé Doca/MA,2114007
951,Abaíra/BA,2900108
952,Acari/RN,2400109
953,Acopiara/CE,2300309
954,Ajuricaba/RS,4300208
955,Apucarana/PR,4101408
956,Araçoiaba/PE,2601052
957,Bezerros/PE,2601904
958,Campos do Jordão/SP,3509700
959,Canavieiras/BA,2906303
960,Capanema/PA,1502202
961,Capivari de Baixo/SC,4203956
962,Caracol/PI,2202505
963,Conceição do Araguaia/PA,1502707
964,Coxim/MS,5003306
965,Cruzeiro do Sul/AC,1200203
966,Currais Novos/RN,2403103
967,Espumoso/RS,4307500
968,Formosa/GO,5208004
969,Garça/SP,3516705
970,Gravatá/PE,2606408
971,Graça/CE,2304657
972,Igaratá/SP,3520202
973,Ipumirim/SC,4207700
974,Itapé/BA,2916203
975,Jataizinho/PR,4112702
976,Lagoa dos Gatos/PE,2608701
977,Macatuba/SP,3528007
978,Paraúna/GO,5216403
979,Pau dos Ferros/RN,2409407
980,Pimenteiras/PI,2208106
981,Rio Pardo/RS,4315701
982,Rio do Sul/SC,4214805
983,Salinópolis/PA,1506203
984,Santo Cristo/RS,4317905
985,Teutônia/RS,4321451
986,Trairi/CE,2313500
987,Ubatuba/SP,3555406
988,Venâncio Aires/RS,4322608
989,Anamã/AM,1300086
990,Araxá/MG,3104007
991,Armação dos Búzios/RJ,3300233
992,Bariri/SP,3505203
993,Barreira/CE,2301950
994,Bom Jesus da Lapa/BA,2903904
995,Bragança/PA,1501709
996,Cajuru/SP,3509403
997,Canaã dos Carajás/PA,1502152
998,Capistrano/CE,2302909
999,Carnaíba/PE,2603900
1000,Cataguases/MG,3115300
1001,Chã de Alegria/PE,2604403
1002,Conchas/SP,3512308
1003,Coronel João Pessoa/RN,2402907
1004,Faina/GO,5207535
1005,Floresta Azul/BA,2911006
1006,Goianira/GO,5208806
1007,Goianá/MG,3127388
1008,Governador Nunes Freire/MA,2104677
1009,Guaranésia/MG,3128303
1010,Jerônimo Monteiro/ES,3203106
1011,Leme/SP,3526704
1012,Lins/SP,3527108
1013,Lábrea/AM,1302405
1014,Mairinque/SP,3528403
1015,Matias Barbosa/MG,3140803
1016,Mazagão/AP,1600402
1017,Mongaguá/SP,3531100
1018,Morrinhos/GO,5213806
1019,Nhandeara/SP,3532603
1020,Nova Ipixuna/PA,1504976
1021,Paracuru/CE,2310209
1022,Passos/MG,3147907
1023,Pilar do Sul/SP,3537909
1024,Pontal/SP,3540200
1025,Pontes e Lacerda/MT,5106752
1026,Porto Grande/AP,1600535
1027,Rincão/SP,3543709
1028,Rondon do Pará/PA,1506187
1029,Santa Bárbara do Pará/PA,1506351
1030,Santa Cruz de Monte Castelo/PR,4123303
1031,Santa Maria de Jetibá/ES,3204559
1032,Santa Teresinha/BA,2928505
1033,Santana do Itararé/PR,4124004
1034,Satuba/AL,2708907
1035,São João do Caiuá/PR,4124905
1036,São João do Rio do Peixe/PB,2500700
1037,São Miguel do Gostoso/RN,2412559
1038,São Raimundo Nonato/PI,2210607
1039,São Tomás de Aquino/MG,3165107
1040,Taperoá/PB,2516508
1041,Tucumã/PA,1508084
1042,Tupãssi/PR,4127957
1043,Una/BA,2932507
1044,Vitória do Jari/AP,1600808
1045,Várzea Paulista/SP,3556503
1046,Óbidos/PA,1505106
1047,Almenara/MG,3101706
1048,Altos/PI,2200400
1049,Andradina/SP,3502101
1050,Apiaí/SP,3502705
1051,Aracoiaba/CE,2301208
1052,Aragoiânia/GO,5201801
1053,Areal/RJ,3300225
1054,Assaí/PR,4101903
1055,Baturité/CE,2302107
1056,Belmiro Braga/MG,3106101
1057,Bilac/SP,3506409
1058,Boca da Mata/AL,2701001
1059,Bom Jesus do Norte/ES,3201100
1060,Bonfim do Piauí/PI,2201929
1061,Buritama/SP,3508108
1062,Cachoeira do Arari/PA,1502004
1063,Camocim/CE,2302602
1064,Candelária/RS,4304200
1065,Capitão Poço/PA,1502301
1066,Capão Bonito/SP,3510203
1067,Carapebus/RJ,3300936
1068,Caridade/CE,2303006
1069,Chapada/RS,4305306
1070,Conquista D'Oeste/MT,5103361
1071,Cruzeiro/SP,3513405
1072,Curralinho/PA,1502806
1073,Eunápolis/BA,2910727
1074,Fernandópolis/SP,3515509
1075,Granja/CE,2304707
1076,Igarapava/SP,3520103
1077,Irecê/BA,2914604
1078,Jucás/CE,2307403
1079,Juruti/PA,1503903
1080,Laranjal do Jari/AP,1600279
1081,Lorena/SP,3527207
1082,Marapanim/PA,1504406
1083,Massapê/CE,2308005
1084,Mendes/RJ,3302809
1085,Mogi Mirim/SP,3530805
1086,Monte Alegre/PA,1504802
1087,Monte Mor/SP,3531803
1088,Morro Agudo/SP,3531902
1089,Morungaba/SP,3532009
1090,Muaná/PA,1504901
1091,Mulungu/CE,2309102
1092,Nicolau Vergueiro/RS,4312674
1093,Nossa Senhora do Socorro/SE,2804805
1094,Paramirim/BA,2923605
1095,Pederneiras/SP,3536703
1096,Picos/PI,2208007
1097,Piratininga/SP,3539400
1098,Pratânia/SP,3541059
1099,Quissamã/RJ,3304151
1100,Quiterianópolis/CE,2311264
1101,Redenção/CE,2311603
1102,Ribeirão/PE,2611804
1103,Rinópolis/SP,3543808
1104,Rio Largo/AL,2707701
1105,Salitre/CE,2311959
1106,Santa Rosa do Sul/SC,4215653
1107,Santo Antônio do Descoberto/GO,5219753
1108,Silva Jardim/RJ,3305604
1109,São Cristóvão/SE,2806701
1110,Taperoá/BA,2931202
1111,Tauá/CE,2313302
1112,Tio Hugo/RS,4321469
1113,Tocantinópolis/TO,1721208
1114,Triunfo/PE,2615706
1115,Valente/BA,2933000
1116,Vigia/PA,1508209
1117,Vila Valério/ES,3205176
1118,Aiquara/BA,2900603
1119,Alambari/SP,3500758
1120,Amaraji/PE,2600906
1121,Amélia Rodrigues/BA,2901106
1122,Anchieta/ES,3200409
1123,Arabutã/SC,4201273
1124,Armazém/SC,4201505
1125,Bacabal/MA,2101202
1126,Bacabeira/MA,2101251
1127,Barcelona/RN,2401503
1128,Brejetuba/ES,3201159
1129,Buerarema/BA,2904704
1130,Buritis/RO,1100452
1131,Campo Limpo Paulista/SP,3509601
1132,Carauari/AM,1301001
1133,Castilho/SP,3511003
1134,Concórdia/SC,4204301
1135,Cupira/PE,2605004
1136,Curaçá/BA,2909901
1137,Demerval Lobão/PI,2203305
1138,Duartina/SP,3514502
1139,Escada/PE,2605202
1140,Fartura/SP,3515400
1141,Feira Nova/PE,2605400
1142,Flores da Cunha/RS,4308201
1143,Guairaçá/PR,4108908
1144,Inhuma/PI,2204709
1145,Ipanguaçu/RN,2404705
1146,Itabaianinha/SE,2803005
1147,Itapecuru Mirim/MA,2105401
1148,Itaúna/MG,3133808
1149,João Neiva/ES,3203130
1150,Lagarto/SE,2803500
1151,Leopoldina/MG,3138401
1152,Lindóia do Sul/SC,4209854
1153,Miranda/MS,5005608
1154,Mucajaí/RR,1400308
1155,Novo Cruzeiro/MG,3145307
1156,Pedro Canário/ES,3204054
1157,Piracaia/SP,3538600
1158,Pombal/PB,2512101
1159,Porteiras/CE,2311108
1160,Pouso Redondo/SC,4213708
1161,Presidente Kennedy/ES,3204302
1162,Primavera/PA,1506104
1163,Reriutaba/CE,2311702
1164,Rio Novo do Sul/ES,3204401
1165,Rorainópolis/RR,1400472
1166,Santa Gertrudes/SP,3546702
1167,Santo Antônio do Caiuá/PR,4124202
1168,Serra de São Bento/RN,2413300
1169,Surubim/PE,2614501
1170,São Gonçalo do Amarante/CE,2312403
1171,São Joaquim da Barra/SP,3549409
1172,Taiaçu/SP,3553104
1173,Trizidela do Vale/MA,2112233
1174,União dos Palmares/AL,2709301
1175,Acaraú/CE,2300200
1176,Afuá/PA,1500305
1177,Arandu/SP,3503109
1178,Barreirinhas/MA,2101707
1179,Bela Cruz/CE,2302305
1180,Bom Princípio do Piauí/PI,2201919
1181,Caeté/MG,3110004
1182,Camanducaia/MG,3110509
1183,Carmo do Rio Verde/GO,5205000
1184,Ceres/GO,5205406
1185,Chorozinho/CE,2303956
1186,Coari/AM,1301209
1187,Conselheiro Lafaiete/MG,3118304
1188,Coromandel/MG,3119302
1189,Esperantina/PI,2203701
1190,Francinópolis/PI,2204006
1191,Guaiúba/CE,2304954
1192,Guaraci/PR,4109203
1193,Guaxupé/MG,3128709
1194,Ibaretama/CE,2305266
1195,Ilha Solteira/SP,3520442
1196,Ilhota/SC,4207106
1197,Itaguara/MG,3132206
1198,Itaiópolis/SC,4208104
1199,Itapiúna/CE,2306504
1200,Jaçanã/RN,2405009
1201,Juquitiba/SP,3526209
1202,Lagoa de Itaenga/PE,2608503
1203,Luís Correia/PI,2205706
1204,Meleiro/SC,4210803
1205,Mineiros do Tietê/SP,3529807
1206,Miranda do Norte/MA,2106755
1207,Monte Azul/MG,3142908
1208,Morros/MA,2107100
1209,Mundo Novo/MS,5005681
1210,Munhoz/MG,3143807
1211,Muçum/RS,4312609
1212,Orós/CE,2309508
1213,Paulistânia/SP,3536570
1214,Penha/SC,4212502
1215,Pesqueira/PE,2610905
1216,Poço Branco/RN,2410108
1217,Rancharia/SP,3542206
1218,Registro/SP,3542602
1219,Rio Formoso/PE,2611903
1220,Sanharó/PE,2612406
1221,Santo Antônio da Alegria/SP,3547908
1222,São Bento/PB,2513901
1223,São José do Egito/PE,2613602
1224,São José do Piauí/PI,2210201
1225,São Luiz/RR,1400605
1226,São Miguel/RN,2412500
1227,São Sebastião do Paraíso/MG,3164704
1228,São Vicente Férrer/PE,2613800
1229,Touros/RN,2414407
1230,Tuntum/MA,2112308
1231,Tururu/CE,2313559
1232,Valença/BA,2932903
1233,Vargem Grande/MA,2112704
1234,Vertentes/PE,2616209
1235,Acarape/CE,2300150
1236,Alcântara/MA,2100204
1237,Alto Paraná/PR,4100608
1238,Alto Paraíso/RO,1100403
1239,Alto do Rodrigues/RN,2400703
1240,Angatuba/SP,3502200
1241,Angical do Piauí/PI,2200608
1242,Aparecida/SP,3502507
1243,Arapiraca/AL,2700300
1244,Arari/MA,2101004
1245,Avaí/SP,3504305
1246,Baraúna/RN,2401453
1247,Barra do Garças/MT,5101803
1248,Bento Fernandes/RN,2401602
1249,Bonito/PE,2602308
1250,Cananéia/SP,3509908
1251,Castro Alves/BA,2907301
1252,Catanduvas/SC,4204004
1253,Congo/PB,2504702
1254,Coração de Maria/BA,2908903
1255,Coreaú/CE,2304004
1256,Cururupu/MA,2103703
1257,Dois Vizinhos/PR,4107207
1258,Espera Feliz/MG,3124203
1259,Groaíras/CE,2304905
1260,Guanambi/BA,2911709
1261,Ibirapuitã/RS,4309951
1262,Iguape/SP,3520301
1263,Imbaú/PR,4110078
1264,Indiaroba/SE,2802809
1265,Ipiranga do Norte/MT,5104526
1266,Itaporanga d'Ajuda/SE,2803203
1267,Jaguapitã/PR,4111902
1268,Jaguaruana/CE,2307007
1269,Junco do Maranhão/MA,2105658
1270,Junqueirópolis/SP,3526001
1271,Ladário/MS,5005202
1272,Matinha/MA,2106508
1273,Mirante/BA,2921450
1274,Mirassol d'Oeste/MT,5105622
1275,Morretes/PR,4116208
1276,Nazareno/MG,3144508
1277,Nova Londrina/PR,4117107
1278,Paraíso das Águas/MS,5006275
1279,Piedade/SP,3537800
1280,Pinheiral/RJ,3303955
1281,Populina/SP,3540408
1282,Queimadas/PB,2512507
1283,Ribeira do Piauí/PI,2208874
1284,Rosário/MA,2109601
1285,Santa Isabel do Ivaí/PR,4123709
1286,Santa Isabel do Rio Negro/AM,1303601
1287,Santos Dumont/MG,3160702
1288,Selvíria/MS,5007802
1289,Serrana/SP,3551504
1290,Soledade/RS,4320800
1291,São Miguel dos Milagres/AL,2708709
1292,São Rafael/RN,2412807
1293,Taquarituba/SP,3553807
1294,Tarabai/SP,3553906
1295,Três Pontas/MG,3169406
1296,União/PI,2211100
1297,Viçosa/AL,2709400
1298,Alagoinha/PE,2600609
1299,Alcântaras/CE,2300507
1300,Altinho/PE,2600807
1301,Amaporã/PR,4100905
1302,Anajatuba/MA,2100709
1303,Apiacá/ES,3200508
1304,Araripe/CE,2301307
1305,Arceburgo/MG,3104106
1306,Arroio do Meio/RS,4301008
1307,Banabuiú/CE,2301851
1308,Barro Preto/BA,2903300
1309,Caetés/PE,2603207
1310,Canutama/AM,1300904
1311,Carazinho/RS,4304705
1312,Carlos Chagas/MG,3113701
1313,Cruzeiro do Sul/PR,4106704
1314,Custódia/PE,2605103
1315,Estância/SE,2802106
1316,Floriano/PI,2203909
1317,Hidrolândia/CE,2305209
1318,Ibateguara/AL,2703007
1319,Ibicuitinga/CE,2305332
1320,Ielmo Marinho/RN,2404606
1321,Iepê/SP,3519907
1322,Igarapé-Açu/PA,1503200
1323,Inhumas/GO,5210000
1324,Itaobim/MG,3133303
1325,Japurá/PR,4112405
1326,Jardim/CE,2307106
1327,Jatobá/PE,2608057
1328,Jupi/PE,2608305
1329,Juruá/AM,1302207
1330,Lagoa Santa/MG,3137601
1331,Lagoa do Barro do Piauí/PI,2205565
1332,Lajes Pintadas/RN,2406809
1333,Milagres/CE,2308302
1334,Murici/AL,2705507
1335,Não-Me-Toque/RS,4312658
1336,Palma Sola/SC,4212007
1337,Paranacity/PR,4118105
1338,Pedra/PE,2610806
1339,Pedro II/PI,2207900
1340,Pereiro/CE,2310803
1341,Piraju/SP,3538808
1342,Piúma/ES,3204203
1343,Planaltina do Paraná/PR,4119707
1344,Potiretama/CE,2311231
1345,Poção/PE,2611200
1346,Ribeira do Pombal/BA,2926608
1347,Salvaterra/PA,1506302
1348,Santa Cruz do Arari/PA,1506401
1349,Santa Terezinha de Itaipu/PR,4124053
1350,Senador Guiomard/AC,1200450
1351,Sirinhaém/PE,2614204
1352,Sobrália/MG,3167707
1353,Tamboara/PR,4126702
1354,Taquaritinga/SP,3553708
1355,Tupanatinga/PE,2615805
1356,Uruoca/CE,2313906
1357,Varzelândia/MG,3170909
1358,Vespasiano/MG,3171204
1359,Viçosa do Ceará/CE,2314102
1360,Viçosa/MG,3171303
1361,Xaxim/SC,4219705
1362,Augusto Corrêa/PA,1500909
1363,Autazes/AM,1300300
1364,Balsas/MA,2101400
1365,Bataguassu/MS,5001904
1366,Betânia do Piauí/PI,2201739
1367,Breves/PA,1501808
1368,Colares/PA,1502608
1369,Colônia do Gurguéia/PI,2202752
1370,Curvelo/MG,3120904
1371,Elias Fausto/SP,3514908
1372,Ferreiros/PE,2605509
1373,Guzolândia/SP,3518909
1374,Ibiporã/PR,4109807
1375,Ipirá/BA,2914000
1376,Irani/SC,4207809
1377,Itabela/BA,2914653
1378,Itaberaba/BA,2914703
1379,Itamari/BA,2915700
1380,Itapetim/PE,2607703
1381,Itaueira/PI,2205102
1382,Jacarezinho/PR,4111803
1383,Jaguaretama/CE,2306702
1384,Miguel Alves/PI,2206209
1385,Miguelópolis/SP,3529708
1386,Milagres do Maranhão/MA,2106672
1387,Mirandópolis/SP,3530102
1388,Morpará/BA,2921609
1389,Mucugê/BA,2921906
1390,Mãe do Rio/PA,1504059
1391,Oriximiná/PA,1505304
1392,Ourém/PA,1505403
1393,Pentecoste/CE,2310704
1394,Pilar/AL,2706901
1395,Pinhal de São Bento/PR,4119251
1396,Planaltina/GO,5217609
1397,Porto Firme/MG,3152303
1398,Porto da Folha/SE,2805604
1399,Quintana/SP,3542008
1400,Santa Izabel do Pará/PA,1506500
1401,Santo Antônio de Pádua/RJ,3304706
1402,São José da Lapa/MG,3162955
1403,Terra Alta/PA,1507961
1404,Tuparetama/PE,2615904
1405,Vicência/PE,2616308
1406,Vila Bela da Santíssima Trindade/MT,5105507
1407,Vitorino Freire/MA,2113009
1408,Xinguara/PA,1508407
1409,Alegre/ES,3200201
1410,Alexandria/RN,2400505
1411,Arneiroz/CE,2301505
1412,Barbalha/CE,2301901
1413,Beruri/AM,1300631
1414,Cajazeiras/PB,2503704
1415,Capela do Alto/SP,3510302
1416,Capela/AL,2701704
1417,Caroebe/RR,1400233
1418,Chavantes/SP,3557204
1419,Conde/PB,2504603
1420,Cravolândia/BA,2909505
1421,Cruz do Espírito Santo/PB,2504900
1422,Domingos Martins/ES,3201902
1423,Espírito Santo do Dourado/MG,3124401
1424,Guaçuí/ES,3202306
1425,Inajá/PE,2607000
1426,Inhangapi/PA,1503408
1427,Irupi/ES,3202652
1428,Itabaiana/PB,2506905
1429,Itambé/PE,2607653
1430,Jataúba/PE,2608008
1431,Mandaguari/PR,4114203
1432,Maribondo/AL,2704807
1433,Maripá de Minas/MG,3140209
1434,Nazaré Paulista/SP,3532405
1435,Nazária/PI,2206720
1436,Ocara/CE,2309458
1437,Pacajá/PA,1505486
1438,Paulo Afonso/BA,2924009
1439,Pimenta Bueno/RO,1100189
1440,Presidente Juscelino/MA,2109205
1441,Quatá/SP,3541703
1442,Rosário do Sul/RS,4316402
1443,Santa Maria do Pará/PA,1506609
1444,São João do Jaguaribe/CE,2312502
1445,São Lourenço da Serra/SP,3549953
1446,São Sebastião da Boa Vista/PA,1507706
1447,Tabira/PE,2614600
1448,Tailândia/PA,1507953
1449,Tracuateua/PA,1508035
1450,Victor Graeff/RS,4323200
1451,Vista Alegre do Alto/SP,3556909
1452,Água Fria/BA,2900405
1453,Acajutiba/BA,2900306
1454,Alagoa Nova/PB,2500403
1455,Apuiarés/CE,2300903
1456,Ararendá/CE,2301257
1457,Barcelos/AM,1300409
1458,Barra de São Miguel/PB,2501708
1459,Benjamin Constant/AM,1300607
1460,Boa Vista da Aparecida/PR,4103057
1461,Cabreúva/SP,3508405
1462,Campinas do Sul/RS,4303806
1463,Campo Redondo/RN,2402105
1464,Carnaúba dos Dantas/RN,2402402
1465,Conceição de Macabu/RJ,3301405
1466,Coremas/PB,2504801
1467,Curionópolis/PA,1502772
1468,Curuçá/PA,1502905
1469,Fernando Pedroza/RN,2403756
1470,Floresta/PR,4107900
1471,Garrafão do Norte/PA,1503077
1472,Ibicaraí/BA,2912103
1473,Ipaumirim/CE,2305704
1474,Itapororoca/PB,2507101
1475,Itatira/CE,2306603
1476,Jaborandi/SP,3524204
1477,Jaciara/MT,5104807
1478,Jucati/PE,2608255
1479,Lagoa Dourada/MG,3137403
1480,Maratá/RS,4311791
1481,Maraã/AM,1302801
1482,Nazaré da Mata/PE,2609501
1483,Nova Esperança/PR,4116901
1484,Nova Olinda do Norte/AM,1303106
1485,Orocó/PE,2609808
1486,Panelas/PE,2610202
1487,Pedreiras/MA,2108207
1488,Piedade dos Gerais/MG,3150406
1489,Querência do Norte/PR,4121000
1490,Quixaba/PE,2611533
1491,Redenção/PA,1506138
1492,Rio Branco/MT,5107206
1493,Rio Preto da Eva/AM,1303569
1494,Rio Real/BA,2927002
1495,Serra Negra do Norte/RN,2413409
1496,Serra Preta/BA,2930402
1497,Serra do Navio/AP,1600055
1498,São Caetano de Odivelas/PA,1507102
1499,São Francisco/MG,3161106
1500,São Geraldo da Piedade/MG,3161601
1501,São João do Araguaia/PA,1507508
1502,São João dos Patos/MA,2111102
1503,Teófilo Otoni/MG,3168606
1504,Tomar do Geru/SE,2807501
1505,Triunfo/RS,4322004
1506,Uruburetama/CE,2313807
1507,Aguaí/SP,3500303
1508,Alenquer/PA,1500404
1509,Almadina/BA,2900900
1510,Alto Santo/CE,2300705
1511,Anadia/AL,2700201
1512,Anajás/PA,1500701
1513,Aperibé/RJ,3300159
1514,Areiópolis/SP,3503604
1515,Barra de Santo Antônio/AL,2700508
1516,Barrinha/SP,3505609
1517,Barro Alto/GO,5203203
1518,Biritiba Mirim/SP,3506607
1519,Brasília de Minas/MG,3108602
1520,Cajati/SP,3509254
1521,Camocim de São Félix/PE,2603504
1522,Campo Alegre de Lourdes/BA,2905909
1523,Carnaubal/CE,2303402
1524,Castelo do Piauí/PI,2202604
1525,Codó/MA,2103307
1526,Concórdia do Pará/PA,1502756
1527,Condado/PE,2604601
1528,Confresa/MT,5103353
1529,Ereré/CE,2304277
1530,Ernestina/RS,4307054
1531,Espírito Santo do Pinhal/SP,3515186
1532,Guarabira/PB,2506301
1533,Iracema/CE,2306009
1534,Itariri/SP,3523305
1535,Jaborá/SC,4208609
1536,João Câmara/RN,2405801
1537,Lago da Pedra/MA,2105708
1538,Licínio de Almeida/BA,2919405
1539,Limoeiro de Anadia/AL,2704203
1540,Lucélia/SP,3527405
1541,Luzilândia/PI,2205805
1542,Macuco/RJ,3302452
1543,Manaquiri/AM,1302553
1544,Miracatu/SP,3529906
1545,Monção/MA,2106904
1546,Morro da Garça/MG,3143609
1547,Nazaré do Piauí/PI,2206704
1548,Nhamundá/AM,1303007
1549,Novo Gama/GO,5215231
1550,Pacoti/CE,2309805
1551,Palmital/SP,3535309
1552,Paripueira/AL,2706448
1553,Pedra Branca do Amapari/AP,1600154
1554,Pirassununga/SP,3539301
1555,Pitangueiras/SP,3539509
1556,Salesópolis/SP,3545001
1557,Santa Clara do Sul/RS,4316758
1558,Santa Rita do Passa Quatro/SP,3547502
1559,Siqueira Campos/PR,4126603
1560,Solonópole/CE,2313005
1561,São José da Vitória/BA,2929354
1562,São João de Pirabas/PA,1507474
1563,São Sebastião da Grama/SP,3550803
1564,Sítio Novo do Tocantins/TO,1720804
1565,Tamandaré/PE,2614857
1566,Três Marias/MG,3169356
1567,Tucunduva/RS,4322103
1568,Urupá/RO,1101708
1569,Vargem Bonita/SC,4219176
1570,Vassouras/RJ,3306206
1571,Xexéu/PE,2616506
1572,Água Branca/PI,2200202
1573,Agrestina/PE,2600302
1574,Alagoa Grande/PB,2500304
1575,Alto Alegre do Pindaré/MA,2100477
1576,Alvorada do Gurguéia/PI,2200459
1577,Além Paraíba/MG,3101508
1578,Amaturá/AM,1300060
1579,Anapu/PA,1500859
1580,Aurora do Pará/PA,1500958
1581,Balneário Barra do Sul/SC,4202057
1582,Barra Bonita/SP,3505302
1583,Barracão/PR,4102604
1584,Belo Oriente/MG,3106309
1585,Belo Vale/MG,3106408
1586,Boa Viagem/CE,2302404
1587,Bom Jesus/PI,2201903
1588,Borborema/SP,3507407
1589,Brejo Santo/CE,2302503
1590,Brejo do Cruz/PB,2502805
1591,Caapiranga/AM,1300839
1592,Caaporã/PB,2503001
1593,Campestre da Serra/RS,4303673
1594,Campinorte/GO,5204706
1595,Campos Sales/CE,2302701
1596,Cariré/CE,2303105
1597,Codajás/AM,1301308
1598,Cordeirópolis/SP,3512407
1599,Correntes/PE,2604700
1600,Coxixola/PB,2504850
1601,Cruz das Almas/BA,2909802
1602,Delmiro Gouveia/AL,2702405
1603,Dobrada/SP,3514007
1604,Dom Pedro/MA,2103802
1605,Engenheiro Coelho/SP,3515152
1606,Estiva/MG,3124500
1607,Estrela d'Oeste/SP,3515202
1608,Floriano Peixoto/RS,4308250
1609,Fonte Boa/AM,1301605
1610,Guaratuba/PR,4109609
1611,Guaíra/SP,3517406
1612,Ibimirim/PE,2606606
1613,Ilha Grande/PI,2204659
1614,Ipiaçu/MG,3131406
1615,Itaporanga/PB,2507002
1616,Itaubal/AP,1600253
1617,Itirapina/SP,3523602
1618,Jarinu/SP,3525201
1619,José de Freitas/PI,2205508
1620,Juquiá/SP,3526100
1621,Jurema/PE,2608404
1622,Lavrinhas/SP,3526605
1623,Limoeiro do Ajuru/PA,1504000
1624,Mandaguaçu/PR,4114104
1625,Manoel Emídio/PI,2205904
1626,Maragogi/AL,2704500
1627,Maragogipe/BA,2920601
1628,Marechal Floriano/ES,3203346
1629,Martinópolis/SP,3529203
1630,Mineiros/GO,5213103
1631,Montanhas/RN,2407708
1632,Nova Bréscia/RS,4313003
1633,Nova Olinda/CE,2309201
1634,Nova Prata/RS,4313300
1635,Nova Timboteua/PA,1505007
1636,Novo Aripuanã/AM,1303304
1637,Paragominas/PA,1505502
1638,Pedras de Fogo/PB,2511202
1639,Piaçabuçu/AL,2706802
1640,Ponta de Pedras/PA,1505700
1641,Porto de Moz/PA,1505908
1642,Quaraí/RS,4315305
1643,Querência/MT,5107065
1644,Quixelô/CE,2311355
1645,Salvador do Sul/RS,4316501
1646,Senhora do Porto/MG,3166105
1647,Serra Negra/SP,3551603
1648,Silves/AM,1304005
1649,Sátiro Dias/BA,2929701
1650,São Benedito/CE,2312304
1651,São Francisco do Brejão/MA,2110856
1652,São João Batista/MA,2111003
1653,São Miguel dos Campos/AL,2708600
1654,São Sebastião do Alto/RJ,3305307
1655,Tapauá/AM,1304104
1656,Tomé-Açu/PA,1508001
1657,Trindade/PE,2615607
1658,Tupaciguara/MG,3169604
1659,Umirim/CE,2313757
1660,Viseu/PA,1508308
1661,Almeirim/PA,1500503
1662,Anísio de Abreu/PI,2200707
1663,Areia/PB,2501104
1664,Arvorezinha/RS,4301404
1665,Arês/RN,2401206
1666,Betânia/PE,2601805
1667,Bicas/MG,3106903
1668,Bom Jesus dos Perdões/SP,3507100
