,cities,geocode
1669,Boqueirão/PB,2502508
1670,Borebi/SP,3507456
1671,Cabrobó/PE,2603009
1672,Caldeirão Grande/BA,2905503
1673,Canto do Buriti/PI,2202307
1674,Choró/CE,2303931
1675,Couto Magalhães/TO,1706001
1676,Deputado Irapuan Pinheiro/CE,2304269
1677,Getúlio Vargas/RS,4308904
1678,Governador Edison Lobão/MA,2104552
1679,Guamaré/RN,2404507
1680,Gurinhém/PB,2506400
1681,Holambra/SP,3519055
1682,Itacaré/BA,2914901
1683,Itajobi/SP,3521903
1684,Itaquitinga/PE,2607802
1685,Jaraguá/GO,5211800
1686,Laje/BA,2918803
1687,Livramento de Nossa Senhora/BA,2919504
1688,Marco/CE,2307809
1689,Marizópolis/PB,2509156
1690,Martinho Campos/MG,3140506
1691,Monte Azul Paulista/SP,3531506
1692,Morada Nova/CE,2308708
1693,Muzambinho/MG,3144102
1694,Nilo Peçanha/BA,2922607
1695,Oeiras/PI,2207009
1696,Olho d'Água das Flores/AL,2705705
1697,Oliveira dos Brejinhos/BA,2923209
1698,Ouro Branco/RN,2408508
1699,Paraipaba/CE,2310258
1700,Pedro de Toledo/SP,3537206
1701,Peritiba/SC,4212601
1702,Pinhalzinho/SP,3538204
1703,Pirapora do Bom Jesus/SP,3539103
1704,Piripiri/PI,2208403
1705,Pontão/RS,4314779
1706,Porto Calvo/AL,2707305
1707,Presidente Alves/SP,3541109
1708,Presidente Castello Branco/SC,4213906
1709,Presidente Dutra/MA,2109106
1710,Presidente Juscelino/MG,3153202
1711,Rio Grande do Piauí/PI,2209005
1712,Santa Cruz da Conceição/SP,3546207
1713,Santa Helena de Goiás/GO,5219308
1714,Santo Antônio do Aracanguá/SP,3548054
1715,Santo Antônio do Pinhal/SP,3548203
1716,Seara/SC,4217501
1717,Socorro/SP,3552106
1718,São Sebastião do Uatumã/AM,1303957
1719,São Sebastião/AL,2708808
1720,Tapejara/RS,4320909
1721,Três Cachoeiras/RS,4321667
1722,Tuiuti/SP,3554953
1723,Urucará/AM,1304302
1724,Várzea Grande/PI,2211407
1725,Amapá/AP,1600105
1726,Arealva/SP,3503406
1727,Atalaia/AL,2700409
1728,Avelinópolis/GO,5202809
1729,Bagre/PA,1501105
1730,Bom Jesus do Tocantins/PA,1501576
1731,Brejo/MA,2102101
1732,Buriti dos Lopes/PI,2202000
1733,Buriticupu/MA,2102325
1734,Caetanos/BA,2905156
1735,Caetanópolis/MG,3109907
1736,Camamu/BA,2905800
1737,Candeias do Jamari/RO,1100809
1738,Caririaçu/CE,2303204
1739,Carnaubeira da Penha/PE,2603926
1740,Cedro/PE,2604304
1741,Centro Novo do Maranhão/MA,2103174
1742,Ciríaco/RS,4305504
1743,Cordeiro/RJ,3301504
1744,Coronel Bicaco/RS,4305900
1745,Cristinápolis/SE,2801702
1746,Cruz Alta/RS,4306106
1747,Elesbão Veloso/PI,2203503
1748,Esperança/PB,2506004
1749,Estreito/MA,2104057
1750,Faria Lemos/MG,3125309
1751,Granito/PE,2606309
1752,Guaraí/TO,1709302
1753,Humaitá/AM,1301704
1754,Iconha/ES,3202603
1755,Igarapé-Miri/PA,1503309
1756,Iguaracy/PE,2606903
1757,Imbé de Minas/MG,3130556
1758,Irauçuba/CE,2306108
1759,Irituia/PA,1503507
1760,Itamonte/MG,3133006
1761,Itaparica/BA,2916104
1762,Itapiranga/AM,1302009
1763,Itá/SC,4208005
1764,Jaguaribara/CE,2306801
1765,Lagoa do Ouro/PE,2608602
1766,Lajedo do Tabocal/BA,2919058
1767,Lajedo/PE,2608800
1768,Marataízes/ES,3203320
1769,Marcelino Ramos/RS,4311908
1770,Martinópole/CE,2307908
1771,Maruim/SE,2804003
1772,Matriz de Camaragibe/AL,2705101
1773,Miraíma/CE,2308377
1774,Mocajuba/PA,1504604
1775,Niquelândia/GO,5214606
1776,Nova Esperança do Piriá/PA,1504950
1777,Olho d'Água das Cunhãs/MA,2107407
1778,Orobó/PE,2609709
1779,Ouricuri/PE,2609907
1780,Paranapoema/PR,4118303
1781,Ponte Serrada/SC,4213401
1782,Poço Fundo/MG,3151701
1783,Santa Bárbara do Sul/RS,4316709
1784,Santa Maria Madalena/RJ,3304607
1785,São Domingos do Capim/PA,1507201
1786,São Francisco do Piauí/PI,2209708
1787,São Joaquim do Monte/PE,2613305
1788,São José de Ubá/RJ,3305133
1789,São Romão/MG,3164209
1790,Tartarugalzinho/AP,1600709
1791,Terra Nova/PE,2615201
1792,Trindade do Sul/RS,4321956
1793,Três Palmeiras/RS,4321857
1794,Turvo/SC,4218806
1795,Ubaitaba/BA,2932200
1796,Urucurituba/AM,1304401
1797,Venturosa/PE,2616001
1798,Xavantina/SC,4219606
1799,Água Preta/PE,2600401
1800,Abaiara/CE,2300101
1801,Areia Branca/SE,2800506
1802,Augustinópolis/TO,1702554
1803,Auriflama/SP,3504206
1804,Barras/PI,2201200
1805,Bom Jardim/MA,2102002
1806,Bonito/PA,1501600
1807,Borba/AM,1300805
1808,Campo do Tenente/PR,4104105
1809,Candiota/RS,4304358
1810,Canindé de São Francisco/SE,2801207
1811,Colinas/RS,4305587
1812,Conceição do Lago-Açu/MA,2103554
1813,Corrente/PI,2202901
1814,Céu Azul/PR,4105300
1815,Derrubadas/RS,4306320
1816,Fartura do Piauí/PI,2203750
1817,Faxinal dos Guedes/SC,4205308
1818,Frecheirinha/CE,2304509
1819,Horizontina/RS,4309605
1820,Ibirama/SC,4206900
1821,Igaraçu do Tietê/SP,3520004
1822,Ipameri/GO,5210109
1823,Ipu/CE,2305803
1824,Itajá/RN,2404853
1825,Italva/RJ,3302056
1826,Itapuã do Oeste/RO,1101104
1827,Ituverava/SP,3524105
1828,Jaqueira/PE,2607950
1829,Lagoa Seca/PB,2508307
1830,Magalhães de Almeida/MA,2106300
1831,Mari/PB,2509107
1832,Melgaço/PA,1504505
1833,Minas Novas/MG,3141801
1834,Missão Velha/CE,2308401
1835,Monsenhor Gil/PI,2206407
1836,Paraíso do Norte/PR,4118006
1837,Pedro Leopoldo/MG,3149309
1838,Pio IX/PI,2208205
1839,Poconé/MT,5106505
1840,Pradópolis/SP,3540903
1841,Primavera/PE,2611408
1842,Ribeirópolis/SE,2806008
1843,Rosário do Catete/SE,2806107
1844,Santa Fé do Sul/SP,3546603
1845,Santa Maria/RN,2409332
1846,Santaluz/BA,2928000
1847,São José do Vale do Rio Preto/RJ,3305158
1848,São João da Ponta/PA,1507466
1849,São Miguel do Tocantins/TO,1720200
1850,Tabocão/TO,1708254
1851,Urutaí/GO,5221809
1852,Uruçuí/PI,2211209
1853,Alto Alegre do Maranhão/MA,2100436
1854,Amarante do Maranhão/MA,2100600
1855,Aquidabã/SE,2800209
1856,Aracatu/BA,2902005
1857,Araquari/SC,4201307
1858,Araçagi/PB,2500809
1859,Atilio Vivacqua/ES,3200706
1860,Baixo Guandu/ES,3200805
1861,Barra de São Francisco/ES,3200904
1862,Bocaina/SP,3506805
1863,Caconde/SP,3508702
1864,Catingueira/PB,2504207
1865,Coelho Neto/MA,2103406
1866,Colina/SP,3512001
1867,Conceição da Barra/ES,3201605
1868,Conceição do Castelo/ES,3201704
1869,Cosmorama/SP,3512902
1870,Cosmópolis/SP,3512803
1871,Divino de São Lourenço/ES,3201803
1872,Dores do Rio Preto/ES,3202009
1873,Dário Meira/BA,2910008
1874,Ecoporanga/ES,3202108
1875,Feliz/RS,4308102
1876,Flores/PE,2605608
1877,Fraiburgo/SC,4205506
1878,Governador Lindenberg/ES,3202256
1879,Guará/SP,3517703
1880,Ibatiba/ES,3202454
1881,Ibitirama/ES,3202553
1882,Itaguaçu/ES,3202702
1883,Itarana/ES,3202900
1884,Iúna/ES,3203007
1885,Jaguarari/BA,2917706
1886,Jaguaré/ES,3203056
1887,Jangada/MT,5104906
1888,Japoatã/SE,2803401
1889,Jesúpolis/GO,5212055
1890,Lagoa Salgada/RN,2406601
1891,Laranja da Terra/ES,3203163
1892,Lindóia/SP,3527009
1893,Madalena/CE,2307635
1894,Manhumirim/MG,3139508
1895,Mantenópolis/ES,3203304
1896,Maracajá/SC,4210407
1897,Marilândia/ES,3203353
1898,Mata de São João/BA,2921005
1899,Mimoso do Sul/ES,3203403
1900,Montanha/ES,3203502
1901,Morro Cabeça no Tempo/PI,2206654
1902,Mucurici/ES,3203601
1903,Muniz Freire/ES,3203700
1904,Muqui/ES,3203809
1905,Nova Cruz/RN,2408300
1906,Nova Fátima/PR,4117008
1907,Novo Horizonte/SP,3533502
1908,Olinda Nova do Maranhão/MA,2107456
1909,Palestina/AL,2706208
1910,Palmeirais/PI,2207504
1911,Palmitos/SC,4212106
1912,Pancas/ES,3204005
1913,Penedo/AL,2706703
1914,Peritoró/MA,2108454
1915,Petrolândia/PE,2611002
1916,Pinheiro/MA,2108603
1917,Pinheiros/ES,3204104
1918,Piquerobi/SP,3538303
1919,Ponto Belo/ES,3204252
1920,Porto Nacional/TO,1718204
1921,Prado Ferreira/PR,4120333
1922,Queimada Nova/PI,2208650
1923,Regente Feijó/SP,3542404
1924,Ribeirão Branco/SP,3543006
1925,Ribeirão do Pinhal/PR,4121901
1926,Rio Bananal/ES,3204351
1927,Santa Bárbara/BA,2927507
1928,Santa Helena/SC,4215554
1929,Santa Maria do Cambucá/PE,2612703
1930,Santo Antônio de Posse/SP,3548005
1931,Santo Ângelo/RS,4317509
1932,Seabra/BA,2929909
1933,Senador La Rocque/MA,2111763
1934,Serra do Mel/RN,2413359
1935,São Domingos do Norte/ES,3204658
1936,São Felipe/BA,2929107
1937,São Félix do Xingu/PA,1507300
1938,São José do Belmonte/PE,2613503
1939,São José do Bonfim/PB,2514602
1940,São Mateus do Maranhão/MA,2111508
1941,São Paulo do Potengi/RN,2412609
1942,São Pedro do Piauí/PI,2210508
1943,Taió/SC,4217808
1944,Tigrinhos/SC,4217956
1945,Três Barras/SC,4218301
1946,Três Corações/MG,3169307
1947,Tunas/RS,4322152
1948,Tupi Paulista/SP,3555109
1949,Umbaúba/SE,2807600
1950,Vargem Alta/ES,3205036
1951,Vila Pavão/ES,3205150
1952,Vista Alegre do Prata/RS,4323606
1953,Wanderlândia/TO,1722081
1954,Xangri-lá/RS,4323804
1955,Zortéa/SC,4219853
1956,Água Doce do Norte/ES,3200169
1957,Águas de Chapecó/SC,4200507
1958,Águia Branca/ES,3200136
1959,Álvares Machado/SP,3501301
1960,Afogados da Ingazeira/PE,2600104
1961,Afrânio/PE,2600203
1962,Alhandra/PB,2500601
1963,Alterosa/MG,3102001
1964,Araguanã/MA,2100873
1965,Arataca/BA,2902252
1966,Aroazes/PI,2200905
1967,Axixá do Tocantins/TO,1702901
1968,Baião/PA,1501204
1969,Bandeirantes do Tocantins/TO,1703057
1970,Barra de São Miguel/AL,2700607
1971,Batalha/AL,2700706
1972,Boa Hora/PI,2201770
1973,Bom Repouso/MG,3107901
1974,Branquinha/AL,2701100
1975,Brejinho/RN,2401800
1976,Carlópolis/PR,4104709
1977,Coruripe/AL,2702306
1978,Cruz/CE,2304251
1979,Cujubim/RO,1100940
1980,Dom Eliseu/PA,1502939
1981,General Sampaio/CE,2304608
1982,Governador Newton Bello/MA,2104651
1983,Guariba/SP,3518602
1984,Humberto de Campos/MA,2105005
1985,Ibiaí/MG,3129608
1986,Ipixuna do Pará/PA,1503457
1987,Itatiaiuçu/MG,3133709
1988,Itaúna do Sul/PR,4111308
1989,Jacundá/PA,1503804
1990,Jaguari/RS,4311106
1991,Junqueiro/AL,2704005
1992,Lagoa da Canoa/AL,2704104
1993,Lima Campos/MA,2106003
1994,Lupionópolis/PR,4113809
1995,Maracanã/PA,1504307
1996,Maracás/BA,2920502
1997,Maraú/BA,2920700
1998,Meruoca/CE,2308203
1999,Moema/MG,3142403
2000,Moju/PA,1504703
2001,Mutum/MG,3144003
2002,Mâncio Lima/AC,1200336
2003,Nova Olinda/TO,1714880
2004,Palmeira das Missões/RS,4313706
2005,Paraibuna/SP,3535606
2006,Paranapanema/SP,3535804
2007,Paulo Jacinto/AL,2706604
2008,Pendências/RN,2409902
2009,Porto Franco/MA,2109007
2010,Presidente Epitácio/SP,3541307
2011,Riacho dos Cavalos/PB,2512804
2012,Rio das Pedras/SP,3544004
2013,Saldanha Marinho/RS,4316436
2014,Saltinho/SP,3545159
2015,Santa Helena/PB,2513307
2016,Santa Mariana/PR,4123907
2017,Santo Amaro/BA,2928604
2018,Sarapuí/SP,3551108
2019,Serrano do Maranhão/MA,2111789
2020,São Bernardino/SC,4215752
2021,São José de Piranhas/PB,2514503
2022,São Lourenço do Piauí/PI,2210359
2023,São Luís Gonzaga do Maranhão/MA,2111409
2024,São Martinho/SC,4217105
2025,São Sebastião do Oeste/MG,3164605
2026,Taquaritinga do Norte/PE,2615003
2027,Tutóia/MA,2112506
2028,Umbuzeiro/PB,2517001
2029,Vargem/SP,3556354
2030,Xapuri/AC,1200708
2031,Águas da Prata/SP,3500402
2032,Adolfo/SP,3500204
2033,Anhembi/SP,3502309
2034,Antonina do Norte/CE,2300804
2035,Axixá/MA,2101103
2036,Bannach/PA,1501253
2037,Bela Vista do Maranhão/MA,2101772
2038,Bequimão/MA,2101905
2039,Boa Vista do Sul/RS,4302253
2040,Bom Jesus/RN,2401701
2041,Cacoal/RO,1100049
2042,Cajobi/SP,3509304
2043,Caracaraí/RR,1400209
2044,Carira/SE,2801405
2045,Charqueada/SP,3511706
2046,Colinas do Tocantins/TO,1705508
2047,Cortês/PE,2604809
2048,Cumaru/PE,2604908
2049,Divisa Nova/MG,3122405
2050,Esperantinópolis/MA,2104008
2051,Francisco Ayres/PI,2204105
2052,Garuva/SC,4205803
2053,Governador Jorge Teixeira/RO,1101005
2054,Guajará-Mirim/RO,1100106
2055,Guaramiranga/CE,2305100
2056,Guaratinga/BA,2911808
2057,Guimarães/MA,2104909
2058,Ibiapina/CE,2305308
2059,Ibicaré/SC,4206801
2060,Ibirajuba/PE,2606705
2061,Ibitinga/SP,3519600
2062,Icaraí de Minas/MG,3130051
2063,Ijuí/RS,4310207
2064,Ivaí/PR,4111407
2065,Juatuba/MG,3136652
2066,Laranjeiras/SE,2803609
2067,Lauro Müller/SC,4209607
2068,Macambira/SE,2803708
2069,Mamanguape/PB,2508901
2070,Mato Castelhano/RS,4312138
2071,Milhã/CE,2308351
2072,Miracema/RJ,3303005
2073,Monsenhor Tabosa/CE,2308609
2074,Monte Belo do Sul/RS,4312385
2075,Mucambo/CE,2309003
2076,Muribeca/SE,2804300
2077,Nova Guataporanga/SP,3533106
2078,Novo Horizonte do Oeste/RO,1100502
2079,Novo Lino/AL,2705606
2080,Ourilândia do Norte/PA,1505437
2081,Parelhas/RN,2408904
2082,Paulino Neves/MA,2108058
2083,Peixe-Boi/PA,1505601
2084,Peixoto de Azevedo/MT,5106422
2085,Poranga/CE,2311009
2086,Portalegre/RN,2410207
2087,Prainha/PA,1506005
2088,Presidente Médici/MA,2109239
2089,Princesa Isabel/PB,2512309
2090,Rio Tinto/PB,2512903
2091,Sairé/PE,2612000
2092,Salto Grande/SP,3545407
2093,Santa Fé de Goiás/GO,5219258
2094,Santa Maria da Boa Vista/PE,2612604
2095,Santa Maria da Serra/SP,3547007
2096,Santa Rita do Sapucaí/MG,3159605
2097,Santo Amaro das Brotas/SE,2806602
2098,Serra Redonda/PB,2515807
2099,São José das Missões/RS,4318457
2100,São João do Itaperiú/SC,4216354
2101,São João/PE,2613206
2102,São Julião/PI,2210300
2103,Taquarana/AL,2709103
2104,Timburi/SP,3554607
2105,Tobias Barreto/SE,2807402
2106,Três Barras do Paraná/PR,4127858
2107,Água Azul do Norte/PA,1500347
2108,Aldeias Altas/MA,2100303
2109,Apicum-Açu/MA,2100832
2110,Araguatins/TO,1702208
2111,Assis Brasil/AC,1200054
2112,Barreiros/PE,2601409
2113,Bom Lugar/MA,2102077
2114,Boquim/SE,2800670
2115,Bueno Brandão/MG,3109105
2116,Caiçara/PB,2503605
2117,Calçoene/AP,1600204
2118,Campo Alegre/AL,2701407
2119,Casserengue/PB,2504157
2120,Catuji/MG,3115458
2121,Colônia Leopoldina/AL,2702108
2122,Conchal/SP,3512209
2123,Coroados/SP,3512506
2124,Curvelândia/MT,5103437
2125,Duque Bacelar/MA,2103901
2126,Espigão D'Oeste/RO,1100098
2127,Frei Paulo/SE,2802304
2128,Ibaté/SP,3519303
2129,Imaculada/PB,2506707
2130,Itaocara/RJ,3302106
2131,Itaí/SP,3521804
2132,Jacupiranga/SP,3524600
2133,Joaquim Gomes/AL,2703809
2134,Jussari/BA,2918555
2135,Maracaçumé/MA,2106326
2136,Monteiro/PB,2509701
2137,Nova Olinda do Maranhão/MA,2107357
2138,Palotina/PR,4117909
2139,Pedrinhas Paulista/SP,3537156
2140,Pilar/PB,2511509
2141,Pilões/RN,2410009
2142,Pilõezinhos/PB,2511707
2143,Pitimbu/PB,2511905
2144,Planura/MG,3151602
2145,Porteirinha/MG,3152204
2146,Poxoréu/MT,5107008
2147,Primavera de Rondônia/RO,1101476
2148,Riacho da Cruz/RN,2410702
2149,Riachuelo/RN,2410900
2150,Roca Sales/RS,4315800
2151,Santa Luzia/MA,2110005
2152,Santana do Ipanema/AL,2708006
2153,Santarém Novo/PA,1506906
2154,Satubinha/MA,2111722
2155,Senador José Bento/MG,3165800
2156,São José de Espinharas/PB,2514404
2157,São João do Piauí/PI,2210003
2158,São Vicente Ferrer/MA,2111706
2159,Taboleiro Grande/RN,2413805
2160,Tarumã/SP,3553955
2161,Tietê/SP,3554508
2162,Ubajara/CE,2313609
2163,Vale do Anari/RO,1101757
2164,Valença do Piauí/PI,2211308
2165,Vargem Grande do Sul/SP,3556404
2166,Várzea Nova/BA,2933158
2167,Aguiarnópolis/TO,1700301
2168,Alta Floresta D'Oeste/RO,1100015
2169,Alto Bela Vista/SC,4200754
2170,Alvorada do Sul/PR,4100806
2171,Amarante/PI,2200509
2172,Ananás/TO,1701002
2173,Arauá/SE,2800407
2174,Barreirinha/AM,1300508
2175,Barros Cassal/RS,4302006
2176,Belterra/PA,1501451
2177,Benedito Novo/SC,4202206
2178,Brejo da Madre de Deus/PE,2602605
2179,Breu Branco/PA,1501782
2180,Buritirana/MA,2102358
2181,Cabixi/RO,1100031
2182,Cachoeira do Piriá/PA,1501956
2183,Campo Novo de Rondônia/RO,1100700
2184,Campo do Brito/SE,2801009
2185,Canudos do Vale/RS,4304614
2186,Carmo/RJ,3301207
2187,Cocal dos Alves/PI,2202729
2188,Colônia do Piauí/PI,2202778
2189,Coqueiro Seco/AL,2702207
2190,Coroatá/MA,2103604
2191,Divina Pastora/SE,2802007
2192,Eldorado do Carajás/PA,1502954
2193,Feijó/AC,1200302
2194,Ferreira Gomes/AP,1600238
2195,Governador Mangabeira/BA,2911600
2196,Ibirapitanga/BA,2912707
2197,Igarapé do Meio/MA,2105153
2198,Igarapé/MG,3130101
2199,Jaramataia/AL,2703700
2200,Jequiá da Praia/AL,2703759
2201,Joaquim Nabuco/PE,2608206
2202,Júlio Borges/PI,2205524
2203,Loanda/PR,4113502
2204,Maxaranguape/RN,2407500
2205,Monsenhor Hipólito/PI,2206506
2206,Nordestina/BA,2922656
2207,Nova Erechim/SC,4211405
2208,Osvaldo Cruz/SP,3534609
2209,Ouro Branco/MG,3145901
2210,Pau Brasil/BA,2923902
2211,Penalva/MA,2108306
2212,Piancó/PB,2511301
2213,Pindaré-Mirim/MA,2108504
2214,Pirapemas/MA,2108801
2215,Piratuba/SC,4213104
2216,Rafael Jambeiro/BA,2925956
2217,Raposos/MG,3153905
2218,Rio Fortuna/SC,4214904
2219,Rio Maria/PA,1506161
2220,Santa Luzia do Itanhy/SE,2806305
2221,Santa Luzia do Pará/PA,1506559
2222,Santo Antônio de Jesus/BA,2928703
2223,Saubara/BA,2929750
2224,Serra da Raiz/PB,2515609
2225,São Bento/MA,2110500
2226,São Francisco do Maranhão/MA,2110906
2227,São Gonçalo do Piauí/PI,2209807
2228,São Gonçalo dos Campos/BA,2929305
2229,São João da Baliza/RR,1400506
2230,São Miguel da Baixa Grande/PI,2210383
2231,São Pedro do Turvo/SP,3550506
2232,São Tomé/RN,2412906
2233,Sítio Novo/MA,2111805
2234,Tarauacá/AC,1200609
2235,Teotônio Vilela/AL,2709152
2236,Terra Santa/PA,1507979
2237,Uruará/PA,1508159
2238,Águas Belas/PE,2600500
2239,Alto Jequitibá/MG,3153509
2240,Anapurus/MA,2100808
2241,Araripina/PE,2601102
2242,Aurora/CE,2301703
2243,Bertolínia/PI,2201705
2244,Boa Vista do Ramos/AM,1300680
2245,Brumadinho/MG,3109006
2246,Buenos Aires/PE,2602704
2247,Buriti/MA,2102200
2248,Buíque/PE,2602803
2249,Cajari/MA,2102507
2250,Caratinga/MG,3113404
2251,Caxambu do Sul/SC,4204103
2252,Cedro de São João/SE,2801603
2253,Chaves/PA,1502509
2254,Doutor Maurício Cardoso/RS,4306734
2255,Francisco Santos/PI,2204204
2256,Fronteira/MG,3127008
2257,Grajaú/MA,2104800
2258,Itacarambi/MG,3132107
2259,Itinga do Maranhão/MA,2105427
2260,Jateí/MS,5005103
2261,Jussiape/BA,2918605
2262,Lima Duarte/MG,3138609
2263,Malhada dos Bois/SE,2803807
2264,Malhador/SE,2803906
2265,Miracema do Tocantins/TO,1713205
2266,Miranorte/TO,1713304
2267,Mirante da Serra/RO,1101302
2268,Moraújo/CE,2308807
2269,Mulungu/PB,2509800
2270,Nazaré/BA,2922508
2271,Paial/SC,4211876
2272,Pedra Grande/RN,2409506
2273,Pilão Arcado/BA,2924405
2274,Planalto Alegre/SC,4213153
2275,Porto do Mangue/RN,2410256
2276,Porto/PI,2208502
2277,Poço das Antas/RS,4314753
2278,Regeneração/PI,2208809
2279,Retirolândia/BA,2926103
2280,Salgado/SE,2806206
2281,Santa Helena/MA,2109809
2282,Senador José Porfírio/PA,1507805
2283,Vila Nova do Piauí/PI,2211605
2284,Água Doce/SC,4200408
2285,Aimorés/MG,3101102
2286,Aiuaba/CE,2300408
2287,Alagoinha/PB,2500502
2288,Alto Alegre dos Parecis/RO,1100379
2289,Alvarães/AM,1300029
2290,Ampére/PR,4101002
2291,Aratuba/CE,2301406
2292,Assaré/CE,2301604
2293,Barra do Corda/MA,2101608
2294,Batalha/PI,2201507
2295,Beneditinos/PI,2201606
2296,Carutapera/MA,2102903
2297,Cedro/CE,2303808
2298,Chaval/CE,2303907
2299,Cocal/PI,2202703
2300,Cândido Mendes/MA,2102606
2301,Felipe Guerra/RN,2403707
2302,Floresta/PE,2605707
2303,Fortaleza dos Nogueiras/MA,2104107
2304,Grossos/RN,2404408
2305,Grão Pará/SC,4206108
2306,Iperó/SP,3521002
2307,João Lisboa/MA,2105500
2308,Jussara/GO,5212204
2309,Lizarda/TO,1712405
2310,Machadinho D'Oeste/RO,1100130
2311,Marcos Parente/PI,2206001
2312,Marilândia do Sul/PR,4114906
2313,Mataraca/PB,2509305
2314,Messias/AL,2705200
2315,Morrinhos/CE,2308906
2316,Nova Araçá/RS,4312807
2317,Nova Floresta/PB,2510105
2318,Nova Granada/SP,3533007
2319,Nova Russas/CE,2309300
2320,Parambu/CE,2310308
2321,Passo de Torres/SC,4212254
2322,Pau D'Arco/PA,1505551
2323,Pinhalzinho/SC,4212908
2324,Pinhão/SE,2805208
2325,Pirpirituba/PB,2511806
2326,Porto União/SC,4213609
2327,Remanso/BA,2926004
2328,Santa Luzia do Paruá/MA,2110039
2329,Santa Quitéria do Maranhão/MA,2110104
2330,Sena Madureira/AC,1200500
2331,São Luiz Gonzaga/RS,4318903
2332,São Marcos/RS,4319000
2333,São Miguel do Oeste/SC,4217204
2334,Tamboril/CE,2313203
2335,Tejuçuoca/CE,2313351
2336,Terra de Areia/RS,4321436
2337,Uiraúna/PB,2516904
2338,Varjota/CE,2313955
2339,Westfália/RS,4323770
2340,Abreulândia/TO,1700251
2341,Afonso Bezerra/RN,2400307
2342,Alpestre/RS,4300505
2343,Amajari/RR,1400027
2344,Amapá do Maranhão/MA,2100550
2345,Barrolândia/TO,1703107
2346,Bertioga/SP,3506359
2347,Bombinhas/SC,4202453
2348,Brasilândia/MS,5002308
2349,Campo Alegre/SC,4203303
2350,Campo Erê/SC,4203501
2351,Campos Belos/GO,5204904
2352,Capim/PB,2504033
2353,Capinópolis/MG,3112604
2354,Caçapava do Sul/RS,4302808
2355,Comercinho/MG,3117009
2356,Cunha Porã/SC,4204707
2357,Cutias/AP,1600212
2358,Cândido Mota/SP,3510005
2359,Engenheiro Paulo de Frontin/RJ,3301801
2360,Fazenda Vilanova/RS,4308078
2361,Filadélfia/TO,1707702
2362,Fátima/TO,1707553
2363,General Câmara/RS,4308805
2364,Goianinha/RN,2404200
2365,Guaraçaí/SP,3517802
2366,Guatambú/SC,4206652
2367,Guia Lopes da Laguna/MS,5004106
2368,Ibirarema/SP,3519501
2369,Inácio Martins/PR,4110201
2370,Ipira/SC,4207601
2371,Iracema/RR,1400282
2372,Itumirim/MG,3134301
2373,Jequitinhonha/MG,3135803
2374,Joselândia/MA,2105609
2375,Lago dos Rodrigues/MA,2105948
2376,Lajes/RN,2406700
2377,Luís Domingues/MA,2106201
2378,Madre de Deus/BA,2919926
2379,Magalhães Barata/PA,1504109
2380,Mamonas/MG,3139250
2381,Matinhas/PB,2509339
2382,Medicilândia/PA,1504455
2383,Montes Altos/MA,2107001
2384,Mormaço/RS,4312427
2385,Nipoã/SP,3532702
2386,Normandia/RR,1400407
2387,Nossa Senhora de Lourdes/SE,2804706
2388,Novo Acordo/TO,1715101
2389,Palmeiras do Tocantins/TO,1713809
2390,Paraú/RN,2408706
2391,Pedra Dourada/MG,3149002
2392,Pedro Velho/RN,2409803
2393,Peri Mirim/MA,2108405
2394,Pilões/PB,2511608
2395,Pinto Bandeira/RS,4314548
2396,Portel/PA,1505809
2397,Poté/MG,3152402
2398,Pouso Novo/RS,4315131
2399,Pracuúba/AP,1600550
2400,Presidente Sarney/MA,2109270
2401,Remígio/PB,2512705
2402,Riachão do Dantas/SE,2805802
2403,Rodeio/SC,4215109
2404,Rosário Oeste/MT,5107701
2405,Santa Cruz das Palmeiras/SP,3546306
2406,Santa Margarida/MG,3157906
2407,Santa Tereza/RS,4317251
2408,Santo Inácio/PR,4124509
2409,Sertão/RS,4320503
2410,Sete Barras/SP,3551801
2411,Sorriso/MT,5107925
2412,Sud Mennucci/SP,3552304
2413,São Domingos do Araguaia/PA,1507151
2414,São Pedro da Cipa/MT,5107404
2415,São Sebastião de Lagoa de Roça/PB,2515104
2416,São Sebastião do Passé/BA,2929503
2417,São Vicente de Minas/MG,3165305
2418,Sério/RS,4320453
2419,Trombudo Central/SC,4218608
2420,Três Forquilhas/RS,4321832
2421,Três Passos/RS,4321907
2422,Uchoa/SP,3555604
2423,Ulianópolis/PA,1508126
2424,Vila Lângaro/RS,4323358
2425,Aliança do Tocantins/TO,1700350
2426,Alvorada D'Oeste/RO,1100346
2427,Antônio Prado/RS,4300802
2428,Bernardino de Campos/SP,3506300
2429,Bom Jesus das Selvas/MA,2102036
2430,Bom Princípio/RS,4302352
2431,Brejo Alegre/SP,3507753
2432,Campo Grande/AL,2701506
2433,Canoinhas/SC,4203808
2434,Carmópolis de Minas/MG,3114501
2435,Cerqueira César/SP,3511409
2436,Condado/PB,2504504
2437,Cunha/SP,3513603
2438,Darcinópolis/TO,1706506
2439,Divino/MG,3122009
2440,Dois Córregos/SP,3514106
2441,Dumont/SP,3514601
2442,Formoso do Araguaia/TO,1708205
2443,Guapiaçu/SP,3517505
2444,Iacanga/SP,3519105
2445,Irapuru/SP,3521606
2446,Itapura/SP,3523008
2447,Itapuí/SP,3522901
2448,Itobi/SP,3523800
2449,Jacobina/BA,2917508
2450,Jambeiro/SP,3524907
2451,Jitaúna/BA,2918308
