18;UNKNOWN;72.46136375369998
312;630100;71.45466585511271
47;211000;70.9679124620999
221;450500;70.6535867484001
308;621100;70.19528036220002
50;UNKNOWN;69.58823714549982
302;620500;69.05351498670001
143;371000;67.9825993365001
227;451100;67.04544776939997
178;421200;66.7625119668
293;UNKNOWN;66.44208580560002
294;610700;64.60784107019992
329;UNKNOWN;64.2979329507
30;150500;63.950368255199955
97;331100;63.363194316899985
48;211100;62.29320710489999
20;140600;61.68113073179989
232;460200;61.110151660799964
231;460100;60.97955625089716
104;340700;60.9119624646
296;610900;59.11269937740001
41;210400;58.213913792399936
112;341700;56.922767787599994
268;530500;55.95071084729999
161;411200;55.847945148299964
124;360200;55.73897593470003
250;UNKNOWN;55.417941560700015
173;420700;53.85267155429997
271;UNKNOWN;53.75471196599999
170;420300;53.74348381079995
189;430800;53.03868720210002
297;611000;52.60739069249996
174;420800;52.550087250600036
270;530700;52.5098277666
125;360300;52.33647569489997
68;230800;49.57015039740001
301;620400;48.67935869160001
324;640500;48.60549841770002
305;620800;48.03382646999997
95;330900;46.91269584179997
33;UNKNOWN;46.64986458750006
307;621000;46.2578363676
56;220500;45.70623815850006
106;341000;45.317156302800036
155;410600;45.115724255399996
179;421300;44.8306760889
46;210900;44.740224927900016
59;220800;44.390687696100024
222;450600;43.719106911300024
43;210600;42.633198841500025
309;621200;42.267588687899995
310;UNKNOWN;41.30988725879998
237;510400;41.27813611469999
276;UNKNOWN;41.249492654399994
321;640200;41.018459221799986
272;530900;40.217273439299994
19;140500;40.05712138949998
70;231000;39.622314342599985
128;360600;39.544135737300046
28;150300;38.84246573399997
42;210500;38.64345389910004
17;140300;38.54635850790004
253;UNKNOWN;38.13429022920001
303;620600;38.1226653576
323;640400;37.91127307769999
127;360500;37.35436673069997
306;620900;36.43442326800001
32;UNKNOWN;36.283818237300025
36;UNKNOWN;35.03245617359999
35;152200;33.581752340399994
336;UNKNOWN;33.1412343237
60;UNKNOWN;32.96549518470001
278;UNKNOWN;30.927562271099994
55;220400;30.79164656610001
289;610200;29.325970390499993
337;UNKNOWN;28.484449505099995
331;652800;27.992382615900002
71;231100;25.956579051899972
332;UNKNOWN;25.6029938802
65;230500;25.11626939190003
334;653100;24.490897765200007
304;620700;24.209776805399997
37;152900;23.66261020889998
299;620200;23.189083855200003
57;220600;22.707261900000024
254;UNKNOWN;22.4715671442
63;230300;21.864078675900032
319;632800;20.81734372889999
326;650200;18.6700719609
67;360900;18.613288104300036
234;469002+469005+469006+469007;18.216104431933335
311;UNKNOWN;17.003414546099997
64;230400;16.94685283740001
316;632500;15.256337787900002
280;533400;14.530434901200001
300;620300;14.4176765886
69;230900;13.691527351199992
279;533300;13.238591832000001
281;UNKNOWN;12.971099770199999
181;429004+429005+429006+429021;11.94933483673333
314;UNKNOWN;11.918955556799999
333;653000;9.828531538199998
335;653200;9.746541083699997
330;652700;7.581019297499999
338;654300;7.325482719599998
315;632300;7.037954883899998
73;UNKNOWN;6.861011922899999
318;632700;4.1217241257
317;632600;3.6317415878999992
286;542500;0.39746314709999964
233;460300;0.39594911939999955
167;419001;0.24545920915445296
313;630200;0.0
328;650500;0.0
327;UNKNOWN;0.0
287;540400;0.0
282;540300;0.0
283;540500;0.0
284;540200;0.0
285;540600;0.0
339;659001;0.0
